year,month,month_year,line,early,ontime,earlyorontime_rail,late,total,pctlate
2010,3,3/1/10,210,1434,10201,,4619,16254,28.42
2010,3,3/1/10,211,67,511,,230,808,28.47
2010,3,3/1/10,212,831,7811,,3605,12247,29.44
2010,3,3/1/10,217,734,5393,,1891,8018,23.58
2010,3,3/1/10,220,91,440,,74,605,12.23
2010,3,3/1/10,222,258,3234,,808,4300,18.79
2010,3,3/1/10,224,751,10995,,3474,15220,22.83
2010,3,3/1/10,230,464,5830,,1255,7549,16.62
2010,3,3/1/10,233,650,6951,,2061,9662,21.33
2010,3,3/1/10,234,391,5715,,1128,7234,15.59
2010,3,3/1/10,236,434,5512,,669,6615,10.11
2010,3,3/1/10,243,359,3727,,677,4763,14.21
2010,3,3/1/10,245,438,6072,,1010,7520,13.43
2010,3,3/1/10,246,456,4375,,1531,6362,24.06
2010,3,3/1/10,251,483,6944,,1206,8633,13.97
2010,3,3/1/10,252,164,3105,,550,3819,14.40
2010,3,3/1/10,254,0,7,,1,8,12.50
2010,3,3/1/10,258,110,2231,,595,2936,20.27
2010,3,3/1/10,260,794,9741,,2662,13197,20.17
2010,3,3/1/10,265,228,2609,,645,3482,18.52
2010,3,3/1/10,266,234,2957,,1418,4609,30.77
2010,3,3/1/10,267,275,3105,,688,4068,16.91
2010,3,3/1/10,268,226,2692,,722,3640,19.84
2010,3,3/1/10,270,22,305,,118,445,26.52
2010,3,3/1/10,287,117,2215,,296,2628,11.26
2010,3,3/1/10,290,61,1151,,200,1412,14.16
2010,3,3/1/10,292,164,3740,,758,4662,16.26
2010,3,3/1/10,305,482,3799,,1069,5350,19.98
2010,3,3/1/10,344,207,1593,,484,2284,21.19
2010,3,3/1/10,439,260,1118,,455,1833,24.82
2010,3,3/1/10,442,17,96,,23,136,16.91
2010,3,3/1/10,445,159,940,,393,1492,26.34
2010,3,3/1/10,460,419,3991,,1623,6033,26.90
2010,3,3/1/10,485,193,1734,,291,2218,13.12
2010,3,3/1/10,487,462,4163,,1229,5854,20.99
2010,3,3/1/10,534,180,909,,581,1670,34.79
2010,3,3/1/10,550,519,4327,,2413,7259,33.24
2010,3,3/1/10,603,8,84,,100,192,52.08
2010,3,3/1/10,611,233,4438,,1213,5884,20.62
2010,3,3/1/10,612,135,3320,,1057,4512,23.43
2010,3,3/1/10,620,75,1126,,171,1372,12.46
2010,3,3/1/10,645,24,651,,96,771,12.45
2010,3,3/1/10,665,41,498,,74,613,12.07
2010,3,3/1/10,685,9,961,,121,1091,11.09
2010,3,3/1/10,687,76,985,,254,1315,19.32
2010,3,3/1/10,704,353,2134,,1704,4191,40.66
2010,3,3/1/10,705,342,2346,,1414,4102,34.47
2010,3,3/1/10,710,462,3911,,1600,5973,26.79
2010,3,3/1/10,711,335,2745,,913,3993,22.87
2010,3,3/1/10,714,138,1148,,318,1604,19.83
2010,3,3/1/10,715,211,1551,,1213,2975,40.77
2010,3,3/1/10,720,1223,9639,,4520,15382,29.38
2010,3,3/1/10,728,123,1867,,459,2449,18.74
2010,3,3/1/10,730,254,1421,,94,1769,5.31
2010,3,3/1/10,734,144,2277,,407,2828,14.39
2010,3,3/1/10,740,520,4642,,1997,7159,27.89
2010,3,3/1/10,741,59,2131,,225,2415,9.32
2010,3,3/1/10,745,454,5793,,1128,7375,15.29
2010,3,3/1/10,750,184,3543,,1094,4821,22.69
2010,3,3/1/10,751,184,3222,,911,4317,21.10
2010,3,3/1/10,753,310,2858,,218,3386,6.44
2010,3,3/1/10,754,697,5819,,2392,8908,26.85
2010,3,3/1/10,757,316,1998,,379,2693,14.07
2010,3,3/1/10,760,395,2449,,766,3610,21.22
2010,3,3/1/10,761,554,4950,,2590,8094,32.00
2010,3,3/1/10,762,293,2686,,806,3785,21.29
2010,3,3/1/10,770,471,4110,,1083,5664,19.12
2010,3,3/1/10,780,173,2024,,595,2792,21.31
2010,3,3/1/10,794,269,3166,,1420,4855,29.25
2010,3,3/1/10,901,698,12394,,531,13623,3.90
2010,3,3/1/10,902,211,3271,,1034,4516,22.90
2010,3,3/1/10,910,252,1419,,635,2306,27.54
2010,3,3/1/10,920,164,834,,413,1411,29.27
2010,4,4/1/10,2,1550,15359,,6165,23074,26.72
2010,4,4/1/10,4,1856,18134,,6331,26321,24.05
2010,4,4/1/10,10,1012,9636,,3024,13672,22.12
2010,4,4/1/10,14,1656,13575,,5146,20377,25.25
2010,4,4/1/10,16,1592,18787,,4105,24484,16.77
2010,4,4/1/10,18,1620,21003,,2120,24743,8.57
2010,4,4/1/10,20,2336,20784,,4746,27866,17.03
2010,4,4/1/10,26,1865,23395,,3949,29209,13.52
2010,4,4/1/10,28,667,6219,,1208,8094,14.92
2010,4,4/1/10,30,1310,9538,,1708,12556,13.60
2010,4,4/1/10,33,1755,17696,,8109,27560,29.42
2010,4,4/1/10,35,382,3611,,902,4895,18.43
2010,4,4/1/10,38,325,3038,,779,4142,18.81
2010,4,4/1/10,40,1151,11487,,5111,17749,28.80
2010,4,4/1/10,42,395,3038,,1092,4525,24.13
2010,4,4/1/10,45,2149,21715,,3825,27689,13.81
2010,4,4/1/10,53,792,10642,,2328,13762,16.92
2010,4,4/1/10,55,1394,14325,,2431,18150,13.39
2010,4,4/1/10,60,864,11732,,3299,15895,20.75
2010,4,4/1/10,62,806,7056,,1087,8949,12.15
2010,4,4/1/10,66,1092,16506,,2830,20428,13.85
2010,4,4/1/10,70,444,7832,,976,9252,10.55
2010,4,4/1/10,71,43,704,,70,817,8.57
2010,4,4/1/10,76,491,8592,,1709,10792,15.84
2010,4,4/1/10,78,695,7295,,1523,9513,16.01
2010,4,4/1/10,81,735,11332,,2287,14354,15.93
2010,4,4/1/10,83,321,5355,,867,6543,13.25
2010,4,4/1/10,84,347,8103,,1398,9848,14.20
2010,4,4/1/10,90,877,8389,,1168,10434,11.19
2010,4,4/1/10,92,838,7646,,1694,10178,16.64
2010,4,4/1/10,94,645,11759,,2828,15232,18.57
2010,4,4/1/10,96,4,4,,0,8,0.00
2010,4,4/1/10,102,375,2495,,896,3766,23.79
2010,4,4/1/10,105,881,11560,,4437,16878,26.29
2010,4,4/1/10,108,1055,11130,,4396,16581,26.51
2010,4,4/1/10,110,858,8899,,2559,12316,20.78
2010,4,4/1/10,111,1127,9456,,3480,14063,24.75
2010,4,4/1/10,115,862,8634,,3467,12963,26.75
2010,4,4/1/10,117,555,6038,,2530,9123,27.73
2010,4,4/1/10,120,112,1871,,493,2476,19.91
2010,4,4/1/10,121,604,5868,,857,7329,11.69
2010,4,4/1/10,126,4,141,,40,185,21.62
2010,4,4/1/10,127,259,861,,136,1256,10.83
2010,4,4/1/10,150,1212,13182,,3738,18132,20.62
2010,4,4/1/10,152,987,12232,,3772,16991,22.20
2010,4,4/1/10,154,224,1937,,423,2584,16.37
2010,4,4/1/10,155,31,596,,203,830,24.46
2010,4,4/1/10,156,470,4290,,1229,5989,20.52
2010,4,4/1/10,158,284,3624,,730,4638,15.74
2010,4,4/1/10,161,309,2904,,480,3693,13.00
2010,4,4/1/10,163,1884,17338,,2928,22150,13.22
2010,4,4/1/10,164,702,9432,,2137,12271,17.42
2010,4,4/1/10,165,842,11057,,1527,13426,11.37
2010,4,4/1/10,166,747,13382,,2676,16805,15.92
2010,4,4/1/10,168,83,825,,238,1146,20.77
2010,4,4/1/10,169,218,3267,,857,4342,19.74
2010,4,4/1/10,175,43,589,,25,657,3.81
2010,4,4/1/10,176,84,1002,,116,1202,9.65
2010,4,4/1/10,177,0,4,,0,4,0.00
2010,4,4/1/10,180,520,8553,,1761,10834,16.25
2010,4,4/1/10,183,244,3779,,1262,5285,23.88
2010,4,4/1/10,190,238,3804,,1030,5072,20.31
2010,4,4/1/10,200,908,12581,,1902,15391,12.36
2010,4,4/1/10,201,140,817,,175,1132,15.46
2010,4,4/1/10,202,44,377,,34,455,7.47
2010,4,4/1/10,204,1324,10696,,2561,14581,17.56
2010,4,4/1/10,206,1029,7112,,1870,10011,18.68
2010,4,4/1/10,207,1612,12404,,3186,17202,18.52
2010,4,4/1/10,209,25,689,,138,852,16.20
2010,4,4/1/10,210,1288,10754,,3954,15996,24.72
2010,4,4/1/10,211,87,538,,181,806,22.46
2010,4,4/1/10,212,874,8390,,3121,12385,25.20
2010,4,4/1/10,217,859,5516,,1690,8065,20.95
2010,4,4/1/10,220,66,584,,126,776,16.24
2010,4,4/1/10,222,329,3477,,684,4490,15.23
2010,4,4/1/10,224,863,11075,,3188,15126,21.08
2010,4,4/1/10,230,693,5889,,1190,7772,15.31
2010,4,4/1/10,233,635,6835,,2263,9733,23.25
2010,4,4/1/10,234,398,5942,,1021,7361,13.87
2010,4,4/1/10,236,416,5380,,735,6531,11.25
2010,4,4/1/10,243,332,3924,,665,4921,13.51
2010,4,4/1/10,245,437,5934,,991,7362,13.46
2010,4,4/1/10,246,419,4491,,1353,6263,21.60
2010,4,4/1/10,251,331,6633,,1300,8264,15.73
2010,4,4/1/10,252,139,3312,,519,3970,13.07
2010,4,4/1/10,258,145,2405,,608,3158,19.25
2010,4,4/1/10,260,783,9596,,3215,13594,23.65
2010,4,4/1/10,265,252,2770,,567,3589,15.80
2010,4,4/1/10,266,273,3523,,1490,5286,28.19
2010,4,4/1/10,267,356,3311,,599,4266,14.04
2010,4,4/1/10,268,257,2852,,704,3813,18.46
2010,4,4/1/10,270,3,76,,27,106,25.47
2010,4,4/1/10,287,116,2202,,327,2645,12.36
2010,4,4/1/10,290,61,1098,,134,1293,10.36
2010,4,4/1/10,292,160,3505,,713,4378,16.29
2010,4,4/1/10,305,345,3771,,1277,5393,23.68
2010,4,4/1/10,344,188,1689,,423,2300,18.39
2010,4,4/1/10,439,243,1222,,472,1937,24.37
2010,4,4/1/10,442,24,78,,23,125,18.40
2010,4,4/1/10,445,112,1080,,453,1645,27.54
2010,4,4/1/10,460,496,3898,,1676,6070,27.61
2010,4,4/1/10,485,118,1534,,327,1979,16.52
2010,4,4/1/10,487,497,4472,,927,5896,15.72
2010,4,4/1/10,534,237,1090,,664,1991,33.35
2010,4,4/1/10,550,532,4673,,2170,7375,29.42
2010,4,4/1/10,603,34,777,,827,1638,50.49
2010,4,4/1/10,611,265,4237,,1017,5519,18.43
2010,4,4/1/10,612,144,3487,,985,4616,21.34
2010,4,4/1/10,620,41,1276,,220,1537,14.31
2010,4,4/1/10,645,39,543,,94,676,13.91
2010,4,4/1/10,665,43,480,,68,591,11.51
2010,4,4/1/10,685,40,962,,118,1120,10.54
2010,4,4/1/10,687,72,1059,,221,1352,16.35
2010,4,4/1/10,704,407,2286,,1542,4235,36.41
2010,4,4/1/10,705,358,2151,,1263,3772,33.48
2010,4,4/1/10,710,471,3879,,1314,5664,23.20
2010,4,4/1/10,711,312,2600,,564,3476,16.23
2010,4,4/1/10,714,183,1107,,298,1588,18.77
2010,4,4/1/10,715,232,1576,,973,2781,34.99
2010,4,4/1/10,720,1317,10402,,4573,16292,28.07
2010,4,4/1/10,728,96,1534,,377,2007,18.78
2010,4,4/1/10,730,362,1324,,86,1772,4.85
2010,4,4/1/10,734,106,2232,,528,2866,18.42
2010,4,4/1/10,740,482,4795,,1675,6952,24.09
2010,4,4/1/10,741,60,2247,,179,2486,7.20
2010,4,4/1/10,745,482,5929,,1011,7422,13.62
2010,4,4/1/10,750,217,3422,,1063,4702,22.61
2010,4,4/1/10,751,152,3156,,1026,4334,23.67
2010,4,4/1/10,753,312,2637,,192,3141,6.11
2010,4,4/1/10,754,619,6190,,2353,9162,25.68
2010,4,4/1/10,757,317,2085,,364,2766,13.16
2010,4,4/1/10,760,370,2395,,698,3463,20.16
2010,4,4/1/10,761,425,4736,,2715,7876,34.47
2010,4,4/1/10,762,269,2596,,960,3825,25.10
2010,4,4/1/10,770,336,4139,,1017,5492,18.52
2010,4,4/1/10,780,152,2164,,517,2833,18.25
2010,4,4/1/10,794,231,3145,,1392,4768,29.19
2010,4,4/1/10,901,582,13496,,540,14618,3.69
2010,4,4/1/10,902,287,3147,,873,4307,20.27
2010,4,4/1/10,910,330,1661,,752,2743,27.42
2010,4,4/1/10,920,192,1028,,342,1562,21.90
2010,5,5/1/10,2,394,3908,,1574,5876,26.79
2010,5,5/1/10,4,1799,18833,,6423,27055,23.74
2010,5,5/1/10,10,994,9765,,2939,13698,21.46
2010,5,5/1/10,14,1725,13610,,4654,19989,23.28
2010,5,5/1/10,16,1589,18691,,4333,24613,17.60
2010,5,5/1/10,18,1796,21558,,2398,25752,9.31
2010,5,5/1/10,20,2240,20490,,5328,28058,18.99
2010,5,5/1/10,26,1942,22437,,4790,29169,16.42
2010,5,5/1/10,28,519,5829,,1432,7780,18.41
2010,5,5/1/10,30,1470,9869,,1803,13142,13.72
2010,5,5/1/10,33,1867,17142,,8524,27533,30.96
2010,5,5/1/10,35,397,3231,,961,4589,20.94
2010,5,5/1/10,38,419,2625,,731,3775,19.36
2010,5,5/1/10,40,942,11593,,5379,17914,30.03
2010,5,5/1/10,42,242,3187,,1118,4547,24.59
2010,5,5/1/10,45,2345,22084,,3765,28194,13.35
2010,5,5/1/10,53,711,10922,,2873,14506,19.81
2010,5,5/1/10,55,1284,13741,,2841,17866,15.90
2010,5,5/1/10,60,882,12482,,3442,16806,20.48
2010,5,5/1/10,62,733,7206,,1335,9274,14.40
2010,5,5/1/10,66,1157,16580,,2930,20667,14.18
2010,5,5/1/10,70,429,7856,,937,9222,10.16
2010,5,5/1/10,71,47,768,,100,915,10.93
2010,5,5/1/10,76,384,8695,,1534,10613,14.45
2010,5,5/1/10,78,712,6817,,1476,9005,16.39
2010,5,5/1/10,81,600,11700,,2246,14546,15.44
2010,5,5/1/10,83,297,5689,,983,6969,14.11
2010,5,5/1/10,84,403,8258,,1445,10106,14.30
2010,5,5/1/10,90,641,8710,,1355,10706,12.66
2010,5,5/1/10,92,827,7852,,1943,10622,18.29
2010,5,5/1/10,94,821,11710,,2748,15279,17.99
2010,5,5/1/10,96,23,240,,149,412,36.17
2010,5,5/1/10,102,304,2698,,1002,4004,25.02
2010,5,5/1/10,105,880,12001,,4222,17103,24.69
2010,5,5/1/10,108,961,10445,,4960,16366,30.31
2010,5,5/1/10,110,720,8272,,2791,11783,23.69
2010,5,5/1/10,111,913,9301,,3946,14160,27.87
2010,5,5/1/10,115,780,8538,,3550,12868,27.59
2010,5,5/1/10,117,361,5807,,2748,8916,30.82
2010,5,5/1/10,120,140,1851,,454,2445,18.57
2010,5,5/1/10,121,484,6053,,1040,7577,13.73
2010,5,5/1/10,126,11,119,,37,167,22.16
2010,5,5/1/10,127,190,725,,218,1133,19.24
2010,5,5/1/10,150,1012,13365,,4538,18915,23.99
2010,5,5/1/10,152,963,12481,,4050,17494,23.15
2010,5,5/1/10,154,154,1626,,458,2238,20.46
2010,5,5/1/10,155,41,608,,174,823,21.14
2010,5,5/1/10,156,592,4741,,1264,6597,19.16
2010,5,5/1/10,158,277,3789,,878,4944,17.76
2010,5,5/1/10,161,283,2602,,573,3458,16.57
2010,5,5/1/10,163,2039,16556,,2941,21536,13.66
2010,5,5/1/10,164,730,8770,,2272,11772,19.30
2010,5,5/1/10,165,871,10674,,1503,13048,11.52
2010,5,5/1/10,166,807,12964,,2554,16325,15.64
2010,5,5/1/10,167,11,179,,132,322,40.99
2010,5,5/1/10,168,59,804,,175,1038,16.86
2010,5,5/1/10,169,282,3116,,794,4192,18.94
2010,5,5/1/10,175,26,531,,14,571,2.45
2010,5,5/1/10,176,83,806,,73,962,7.59
2010,5,5/1/10,177,2,12,,5,19,26.32
2010,5,5/1/10,180,491,8921,,1832,11244,16.29
2010,5,5/1/10,183,250,3674,,1119,5043,22.19
2010,5,5/1/10,190,187,3738,,1151,5076,22.68
2010,5,5/1/10,200,1226,12568,,1771,15565,11.38
2010,5,5/1/10,201,84,654,,317,1055,30.05
2010,5,5/1/10,202,24,360,,68,452,15.04
2010,5,5/1/10,204,1115,11119,,2451,14685,16.69
2010,5,5/1/10,206,809,7320,,2049,10178,20.13
2010,5,5/1/10,207,1346,12312,,3504,17162,20.42
2010,5,5/1/10,209,25,774,,157,956,16.42
2010,5,5/1/10,210,972,11049,,4357,16378,26.60
2010,5,5/1/10,211,60,457,,224,741,30.23
2010,5,5/1/10,212,794,7986,,3093,11873,26.05
2010,5,5/1/10,217,863,5686,,1858,8407,22.10
2010,5,5/1/10,218,30,414,,129,573,22.51
2010,5,5/1/10,220,59,423,,132,614,21.50
2010,5,5/1/10,222,466,3616,,667,4749,14.05
2010,5,5/1/10,224,1006,11309,,3069,15384,19.95
2010,5,5/1/10,230,612,5400,,1234,7246,17.03
2010,5,5/1/10,233,586,7608,,2455,10649,23.05
2010,5,5/1/10,234,401,5951,,1281,7633,16.78
2010,5,5/1/10,236,367,5211,,969,6547,14.80
2010,5,5/1/10,243,300,3917,,726,4943,14.69
2010,5,5/1/10,245,523,5954,,1031,7508,13.73
2010,5,5/1/10,246,259,4549,,1747,6555,26.65
2010,5,5/1/10,251,270,6770,,1288,8328,15.47
2010,5,5/1/10,252,127,3296,,512,3935,13.01
2010,5,5/1/10,254,4,78,,22,104,21.15
2010,5,5/1/10,258,85,1836,,491,2412,20.36
2010,5,5/1/10,260,752,9983,,2740,13475,20.33
2010,5,5/1/10,265,245,2768,,638,3651,17.47
2010,5,5/1/10,266,207,3386,,1555,5148,30.21
2010,5,5/1/10,267,350,2973,,698,4021,17.36
2010,5,5/1/10,268,213,2774,,708,3695,19.16
2010,5,5/1/10,270,26,249,,119,394,30.20
2010,5,5/1/10,287,88,2052,,301,2441,12.33
2010,5,5/1/10,290,89,956,,129,1174,10.99
2010,5,5/1/10,292,267,3679,,749,4695,15.95
2010,5,5/1/10,305,332,3649,,1227,5208,23.56
2010,5,5/1/10,344,145,1764,,474,2383,19.89
2010,5,5/1/10,439,250,1234,,604,2088,28.93
2010,5,5/1/10,442,23,91,,19,133,14.29
2010,5,5/1/10,445,167,1112,,370,1649,22.44
2010,5,5/1/10,460,471,3987,,1979,6437,30.74
2010,5,5/1/10,485,156,1554,,314,2024,15.51
2010,5,5/1/10,487,446,4286,,842,5574,15.11
2010,5,5/1/10,534,209,995,,716,1920,37.29
2010,5,5/1/10,550,553,4392,,1730,6675,25.92
2010,5,5/1/10,603,273,4538,,3510,8321,42.18
2010,5,5/1/10,611,215,4617,,1026,5858,17.51
2010,5,5/1/10,612,183,3265,,928,4376,21.21
2010,5,5/1/10,620,111,1222,,158,1491,10.60
2010,5,5/1/10,634,0,16,,2,18,11.11
2010,5,5/1/10,645,38,526,,106,670,15.82
2010,5,5/1/10,665,40,439,,52,531,9.79
2010,5,5/1/10,685,32,770,,97,899,10.79
2010,5,5/1/10,687,91,1011,,224,1326,16.89
2010,5,5/1/10,704,502,2614,,1519,4635,32.77
2010,5,5/1/10,705,334,2058,,1005,3397,29.58
2010,5,5/1/10,710,241,3721,,1547,5509,28.08
2010,5,5/1/10,711,198,2633,,735,3566,20.61
2010,5,5/1/10,714,175,1030,,278,1483,18.75
2010,5,5/1/10,715,202,1693,,815,2710,30.07
2010,5,5/1/10,720,1225,9565,,5499,16289,33.76
2010,5,5/1/10,728,94,1562,,377,2033,18.54
2010,5,5/1/10,730,378,1265,,52,1695,3.07
2010,5,5/1/10,734,85,2224,,591,2900,20.38
2010,5,5/1/10,740,425,4718,,1715,6858,25.01
2010,5,5/1/10,741,65,1951,,135,2151,6.28
2010,5,5/1/10,745,538,6051,,1024,7613,13.45
2010,5,5/1/10,750,224,2917,,1062,4203,25.27
2010,5,5/1/10,751,179,3126,,901,4206,21.42
2010,5,5/1/10,753,297,2209,,175,2681,6.53
2010,5,5/1/10,754,653,6516,,2034,9203,22.10
2010,5,5/1/10,757,248,2090,,380,2718,13.98
2010,5,5/1/10,760,409,2145,,611,3165,19.30
2010,5,5/1/10,761,93,1152,,942,2187,43.07
2010,5,5/1/10,762,259,2780,,586,3625,16.17
2010,5,5/1/10,770,258,3786,,903,4947,18.25
2010,5,5/1/10,780,173,2308,,449,2930,15.32
2010,5,5/1/10,794,150,3171,,1314,4635,28.35
2010,5,5/1/10,901,580,13156,,549,14285,3.84
2010,5,5/1/10,902,233,2788,,788,3809,20.69
2010,5,5/1/10,910,338,1592,,615,2545,24.17
2010,5,5/1/10,920,205,872,,332,1409,23.56
2010,6,6/1/10,4,1558,16931,,6966,25455,27.37
2010,6,6/1/10,10,879,8829,,2817,12525,22.49
2010,6,6/1/10,14,1304,13069,,5287,19660,26.89
2010,6,6/1/10,16,1550,18211,,4421,24182,18.28
2010,6,6/1/10,18,1721,20896,,2438,25055,9.73
2010,6,6/1/10,20,2073,18846,,5528,26447,20.90
2010,6,6/1/10,26,2063,22828,,4314,29205,14.77
2010,6,6/1/10,28,419,5768,,1442,7629,18.90
2010,6,6/1/10,30,1400,9015,,1738,12153,14.30
2010,6,6/1/10,33,1602,13951,,8553,24106,35.48
2010,6,6/1/10,35,373,3133,,1032,4538,22.74
2010,6,6/1/10,38,320,2590,,819,3729,21.96
2010,6,6/1/10,40,805,10787,,6328,17920,35.31
2010,6,6/1/10,42,288,3078,,1263,4629,27.28
2010,6,6/1/10,45,2109,21543,,4331,27983,15.48
2010,6,6/1/10,53,738,10605,,2386,13729,17.38
2010,6,6/1/10,55,1408,13175,,2646,17229,15.36
2010,6,6/1/10,60,951,11951,,3372,16274,20.72
2010,6,6/1/10,62,865,7334,,1347,9546,14.11
2010,6,6/1/10,66,1376,16153,,2712,20241,13.40
2010,6,6/1/10,70,399,7466,,954,8819,10.82
2010,6,6/1/10,71,53,632,,113,798,14.16
2010,6,6/1/10,76,441,7990,,1396,9827,14.21
2010,6,6/1/10,78,741,6660,,1425,8826,16.15
2010,6,6/1/10,81,614,11464,,2268,14346,15.81
2010,6,6/1/10,83,310,5381,,1103,6794,16.23
2010,6,6/1/10,84,418,8091,,1304,9813,13.29
2010,6,6/1/10,90,756,8958,,1388,11102,12.50
2010,6,6/1/10,92,824,7385,,2256,10465,21.56
2010,6,6/1/10,94,817,11233,,3277,15327,21.38
2010,6,6/1/10,96,92,1576,,1036,2704,38.31
2010,6,6/1/10,102,256,2469,,1183,3908,30.27
2010,6,6/1/10,105,1055,11749,,4865,17669,27.53
2010,6,6/1/10,108,918,10929,,5078,16925,30.00
2010,6,6/1/10,110,753,8586,,2421,11760,20.59
2010,6,6/1/10,111,719,9982,,3525,14226,24.78
2010,6,6/1/10,115,660,8663,,3167,12490,25.36
2010,6,6/1/10,117,397,5903,,2800,9100,30.77
2010,6,6/1/10,120,149,1876,,375,2400,15.63
2010,6,6/1/10,121,554,5931,,843,7328,11.50
2010,6,6/1/10,126,5,135,,38,178,21.35
2010,6,6/1/10,127,180,769,,207,1156,17.91
2010,6,6/1/10,150,1188,13049,,4151,18388,22.57
2010,6,6/1/10,152,1021,12734,,3272,17027,19.22
2010,6,6/1/10,154,324,1677,,502,2503,20.06
2010,6,6/1/10,155,28,686,,181,895,20.22
2010,6,6/1/10,156,493,4562,,1462,6517,22.43
2010,6,6/1/10,158,318,3756,,851,4925,17.28
2010,6,6/1/10,161,297,2492,,503,3292,15.28
2010,6,6/1/10,163,2328,16756,,2660,21744,12.23
2010,6,6/1/10,164,779,9321,,1819,11919,15.26
2010,6,6/1/10,165,1023,10361,,1600,12984,12.32
2010,6,6/1/10,166,1011,13153,,2281,16445,13.87
2010,6,6/1/10,167,138,1799,,606,2543,23.83
2010,6,6/1/10,168,53,883,,193,1129,17.09
2010,6,6/1/10,169,310,3339,,768,4417,17.39
2010,6,6/1/10,175,36,571,,25,632,3.96
2010,6,6/1/10,176,98,786,,120,1004,11.95
2010,6,6/1/10,177,0,13,,12,25,48.00
2010,6,6/1/10,180,443,8488,,2204,11135,19.79
2010,6,6/1/10,183,331,3584,,1254,5169,24.26
2010,6,6/1/10,190,250,3566,,921,4737,19.44
2010,6,6/1/10,200,990,12009,,2283,15282,14.94
2010,6,6/1/10,201,131,839,,188,1158,16.23
2010,6,6/1/10,202,21,303,,81,405,20.00
2010,6,6/1/10,204,653,10389,,2579,13621,18.93
2010,6,6/1/10,206,698,7703,,1954,10355,18.87
2010,6,6/1/10,207,1047,12459,,3502,17008,20.59
2010,6,6/1/10,209,24,821,,130,975,13.33
2010,6,6/1/10,210,888,10982,,4460,16330,27.31
2010,6,6/1/10,211,40,555,,235,830,28.31
2010,6,6/1/10,212,770,8487,,3369,12626,26.68
2010,6,6/1/10,217,650,4802,,1910,7362,25.94
2010,6,6/1/10,218,125,2888,,867,3880,22.35
2010,6,6/1/10,220,41,385,,138,564,24.47
2010,6,6/1/10,222,428,3684,,843,4955,17.01
2010,6,6/1/10,224,983,11027,,3354,15364,21.83
2010,6,6/1/10,230,828,5803,,923,7554,12.22
2010,6,6/1/10,233,674,7188,,2027,9889,20.50
2010,6,6/1/10,234,457,6086,,1107,7650,14.47
2010,6,6/1/10,236,512,5106,,951,6569,14.48
2010,6,6/1/10,243,366,3910,,580,4856,11.94
2010,6,6/1/10,245,530,5835,,897,7262,12.35
2010,6,6/1/10,246,262,4455,,1473,6190,23.80
2010,6,6/1/10,251,344,6802,,1255,8401,14.94
2010,6,6/1/10,252,177,3354,,478,4009,11.92
2010,6,6/1/10,254,1,15,,4,20,20.00
2010,6,6/1/10,258,109,1995,,472,2576,18.32
2010,6,6/1/10,260,785,9695,,2443,12923,18.90
2010,6,6/1/10,265,281,3060,,544,3885,14.00
2010,6,6/1/10,266,114,2197,,922,3233,28.52
2010,6,6/1/10,267,305,2736,,783,3824,20.48
2010,6,6/1/10,268,234,2375,,706,3315,21.30
2010,6,6/1/10,270,54,688,,198,940,21.06
2010,6,6/1/10,287,151,2161,,332,2644,12.56
2010,6,6/1/10,290,81,1149,,115,1345,8.55
2010,6,6/1/10,292,163,3507,,808,4478,18.04
2010,6,6/1/10,305,233,3400,,1266,4899,25.84
2010,6,6/1/10,344,137,1746,,399,2282,17.48
2010,6,6/1/10,439,223,1381,,487,2091,23.29
2010,6,6/1/10,442,11,82,,26,119,21.85
2010,6,6/1/10,445,114,1122,,389,1625,23.94
2010,6,6/1/10,450,9,20,,0,29,0.00
2010,6,6/1/10,460,346,4058,,2049,6453,31.75
2010,6,6/1/10,485,184,1849,,336,2369,14.18
2010,6,6/1/10,487,324,4059,,853,5236,16.29
2010,6,6/1/10,534,250,973,,787,2010,39.15
2010,6,6/1/10,550,368,4225,,2295,6888,33.32
2010,6,6/1/10,603,474,9125,,4277,13876,30.82
2010,6,6/1/10,611,281,4196,,1337,5814,23.00
2010,6,6/1/10,612,179,3287,,847,4313,19.64
2010,6,6/1/10,620,73,1194,,128,1395,9.18
2010,6,6/1/10,634,2,248,,47,297,15.82
2010,6,6/1/10,645,24,529,,74,627,11.80
2010,6,6/1/10,665,50,432,,31,513,6.04
2010,6,6/1/10,685,27,787,,84,898,9.35
2010,6,6/1/10,687,78,824,,243,1145,21.22
2010,6,6/1/10,704,260,1871,,1730,3861,44.81
2010,6,6/1/10,705,380,2983,,1566,4929,31.77
2010,6,6/1/10,710,217,4158,,1619,5994,27.01
2010,6,6/1/10,711,216,2851,,851,3918,21.72
2010,6,6/1/10,714,108,1110,,335,1553,21.57
2010,6,6/1/10,715,205,2022,,821,3048,26.94
2010,6,6/1/10,720,1184,8999,,6262,16445,38.08
2010,6,6/1/10,728,69,1580,,526,2175,24.18
2010,6,6/1/10,730,350,1307,,114,1771,6.44
2010,6,6/1/10,733,107,679,,271,1057,25.64
2010,6,6/1/10,734,119,2522,,505,3146,16.05
2010,6,6/1/10,740,364,4826,,2138,7328,29.18
2010,6,6/1/10,741,65,1995,,92,2152,4.28
2010,6,6/1/10,745,583,5329,,1269,7181,17.67
2010,6,6/1/10,750,273,3366,,1083,4722,22.94
2010,6,6/1/10,751,233,3467,,764,4464,17.11
