LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TODD ROYAL,MIKE GATTO
GLENDALE,2550149A,972,46,N,0,VBM PORTION,115,49,52
GLENDALE,2550149A,972,46,N,772,TOTAL,254,121,107
GLENDALE,2550150A,973,46,N,935,POLLING PLACE,113,41,55
GLENDALE,2550150A,973,46,N,0,VBM PORTION,120,41,62
GLENDALE,2550150A,973,46,N,935,TOTAL,233,82,117
GLENDALE,2550151A,974,46,N,754,POLLING PLACE,165,55,93
GLENDALE,2550151A,974,46,N,0,VBM PORTION,114,53,52
GLENDALE,2550151A,974,46,N,754,TOTAL,279,108,145
GLENDALE,2550157A,975,46,N,655,POLLING PLACE,59,19,33
GLENDALE,2550157A,975,46,N,0,VBM PORTION,103,35,56
GLENDALE,2550157A,975,46,N,655,TOTAL,162,54,89
GLENDALE,2550178A,976,46,N,1096,POLLING PLACE,165,74,78
GLENDALE,2550178A,976,46,N,0,VBM PORTION,140,54,63
GLENDALE,2550178A,976,46,N,1096,TOTAL,305,128,141
GLENDALE,2550190A,977,46,N,1362,POLLING PLACE,97,23,56
GLENDALE,2550190A,977,46,N,0,VBM PORTION,165,23,85
GLENDALE,2550190A,977,46,N,1362,TOTAL,262,46,141
GLENDALE,2550192A,978,46,N,911,POLLING PLACE,83,40,35
GLENDALE,2550192A,978,46,N,0,VBM PORTION,138,39,78
GLENDALE,2550192A,978,46,N,911,TOTAL,221,79,113
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,POLLING PLACE,163,82,74
LA CANADA FLINTRIDGE,3150001A,1168,47,N,0,VBM PORTION,216,125,72
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,TOTAL,379,207,146
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,POLLING PLACE,152,83,56
LA CANADA FLINTRIDGE,3150004A,1169,47,N,0,VBM PORTION,236,132,67
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,TOTAL,388,215,123
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,POLLING PLACE,141,70,63
LA CANADA FLINTRIDGE,3150009A,1170,47,N,0,VBM PORTION,193,89,83
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,TOTAL,334,159,146
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,POLLING PLACE,51,23,22
LA CANADA FLINTRIDGE,3150012A,1171,47,N,0,VBM PORTION,81,36,39
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,TOTAL,132,59,61
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,POLLING PLACE,83,44,37
LA CANADA FLINTRIDGE,3150012B,1172,47,N,0,VBM PORTION,162,75,75
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,TOTAL,245,119,112
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,POLLING PLACE,179,67,93
LA CANADA FLINTRIDGE,3150013A,1173,47,N,0,VBM PORTION,184,63,98
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,TOTAL,363,130,191
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,POLLING PLACE,164,82,67
LA CANADA FLINTRIDGE,3150016A,1174,47,N,0,VBM PORTION,157,76,64
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,TOTAL,321,158,131
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,POLLING PLACE,118,73,37
LA CANADA FLINTRIDGE,3150018A,1175,47,N,0,VBM PORTION,173,97,58
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,TOTAL,291,170,95
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,POLLING PLACE,100,52,41
LA CANADA FLINTRIDGE,3150021A,1176,47,N,0,VBM PORTION,248,130,98
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,TOTAL,348,182,139
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,POLLING PLACE,75,31,34
LA CANADA FLINTRIDGE,3150023A,1177,47,N,0,VBM PORTION,98,48,33
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,TOTAL,173,79,67
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,POLLING PLACE,114,69,34
LA CANADA FLINTRIDGE,3150025A,1178,47,N,0,VBM PORTION,177,97,64
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,TOTAL,291,166,98
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,POLLING PLACE,133,60,57
LA CANADA FLINTRIDGE,3150037A,1179,47,N,0,VBM PORTION,181,81,74
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,TOTAL,314,141,131
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,POLLING PLACE,172,71,75
LA CANADA FLINTRIDGE,3150060A,1180,47,N,0,VBM PORTION,204,91,99
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,TOTAL,376,162,174
LA CRESCENTA,3200001A,1181,47,N,943,POLLING PLACE,104,47,51
LA CRESCENTA,3200001A,1181,47,N,0,VBM PORTION,108,47,55
LA CRESCENTA,3200001A,1181,47,N,943,TOTAL,212,94,106
LA CRESCENTA,3200004A,1182,47,N,753,POLLING PLACE,118,54,58
LA CRESCENTA,3200004A,1182,47,N,0,VBM PORTION,110,47,53
LA CRESCENTA,3200004A,1182,47,N,753,TOTAL,228,101,111
LA CRESCENTA,3200006C,1183,47,N,1236,POLLING PLACE,87,41,44
LA CRESCENTA,3200006C,1183,47,N,0,VBM PORTION,104,44,51
LA CRESCENTA,3200006C,1183,47,N,1236,TOTAL,191,85,95
LA CRESCENTA,3200008B,1184,47,N,1296,POLLING PLACE,153,69,76
LA CRESCENTA,3200008B,1184,47,N,0,VBM PORTION,158,76,69
LA CRESCENTA,3200008B,1184,47,N,1296,TOTAL,311,145,145
LA CRESCENTA,3200010A,1185,47,N,1205,POLLING PLACE,154,56,81
LA CRESCENTA,3200010A,1185,47,N,0,VBM PORTION,145,59,76
LA CRESCENTA,3200010A,1185,47,N,1205,TOTAL,299,115,157
LA CRESCENTA,3200014A,1186,47,N,889,POLLING PLACE,119,49,63
LA CRESCENTA,3200014A,1186,47,N,0,VBM PORTION,103,46,46
LA CRESCENTA,3200014A,1186,47,N,889,TOTAL,222,95,109
LA CRESCENTA,3200014B,1187,47,N,1197,POLLING PLACE,105,51,50
LA CRESCENTA,3200014B,1187,47,N,0,VBM PORTION,107,44,49
LA CRESCENTA,3200014B,1187,47,N,1197,TOTAL,212,95,99
LA CRESCENTA,3200019A,1188,47,N,1283,POLLING PLACE,127,45,77
LA CRESCENTA,3200019A,1188,47,N,0,VBM PORTION,104,38,49
LA CRESCENTA,3200019A,1188,47,N,1283,TOTAL,231,83,126
MONTROSE,4610001A,1829,47,N,1111,POLLING PLACE,79,31,45
MONTROSE,4610001A,1829,47,N,0,VBM PORTION,104,42,40
MONTROSE,4610001A,1829,47,N,1111,TOTAL,183,73,85
MONTROSE,4610022A,1830,47,N,1184,POLLING PLACE,90,38,44
MONTROSE,4610022A,1830,47,N,0,VBM PORTION,71,19,38
MONTROSE,4610022A,1830,47,N,1184,TOTAL,161,57,82
MONTROSE,4610025A,1831,47,N,691,POLLING PLACE,60,23,34
MONTROSE,4610025A,1831,47,N,0,VBM PORTION,49,19,25
MONTROSE,4610025A,1831,47,N,691,TOTAL,109,42,59
PASADENA,5150020A,6124,47,Y,0,POLLING PLACE,0,0,0
PASADENA,5150020A,6124,47,Y,0,VBM PORTION,0,0,0
PASADENA,5150020A,6124,47,Y,0,TOTAL,0,0,0
SUNLAND,6850016A,6164,39,Y,28,POLLING PLACE,0,0,0
SUNLAND,6850016A,6164,39,Y,0,VBM PORTION,6,2,3
SUNLAND,6850016A,6164,39,Y,28,TOTAL,6,2,3
SUNLAND,6850034A,6167,47,Y,41,POLLING PLACE,0,0,0
SUNLAND,6850034A,6167,47,Y,0,VBM PORTION,10,4,6
SUNLAND,6850034A,6167,47,Y,41,TOTAL,10,4,6
LOS ANGELES,9000051A,2999,42,N,657,POLLING PLACE,44,3,36
LOS ANGELES,9000051A,2999,42,N,0,VBM PORTION,33,5,22
LOS ANGELES,9000051A,2999,42,N,657,TOTAL,77,8,58
LOS ANGELES,9000240A,3117,43,N,1365,POLLING PLACE,91,11,67
LOS ANGELES,9000240A,3117,43,N,0,VBM PORTION,70,7,48
LOS ANGELES,9000240A,3117,43,N,1365,TOTAL,161,18,115
LOS ANGELES,9000262A,3132,43,N,1072,POLLING PLACE,82,7,67
LOS ANGELES,9000262A,3132,43,N,0,VBM PORTION,58,8,45
LOS ANGELES,9000262A,3132,43,N,1072,TOTAL,140,15,112
LOS ANGELES,9000263A,3133,45,N,763,POLLING PLACE,69,12,53
LOS ANGELES,9000263A,3133,45,N,0,VBM PORTION,45,7,29
LOS ANGELES,9000263A,3133,45,N,763,TOTAL,114,19,82
LOS ANGELES,9000317A,3169,43,N,1059,POLLING PLACE,83,8,65
LOS ANGELES,9000317A,3169,43,N,0,VBM PORTION,98,18,67
LOS ANGELES,9000317A,3169,43,N,1059,TOTAL,181,26,132
LOS ANGELES,9000326A,3176,41,N,1072,POLLING PLACE,108,13,89
LOS ANGELES,9000326A,3176,41,N,0,VBM PORTION,55,5,43
LOS ANGELES,9000326A,3176,41,N,1072,TOTAL,163,18,132
LOS ANGELES,9000369A,3202,45,N,1180,POLLING PLACE,108,23,76
LOS ANGELES,9000369A,3202,45,N,0,VBM PORTION,57,13,40
LOS ANGELES,9000369A,3202,45,N,1180,TOTAL,165,36,116
LOS ANGELES,9000395A,3218,41,N,1224,POLLING PLACE,81,18,50
LOS ANGELES,9000395A,3218,41,N,0,VBM PORTION,34,6,25
LOS ANGELES,9000395A,3218,41,N,1224,TOTAL,115,24,75
LOS ANGELES,9000466A,3262,40,N,954,POLLING PLACE,80,9,64
LOS ANGELES,9000466A,3262,40,N,0,VBM PORTION,69,12,47
LOS ANGELES,9000466A,3262,40,N,954,TOTAL,149,21,111
LOS ANGELES,9000481A,3269,41,N,1230,POLLING PLACE,53,11,34
LOS ANGELES,9000481A,3269,41,N,0,VBM PORTION,59,10,37
LOS ANGELES,9000481A,3269,41,N,1230,TOTAL,112,21,71
LOS ANGELES,9000495A,3276,41,N,1209,POLLING PLACE,65,16,42
LOS ANGELES,9000495A,3276,41,N,0,VBM PORTION,48,9,35
LOS ANGELES,9000495A,3276,41,N,1209,TOTAL,113,25,77
LOS ANGELES,9000507A,3284,41,N,1272,POLLING PLACE,59,9,48
LOS ANGELES,9000507A,3284,41,N,0,VBM PORTION,69,5,58
LOS ANGELES,9000507A,3284,41,N,1272,TOTAL,128,14,106
LOS ANGELES,9000530A,3301,43,N,1232,POLLING PLACE,97,11,68
LOS ANGELES,9000530A,3301,43,N,0,VBM PORTION,40,7,27
LOS ANGELES,9000530A,3301,43,N,1232,TOTAL,137,18,95
LOS ANGELES,9000546A,3309,41,N,1017,POLLING PLACE,34,2,29
LOS ANGELES,9000546A,3309,41,N,0,VBM PORTION,51,6,31
LOS ANGELES,9000546A,3309,41,N,1017,TOTAL,85,8,60
LOS ANGELES,9000551A,3312,41,N,980,POLLING PLACE,58,9,32
LOS ANGELES,9000551A,3312,41,N,0,VBM PORTION,63,13,42
LOS ANGELES,9000551A,3312,41,N,980,TOTAL,121,22,74
LOS ANGELES,9000580A,3331,42,N,739,POLLING PLACE,40,6,30
LOS ANGELES,9000580A,3331,42,N,0,VBM PORTION,36,2,30
LOS ANGELES,9000580A,3331,42,N,739,TOTAL,76,8,60
LOS ANGELES,9000591A,3336,45,N,1057,POLLING PLACE,73,7,64
LOS ANGELES,9000591A,3336,45,N,0,VBM PORTION,68,13,50
LOS ANGELES,9000591A,3336,45,N,1057,TOTAL,141,20,114
LOS ANGELES,9000600A,3343,45,N,1246,POLLING PLACE,149,15,121
LOS ANGELES,9000600A,3343,45,N,0,VBM PORTION,97,15,75
LOS ANGELES,9000600A,3343,45,N,1246,TOTAL,246,30,196
LOS ANGELES,9000610A,3350,42,N,1215,POLLING PLACE,96,12,72
LOS ANGELES,9000610A,3350,42,N,0,VBM PORTION,53,9,38
LOS ANGELES,9000610A,3350,42,N,1215,TOTAL,149,21,110
LOS ANGELES,9000659A,3372,41,N,684,POLLING PLACE,36,5,29
LOS ANGELES,9000659A,3372,41,N,0,VBM PORTION,61,11,42
LOS ANGELES,9000659A,3372,41,N,684,TOTAL,97,16,71
LOS ANGELES,9000662C,3373,41,N,312,POLLING PLACE,5,0,4
LOS ANGELES,9000662C,3373,41,N,0,VBM PORTION,4,0,4
LOS ANGELES,9000662C,3373,41,N,312,TOTAL,9,0,8
LOS ANGELES,9000684A,3379,45,N,798,POLLING PLACE,137,22,95
LOS ANGELES,9000684A,3379,45,N,0,VBM PORTION,110,15,79
LOS ANGELES,9000684A,3379,45,N,798,TOTAL,247,37,174
LOS ANGELES,9000687A,3381,45,N,984,POLLING PLACE,73,10,60
LOS ANGELES,9000687A,3381,45,N,0,VBM PORTION,65,13,45
LOS ANGELES,9000687A,3381,45,N,984,TOTAL,138,23,105
LOS ANGELES,9000690B,3383,45,N,756,POLLING PLACE,87,14,67
LOS ANGELES,9000690B,3383,45,N,0,VBM PORTION,82,24,52
LOS ANGELES,9000690B,3383,45,N,756,TOTAL,169,38,119
LOS ANGELES,9000691A,3384,45,N,1022,POLLING PLACE,140,18,115
LOS ANGELES,9000691A,3384,45,N,0,VBM PORTION,123,25,91
LOS ANGELES,9000691A,3384,45,N,1022,TOTAL,263,43,206
LOS ANGELES,9000694A,3386,41,N,1144,POLLING PLACE,98,14,80
LOS ANGELES,9000694A,3386,41,N,0,VBM PORTION,101,14,80
LOS ANGELES,9000694A,3386,41,N,1144,TOTAL,199,28,160
LOS ANGELES,9000699B,3388,41,N,706,POLLING PLACE,109,8,93
LOS ANGELES,9000699B,3388,41,N,0,VBM PORTION,55,4,47
LOS ANGELES,9000699B,3388,41,N,706,TOTAL,164,12,140
LOS ANGELES,9000700A,3389,45,N,651,POLLING PLACE,75,14,52
LOS ANGELES,9000700A,3389,45,N,0,VBM PORTION,107,44,51
LOS ANGELES,9000700A,3389,45,N,651,TOTAL,182,58,103
LOS ANGELES,9000700B,3390,45,N,1111,POLLING PLACE,156,22,121
LOS ANGELES,9000700B,3390,45,N,0,VBM PORTION,93,12,73
LOS ANGELES,9000700B,3390,45,N,1111,TOTAL,249,34,194
LOS ANGELES,9000712A,3392,45,N,1146,POLLING PLACE,169,25,134
LOS ANGELES,9000712A,3392,45,N,0,VBM PORTION,157,29,109
LOS ANGELES,9000712A,3392,45,N,1146,TOTAL,326,54,243
LOS ANGELES,9000715A,3394,43,N,718,POLLING PLACE,80,10,64
LOS ANGELES,9000715A,3394,43,N,0,VBM PORTION,39,8,27
LOS ANGELES,9000715A,3394,43,N,718,TOTAL,119,18,91
LOS ANGELES,9000723A,3397,41,N,1336,POLLING PLACE,75,14,55
LOS ANGELES,9000723A,3397,41,N,0,VBM PORTION,79,15,53
LOS ANGELES,9000723A,3397,41,N,1336,TOTAL,154,29,108
LOS ANGELES,9000734A,3402,41,N,1164,POLLING PLACE,56,3,47
LOS ANGELES,9000734A,3402,41,N,0,VBM PORTION,60,13,41
LOS ANGELES,9000734A,3402,41,N,1164,TOTAL,116,16,88
LOS ANGELES,9000750A,3406,41,N,969,POLLING PLACE,73,10,46
LOS ANGELES,9000750A,3406,41,N,0,VBM PORTION,65,11,40
LOS ANGELES,9000750A,3406,41,N,969,TOTAL,138,21,86
LOS ANGELES,9000752A,3408,41,N,919,POLLING PLACE,97,11,80
LOS ANGELES,9000752A,3408,41,N,0,VBM PORTION,108,11,91
LOS ANGELES,9000752A,3408,41,N,919,TOTAL,205,22,171
LOS ANGELES,9000753A,3409,41,N,1073,POLLING PLACE,110,5,90
LOS ANGELES,9000753A,3409,41,N,0,VBM PORTION,70,13,50
LOS ANGELES,9000753A,3409,41,N,1073,TOTAL,180,18,140
LOS ANGELES,9000758A,3411,45,N,1249,POLLING PLACE,126,21,92
LOS ANGELES,9000758A,3411,45,N,0,VBM PORTION,90,17,57
LOS ANGELES,9000758A,3411,45,N,1249,TOTAL,216,38,149
LOS ANGELES,9000784A,3420,41,N,1009,POLLING PLACE,51,9,34
LOS ANGELES,9000784A,3420,41,N,0,VBM PORTION,51,11,34
LOS ANGELES,9000784A,3420,41,N,1009,TOTAL,102,20,68
LOS ANGELES,9000819A,3435,40,N,1142,POLLING PLACE,58,11,44
LOS ANGELES,9000819A,3435,40,N,0,VBM PORTION,89,19,59
LOS ANGELES,9000819A,3435,40,N,1142,TOTAL,147,30,103
LOS ANGELES,9000826A,3438,40,N,1224,POLLING PLACE,140,18,117
LOS ANGELES,9000826A,3438,40,N,0,VBM PORTION,117,15,93
LOS ANGELES,9000826A,3438,40,N,1224,TOTAL,257,33,210
LOS ANGELES,9000844A,3449,41,N,1419,POLLING PLACE,70,10,51
LOS ANGELES,9000844A,3449,41,N,0,VBM PORTION,82,14,55
LOS ANGELES,9000844A,3449,41,N,1419,TOTAL,152,24,106
LOS ANGELES,9000852A,3451,41,N,1015,POLLING PLACE,133,22,102
LOS ANGELES,9000852A,3451,41,N,0,VBM PORTION,83,11,66
LOS ANGELES,9000852A,3451,41,N,1015,TOTAL,216,33,168
LOS ANGELES,9000866A,3454,40,N,1282,POLLING PLACE,220,21,191
LOS ANGELES,9000866A,3454,40,N,0,VBM PORTION,182,15,146
LOS ANGELES,9000866A,3454,40,N,1282,TOTAL,402,36,337
LOS ANGELES,9000874A,3456,41,N,1109,POLLING PLACE,71,7,56
LOS ANGELES,9000874A,3456,41,N,0,VBM PORTION,59,4,46
LOS ANGELES,9000874A,3456,41,N,1109,TOTAL,130,11,102
LOS ANGELES,9000879A,3457,45,N,1030,POLLING PLACE,112,14,89
LOS ANGELES,9000879A,3457,45,N,0,VBM PORTION,107,15,77
LOS ANGELES,9000879A,3457,45,N,1030,TOTAL,219,29,166
LOS ANGELES,9000894A,3462,41,N,1347,POLLING PLACE,72,7,58
LOS ANGELES,9000894A,3462,41,N,0,VBM PORTION,52,6,28
LOS ANGELES,9000894A,3462,41,N,1347,TOTAL,124,13,86
LOS ANGELES,9000964A,3492,41,N,801,POLLING PLACE,43,2,31
LOS ANGELES,9000964A,3492,41,N,0,VBM PORTION,30,3,26
LOS ANGELES,9000964A,3492,41,N,801,TOTAL,73,5,57
LOS ANGELES,9001184A,3598,43,N,1038,POLLING PLACE,99,22,61
LOS ANGELES,9001184A,3598,43,N,0,VBM PORTION,143,32,94
LOS ANGELES,9001184A,3598,43,N,1038,TOTAL,242,54,155
LOS ANGELES,9001191A,3603,43,N,1246,POLLING PLACE,156,17,126
LOS ANGELES,9001191A,3603,43,N,0,VBM PORTION,116,21,78
LOS ANGELES,9001191A,3603,43,N,1246,TOTAL,272,38,204
LOS ANGELES,9001232A,3617,41,N,1473,POLLING PLACE,86,19,63
LOS ANGELES,9001232A,3617,41,N,0,VBM PORTION,106,28,67
LOS ANGELES,9001232A,3617,41,N,1473,TOTAL,192,47,130
LOS ANGELES,9001267A,3630,41,N,899,POLLING PLACE,60,9,48
LOS ANGELES,9001267A,3630,41,N,0,VBM PORTION,50,16,29
LOS ANGELES,9001267A,3630,41,N,899,TOTAL,110,25,77
LOS ANGELES,9001647A,3800,41,N,1335,POLLING PLACE,80,9,66
LOS ANGELES,9001647A,3800,41,N,0,VBM PORTION,92,12,68
LOS ANGELES,9001647A,3800,41,N,1335,TOTAL,172,21,134
LOS ANGELES,9001759A,3842,40,N,691,POLLING PLACE,88,12,70
LOS ANGELES,9001759A,3842,40,N,0,VBM PORTION,55,4,43
LOS ANGELES,9001759A,3842,40,N,691,TOTAL,143,16,113
LOS ANGELES,9001796B,3863,41,N,1246,POLLING PLACE,67,6,52
LOS ANGELES,9001796B,3863,41,N,0,VBM PORTION,91,10,65
LOS ANGELES,9001796B,3863,41,N,1246,TOTAL,158,16,117
LOS ANGELES,9001824A,3873,45,N,1156,POLLING PLACE,174,32,127
LOS ANGELES,9001824A,3873,45,N,0,VBM PORTION,139,31,93
LOS ANGELES,9001824A,3873,45,N,1156,TOTAL,313,63,220
LOS ANGELES,9002046A,3958,40,N,1056,POLLING PLACE,118,10,101
LOS ANGELES,9002046A,3958,40,N,0,VBM PORTION,98,18,67
LOS ANGELES,9002046A,3958,40,N,1056,TOTAL,216,28,168
LOS ANGELES,9002171A,4027,40,N,1078,POLLING PLACE,134,6,123
LOS ANGELES,9002171A,4027,40,N,0,VBM PORTION,123,19,95
LOS ANGELES,9002171A,4027,40,N,1078,TOTAL,257,25,218
LOS ANGELES,9002475A,6194,40,Y,246,POLLING PLACE,0,0,0
LOS ANGELES,9002475A,6194,40,Y,0,VBM PORTION,48,4,41
LOS ANGELES,9002475A,6194,40,Y,246,TOTAL,48,4,41
LOS ANGELES,9002476A,4152,40,N,384,POLLING PLACE,53,8,32
LOS ANGELES,9002476A,4152,40,N,0,VBM PORTION,23,6,15
LOS ANGELES,9002476A,4152,40,N,384,TOTAL,76,14,47
LOS ANGELES,9002490A,6195,47,Y,15,POLLING PLACE,0,0,0
LOS ANGELES,9002490A,6195,47,Y,0,VBM PORTION,3,0,3
LOS ANGELES,9002490A,6195,47,Y,15,TOTAL,3,0,3
LOS ANGELES,9002533A,4180,43,N,1011,POLLING PLACE,72,12,54
LOS ANGELES,9002533A,4180,43,N,0,VBM PORTION,84,15,56
LOS ANGELES,9002533A,4180,43,N,1011,TOTAL,156,27,110
LOS ANGELES,9002745A,4238,41,N,1147,POLLING PLACE,186,8,158
LOS ANGELES,9002745A,4238,41,N,0,VBM PORTION,106,11,88
LOS ANGELES,9002745A,4238,41,N,1147,TOTAL,292,19,246
LOS ANGELES,9003520B,4324,41,N,1158,POLLING PLACE,86,14,65
LOS ANGELES,9003520B,4324,41,N,0,VBM PORTION,76,11,58
LOS ANGELES,9003520B,4324,41,N,1158,TOTAL,162,25,123
LOS ANGELES,9003814A,4337,41,N,909,POLLING PLACE,53,10,38
LOS ANGELES,9003814A,4337,41,N,0,VBM PORTION,58,7,47
LOS ANGELES,9003814A,4337,41,N,909,TOTAL,111,17,85
LOS ANGELES,9004237A,4369,40,N,1167,POLLING PLACE,147,12,131
LOS ANGELES,9004237A,4369,40,N,0,VBM PORTION,124,19,94
LOS ANGELES,9004237A,4369,40,N,1167,TOTAL,271,31,225
LOS ANGELES,9004239A,4370,41,N,1230,POLLING PLACE,84,10,71
LOS ANGELES,9004239A,4370,41,N,0,VBM PORTION,107,21,79
LOS ANGELES,9004239A,4370,41,N,1230,TOTAL,191,31,150
LOS ANGELES,9005113B,6220,45,Y,2,POLLING PLACE,0,0,0
LOS ANGELES,9005113B,6220,45,Y,0,VBM PORTION,0,0,0
LOS ANGELES,9005113B,6220,45,Y,2,TOTAL,0,0,0
LOS ANGELES,9005117A,4381,45,N,1327,POLLING PLACE,96,15,74
LOS ANGELES,9005117A,4381,45,N,0,VBM PORTION,118,18,87
LOS ANGELES,9005117A,4381,45,N,1327,TOTAL,214,33,161
LOS ANGELES,9005118D,4382,41,N,942,POLLING PLACE,70,6,56
LOS ANGELES,9005118D,4382,41,N,0,VBM PORTION,27,3,20
LOS ANGELES,9005118D,4382,41,N,942,TOTAL,97,9,76
LOS ANGELES,9005124A,4383,41,N,736,POLLING PLACE,58,6,46
LOS ANGELES,9005124A,4383,41,N,0,VBM PORTION,32,3,23
LOS ANGELES,9005124A,4383,41,N,736,TOTAL,90,9,69
LOS ANGELES,9006305A,4503,40,N,859,POLLING PLACE,40,8,32
LOS ANGELES,9006305A,4503,40,N,0,VBM PORTION,56,17,32
LOS ANGELES,9006305A,4503,40,N,859,TOTAL,96,25,64
LOS ANGELES,9006306C,4504,40,N,843,POLLING PLACE,62,9,48
LOS ANGELES,9006306C,4504,40,N,0,VBM PORTION,77,19,52
LOS ANGELES,9006306C,4504,40,N,843,TOTAL,139,28,100
LOS ANGELES,9007346A,4598,47,N,244,POLLING PLACE,17,4,12
LOS ANGELES,9007346A,4598,47,N,0,VBM PORTION,7,1,4
LOS ANGELES,9007346A,4598,47,N,244,TOTAL,24,5,16
BALLOT GROUP 36,9990036A,8036,36,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 36,9990036A,8036,36,N,0,VBM PORTION,0,0,0
BALLOT GROUP 36,9990036A,8036,36,N,0,TOTAL,0,0,0
BALLOT GROUP 37,9990037A,8037,37,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 37,9990037A,8037,37,N,0,VBM PORTION,2,0,1
BALLOT GROUP 37,9990037A,8037,37,N,0,TOTAL,1,0,1
BALLOT GROUP 38,9990038A,8038,38,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 38,9990038A,8038,38,N,0,VBM PORTION,0,0,0
BALLOT GROUP 38,9990038A,8038,38,N,0,TOTAL,0,0,0
BALLOT GROUP 39,9990039A,8039,39,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 39,9990039A,8039,39,N,0,VBM PORTION,0,0,0
BALLOT GROUP 39,9990039A,8039,39,N,0,TOTAL,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,VBM PORTION,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,TOTAL,0,0,0
BALLOT GROUP 41,9990041A,8041,41,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 41,9990041A,8041,41,N,0,VBM PORTION,2,0,0
BALLOT GROUP 41,9990041A,8041,41,N,0,TOTAL,1,0,0
BALLOT GROUP 42,9990042A,8042,42,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 42,9990042A,8042,42,N,0,VBM PORTION,0,0,0
BALLOT GROUP 42,9990042A,8042,42,N,0,TOTAL,0,0,0
BALLOT GROUP 43,9990043A,8043,43,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 43,9990043A,8043,43,N,0,VBM PORTION,0,0,0
BALLOT GROUP 43,9990043A,8043,43,N,0,TOTAL,0,0,0
BALLOT GROUP 44,9990044A,8044,44,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 44,9990044A,8044,44,N,0,VBM PORTION,0,0,0
BALLOT GROUP 44,9990044A,8044,44,N,0,TOTAL,0,0,0
BALLOT GROUP 45,9990045A,8045,45,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 45,9990045A,8045,45,N,0,VBM PORTION,0,0,0
BALLOT GROUP 45,9990045A,8045,45,N,0,TOTAL,0,0,0
BALLOT GROUP 46,9990046A,8046,46,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 46,9990046A,8046,46,N,0,VBM PORTION,2,0,1
BALLOT GROUP 46,9990046A,8046,46,N,0,TOTAL,1,0,1
BALLOT GROUP 47,9990047A,8047,47,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 47,9990047A,8047,47,N,0,VBM PORTION,2,0,1
BALLOT GROUP 47,9990047A,8047,47,N,0,TOTAL,1,0,1
BALLOT GROUP 48,9990048A,8048,48,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 48,9990048A,8048,48,N,0,VBM PORTION,0,0,0
BALLOT GROUP 48,9990048A,8048,48,N,0,TOTAL,0,0,0
