LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
61864,MAIN,6-Feb-12,1325 N. WESTERN AVE,7' N/N FERNWOOD AVE,15' E/W N WESTERN AVE,8,C.I.,1926,43901,,1,,,,,HOOVER,146-192,,,"REPAIRED ROUND CRACK LEAK ON 8"" CI MAIN BACKFILLED, TEMP ASPHALT, CLEANED UP LEFT SITE SAFE.",34.0956418,-118.3093003
61867,MAIN,7-Feb-12,4000 BERENICE PL,18' WE BERENICE PL,632' NN AVE 39,4,C.I.,1927,44408,ROUND CRACK,1,,,POOR,C SHALE,CHESTERTON,144-225,,,LOCATED PARTIAL ROUND CRACK USED 360 DEGREE FOR REPAIRS,34.08868044,-118.2041393
62818,MAIN,7-Feb-12,1910 CHARITON ST,129' SS SAWYER ST,17' WE CHARITON ST,6,C.I.,1940,57259,,1,,,,C,GONZALES,126-171,6,18,"FOUND RUPTURE ON 6"" CI MAIN. USED 6""X 12"" CLAMP FOR REPAIRS.",34.04230775,-118.3774899
62819,MAIN,7-Feb-12,2951 ORANGE DR,200' N/N JEFFERSON,15' E/W ORANGE PL,4,C.I.,1922,29587,SPLIT,1,,,,,KIRKWOOD,122-180,9,18,"SPLIT 4"" MAIN",34.02613663,-118.3557544
61984,MAIN,7-Feb-12,3511 CAMINO DE LA CUMBRE,180' S/CL BEVERLY GLEN,90' S/CL BEVERLY RIDGE DR,6,C.I.,1938,55549,LEAD JOINT REPAIRED,1,,,NONE,GOOD DIRT,KRAUS,160-150,8,24,"6"" C.I. MAIN THROUGH PARKWAY ON MOUNTAIN SIDE MAIN WAS ISOLATED FOR REPAIRS CLEANED JOINT ADDED 25 POUNDS OF LEAD AND BELL CLAMP INSTALLED, BACKFILLED AND SITE CLEAN AND SAFE.",34.13438251,-118.4479984
62817,MAIN,7-Feb-12,8600 S SEPULVEDA BL,S/S MANCHESTER AV,8' WW SEPULVEDA BL,6,C.I.,1931,50851,,1,,,,CLAY,SPEARS,096-168,8,16,"REPAIRED 6"" C.I. ROUND CRACK LEAK WITH 6""X 12"" 360 DEGREE CLAMP.",33.9597499,-118.3963334
62855,MAIN,7-Feb-12,6022 AVION DR & CENTURY BL,17' SN CENTURY BL,9' EE AVION DR,,,,,,1,,,,,HUGHES,092-168,9,26,"EXCAVATED 6X 4, LOCATED 10"" SER GATE, MADE REPAIRS, REPLACED VLV STEM, STANDPIPE, AND SLIP SLEEVE. PLATED EXCAVATION, LEFT SITE SAFE.",,
62824,MAIN,8-Feb-12,521 WILTON PL,211' SS CLINTON ST,20' EW WILTON PL,20,C.I.,1915,21696,,1,,,,C,GONZALES,140-192,11.5,46,"FOUND OLD D.C.I. LEAK ON 20"" C.I. MAIN CUT OUT D.C.I. CLAMP USED 20""X 12"" CLAMP.",34.08097614,-118.3135498
62821,MAIN,8-Feb-12,735 LA CIENEGA BL,54' SS SHERWOOD DR,22' EW LA CIENEGA BL,8,D.I.,,,,1,,,,,NUNEZ,142-171,,,"MADE REPAIRS ON A 8"" CI MAIN THAT STARTED LEAK AFTER THE BACKHOE REMOVED THE DIRT FROM AROUND THE MAIN. THE CREW INSTALLED A 8X 12 360 DEGREE TO REPAIR",34.08462959,-118.3765245
62823,MAIN,8-Feb-12,6400 6TH ST,17' N/S 6TH ST,10' EW LA JOLLA AVE,6,D.I.,1925,35910,BLOW OUT,1,,,,ADOBE,FIERROZ,136-174,5,21.5,WE HAD TO REPLACE THE BLIND MECH IT WAS A USED MECH.,34.06558648,-118.3680229
62327,MAIN,8-Feb-12,11778 RESEDA BLVD,17' E/C RESEDA BL,184' N/C CHIMINEAS AVE,30,STEEL,1967,86775,,1,,,,SLURRY,MATCHIE,216-126,1.5,4.5,"EXCAVATED AND REPAIRED AIR VALVE LINE (1 1/2"" COPPER OFF THE 30"" STEEL MAIN) REPAIRS COMPLETED USING SMALL PIECE OF COPPER TUBING AND COMPRESSION COUPLING",34.28567466,-118.5343575
62820,MAIN,8-Feb-12,133 N LA PALMAS AVE,20' E/W LAS PALMAS AVE,324' N/N 1ST ST,6,C.I.,1924,35161,"RUST HOLE, SPLIT",1,,,THICK,SANDY LOAM,SCHWEINBOLD,138-186,6.5,13,"CIT OUT & REPLACED 2' OF 6"" CI WITH DI & 2 MECH. COUPLINGS. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",34.07457429,-118.3357694
62826,MAIN,8-Feb-12,101 S HIGHLAND AVE,S/S 1ST ST,40' EE HIGHLAND AVE,8,C.I.,1924,35029,,1,,,,,SPEARS,138-183,1.5,3,"CUT IN 10' OF 8"" D.I. PIPE.",34.07356615,-118.3382298
62326,MAIN,8-Feb-12,11450 MARIPOSA BAY LN,30' SC MARIPOSA BAY LN,208' EC CORBIN AV,12,D.I.,1992,100955,RUST HOLE,1,,,POOR,,,214-114,11,44,,34.27951583,-118.5648338
62822,MAIN,8-Feb-12,163 N MCCADDEN PL,20' E/W MCCADDEN PL,210' SS BEVERLY BL,6,C.I.,1925,35240,SPLIT,1,,,,,RODRIGUEZ,138-183,6.5,26,"REPAIR 6"" C.I. MAIN INSTALLED 2 6"" MECHANICAL",34.07545324,-118.3372909
61889,MAIN,8-Feb-12,4527 COMPTON AV,92' NN 46TH ST,28' EW COMPTON AV,0.75,COPPER,,,,1,,,,,CHESTERTON,112-210,,,CONTRACTOR HIT SERVICE (ABANDON) LOCATED AND DISCONNECT AT MAIN.,34.00238596,-118.2478115
62825,MAIN,8-Feb-12,5635 BRAIRCLIFF RD,11' NS BRAIRCLIFF RD,352' WW VERDE OAK DR,4,STEEL,1924,34659,RUST HOLE,1,,,,DECOMP GRANITE,SCHWEINBOLD,152-192,5.5,16.5,"REPAIRED 4"" STL WATER MAIN WITH CLAMP. BACKFILLED, TAMPED, & OILED. BARRICADED & CONED OFF DEBRIS.",34.10893084,-118.3131302
61868,MAIN,8-Feb-12,254 E. 43RD PL,,451' W/W CROCKER,4,C.I.,1907,10984,,1,,,,,SCHAMBER,114-204,3,6,"1/2"" CORP VALVE BADLY CORRODED AND LEAKING. REPAIRED WITH 360 REPAIR CLAMP.",34.00473207,-118.2700907
62827,MAIN,9-Feb-12,6400 6TH ST,17' W/E LA JOLLA,12' S/S 6TH ST,8,C.I.,1925,35910,,1,,,,,ALVAREZ,136-174,9,63,ANOTHER MAIN BREAK HAPPENED AFTER CONNECTION BACKFILLED AND LEFT JOB SAFE AND CLEAN.,34.06551729,-118.3680127
62153,MAIN,9-Feb-12,11514 CROESUS AVE,152' N/N IMPERIAL HWY,8' E/W CROESUS AVE,2,A.C.,1953,69997,BLOW OFF,1,,,,CLAY,ANDERSON,086-216,8,16,"R/R GAL BLOW OFF ASSY. ON 6"" AC MAIN",33.92968899,-118.2335698
61985,MAIN,9-Feb-12,4090 CAHUENGA BL,26.5' E/ CL LANKERSHIM BL,236 N/ CL CAHUENGA BL,12,STEEL,1940,40070,RUST HOLE,1,,,GOOD,SLURRY,MARTINEZ,164-177,3.5,6,,34.14363626,-118.3616879
61986,MAIN,9-Feb-12,13420 CRANSTON AVE,290' S/CL BEAVER ST,10' E/CL CRANSTON AVE,4,C.I.,1961,80782,"CLAMP, RUST HOLE, SPLIT",1,,,,,CRUZ,226-159,9,26,"RE: TEMPED 4""X 12"" 360 DEGREE REPAIR CLAMP BACKFILLED PICKED UP TRAFFIC LEFT JOB SAFE.",34.31564558,-118.4230058
62829,MAIN,10-Feb-12,745 N LA CIENEGA BL,22' NN SHERWOOD,22' EW LA CIENEGA BL,8,C.I.,1928,46858,,1,,,,,NUNEZ,142-171,,,THE CREW MADE REPAIR ON 8' CI WITH A 360 DEGREE REPAIR CLAMP,34.08498537,-118.3765193
61869,MAIN,10-Feb-12,4106 LOS FELIZ BL,,186' WW WAYNE AV,8,C.I.,1926,43465,SPLIT,1,,,FAIR,SANDY,SALAS,152-201,8,48,"FOUND LEAK IN PARKWAY EXCAVATED AREA AND FOUND 6' SPLIT ON THE BOTTOM OF MAIN. CUT IN 7' OF 8"" PIPE. WE HAD LOTS OF MUD CLEAN UP TO DO. DAMAGE TO SIDEWALK AND GRASS AREA.",34.11287051,-118.2814498
62830,MAIN,10-Feb-12,1931 N GRAMERCY PL,W/S GRAMERCY PL,336' NN FRANKLIN AVE,8,C.I.,1931,50979,RUST HOLE,1,,,NONE,CLAY,SPEARS,150-192,8,24,"CUT IN 11' OF 8"" D.I. PIPE TO REPAIR MAIN BREAK.",34.10638867,-118.3126219
62858,MAIN,10-Feb-12,2970 DEEP CANYON DR,E DEEP CAYON DR,206' NN HUTTON DR,1,COPPER,,,RUPTURE,1,,,,,NAVAR,158-156,8,16,"INSTALLED 1""X 3' 360 REPAIR CLAMP, BACKFILL AND OILED. EXCAVATION, 2'X 3' IN SIDEWALK LEFT SAFE AND CLEAN.",,
62828,MAIN,10-Feb-12,6400 6TH ST,17' E/W LA JOLLA AVE,6' S/S 6TH ST,8,C.I.,1925,35910,SPLIT,1,,,,,ALVAREZ,136-174,8,56,"FOUND ANOTHER LEAK ON 8"" CI MAIN CUT IN 13' OF 8"" DI PIPE. BACKFILLED AND LEFT JOB SAFE AND CLEAN.",34.06553195,-118.368007
62331,MAIN,12-Feb-12,15521 HESBY ST,10' N/C HESBY ST,245' W/C FIRMAMENT AV,6,C.I.,1949,61248,SPLIT,1,,,POOR,ADOBE/CLAY,SNYDER,170-144,8,16,"DRILLED 14 HOLES UNABLE TO GET ANY SOUND - ST BADLY BROKEN UP - DUG OUT 6'X 3' FOUND SMALL SPLIT ON 6"" CI - WHEN TRYING TO PINCH DOWN MAIN FOUND GATE AT HASKELL & HESBY TO BE BURIED IN CONCRETE SIDEWALK - BROKE OUT CONCRETE - SHUT GATE - INSTALLED 6""X 12"" 360 DEGREE REPAIR CLAMP ON SPLIT - TURNED MAIN BACK ON 100% - 541 MADE P/U OF DEBRIS 542 BACKFILLED - LEFT BARRICADED 542 WILL RETURN TO TEMP.",34.1621509,-118.472884
61876,MAIN,12-Feb-12,2406 W AVENUE 30,85' WW EAGLE ROCK BLVD,20' NS W AVENUE 30,6,C.I.,1926,42535,ROUND CRACK,1,,,,,UNGSON,150-213,8,14.5,"FOUND ROUND CRACK ON 6"" C.I. MAIN; INSTALLED (1)-6""X 12"" 360 DEGREE CLAMP; STOPPED LEAK; BACKFILLED W/CONROCK; TEMP. OIL; CLEANED UP; SAFE! WATER MAIN WAS NOT PINCHED NOR SHUT DOWN.",34.10664345,-118.2385983
62330,MAIN,12-Feb-12,4933 PETIT AV,12' W/C PETIT AV,509' S/C LA MAIDA ST,6,C.I.,1949,61135,SPLIT,1,,,POOR,,HARDY,170-135,7.5,15,,34.1605421,-118.4957604
62154,MAIN,13-Feb-12,5969 CRENSHAW BLVD,30' EW CRENSHAW BLVD,115' NN 60TH STREET,12,C.I.,1925,41370,CLAMP,1,,,,,ANDERSON,106-186,8,16,"FOUND A 12X 12 360 DEGREE POWER SEAL CLAMP LEAKING CLAMP WAS INSTALLED APPROX. A YEAR AGO. REMOVED CLAMP AND INSTALLED A 12X 1 1/2 SERVICE SADDLE W/ 1 1/2 PLUG, BACKFILLED & OILED.",33.98579919,-118.3309924
62831,MAIN,13-Feb-12,802 OAKWOOD AVE,16' WE OAKWOOD AVE,25' EE SUPERBA AVE,8,C.I.,1925,68909,ROUND CRACK,1,,,THICK,HARD CLAY,SCHWEINBOLD,108-147,5,15,"REPAIRED 8"" I WATER MAIN WITH 8""X 8"" CLAMP. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",33.99311431,-118.4597223
62832,MAIN,13-Feb-12,600 LA JOLLA AV,17' E/W LA JOLLA AV,4' S/S 6TH ST,8,C.I.,1925,35910,RUST HOLE,1,,,,CLAY,ALVAREZ,136-174,9,63,"HAD TO CUT IN 13' ON 8"" DI PIPE DUE TO A RUPTURE ON OLD CI MAIN.",34.06554279,-118.3680053
61870,MAIN,13-Feb-12,5126 HUNTINGTON DR,,252' EE PORTOLA AVE,8,,1926,42464,"RUST HOLE, SPLIT",1,,,,,SOLIS,144-234,,,"DRILL HOLE; PIN POINT; LEAK; BROKE OUT; EXCAVATE; REMOVE BAD SPLIT & RUPTURE; INSTALL 8"" D.I. W/2-MECH. COUPLING BACKFILL W/ SLURRY. LEFT SAFE.",34.08890497,-118.1712525
62328,MAIN,14-Feb-12,22950 OXNARD ST,13' S/C OXNARD ST,1155' W/C FALLBROOK AVE,16,C.I.,1953,63661,JOINT,1,,,FAIR,CLAY,LAROCHELLE,176-096,8,32,"FOUND LEAK ON LEAD JOINT. USED ""FIBER LEAD"" TO STOP LEAK.",34.17913409,-118.6270962
61871,MAIN,14-Feb-12,2933 EAGLE ROCK BL,189' NN AVE 30,31' EW EAGLE ROCK BL,12,C.I.,1921,27877,CLAMP,1,,,,,CHESTERTON,150-213,,,"D.C.I. CORP LEAKING, SCHEDULE SHUT OFF AND MADE REPAIRS SLURRY BACKFILL.",34.10583964,-118.2383509
62833,MAIN,14-Feb-12,6366 6TH ST,17' N/S 6TH ST,192' E/E LA JOLLA AVE,,C.I.,1925,35910,RUPTURE,1,,,,,ALVAREZ,136-174,7,49,"WE REPLACED 18' OF 6"" PIPE. DUE TO RUPTURE CI MAIN.",34.06550108,-118.3671888
62834,MAIN,14-Feb-12,6420 WILSHIRE BL,330' WW LA JOLLA,26' NS WILSHIRE BL,8,C.I.,1923,32059,SPLIT,1,,,,C,GONZALES,134-174,14,47.5,"FOUND LEAK ON 8"" CI MAIN. CUT IN 10' OF 8"" D.I. WITH TWO UNIONS.",34.06380677,-118.3694066
61987,MAIN,14-Feb-12,14354 HAYNES ST,121' E/CL SYLMAR AVE,8' S/CL HAYNES ST,6,GALV,1930,38068,1,1,,,,SANDY CLAY,CRUZ,180-150,9,18,"FOUND LEAK ON OLD GALV. 1"" SERVICE AT CORP THAT WAS NOT LET OUT AT 6 C.I. MAIN.",34.18965734,-118.4461327
61872,MAIN,14-Feb-12,3952 HARRIMAN AVE,170' W/W RANDOLPH,5' N/S YOAKUM ST,2,COPPER,2006,105648,HIT BLOW-OFF,1,,,,,UNGSON,146-231,8,16,"CUT OUT 2' OF 2"" COP. MAIN & RE-CONNECTED SAME BLOW-OFF; & (2)-STANDPIPES/ GATE CAPS & BLUE PAINT. (STAND PIPES SIT ABOVE GROUND LEVEL @ THIS TIME; CONTRACTOR IS GRADING THE HILLSIDE).",34.09393121,-118.1793928
62155,MAIN,15-Feb-12,2148 W 79TH ST,32' N/S W 79TH ST,110' E/E VAN NESS,6,C.I.,1924,32939,BLOW OUT,1,,,,CLAY,KIRKSEY,100-189,8.5,25.5,"BROKE OUT VOID FOUND HOLE ON BOTTOM OF 6"" CI @ BELL CUT & REMOVED INSTALLED 4' 6"" DI W/ 2EA MECH COUPLINGS BACKFILLED W/ BASE & OIL TEMP LEFT AREA SAFE.",33.96725777,-118.317243
61873,MAIN,15-Feb-12,235 S AVE 22,129' N/N MANITOU AVE,20' E/W AVE 24,6,,1928,47560,CLAMP,1,,,,SANDY LOAM,MCCALL,138-222,4.5,18,CREW MADE REPAIR ON OLD MAIN ON MAIN LINE PROJECT,34.07226998,-118.2169464
61988,MAIN,16-Feb-12,9352 LA SHELL,21' S/CL ELMHURST DR,10' E/CL LA SHELL DR,6,C.I.,1969,88277,,1,,,,SANDY CLAY,CRUZ,198-201,9,26,"INSTALLED NEW 6""X 12"" 360 DEGREE REPAIR CLAMP.",34.23871704,-118.2767687
61875,MAIN,16-Feb-12,6169 N FIGUEROA ST,275' S/S YORK BLVD,19' W/E N FIGUEROA ST,20,C.I.,1941,57587,CUT BY CONTRACTOR,1,,,OK,DG,HOOVER,154-231,3,6,"CONTRACTOR CUT A 20"" CI WATER MAIN. REPAIRED WITH A 20""X 20"" 360 DEGREE REPAIR CLAMP. LEFT SITE TO SECURE WITH CONTRACTOR",34.11478122,-118.1849762
61874,MAIN,16-Feb-12,963 HARVARD BLVD,165' SS ROMAINE ST,15' EW HARVARD BLVD,4,C.I.,1916,29301,ROUND CRACK,1,,,,CLAY / DG,HOOVER,144-195,,,"REPAIRED LEAK ON 4"" CI MAIN. INSTALLED 4X 8 360 DEGREE REPAIR CLAMP BACKFILLED CLEAN UP SITE SAFE. NOTE B.O.S.S. HAD STREET UNDER CONSTRUCTION.",34.08797785,-118.3040432
62835,MAIN,16-Feb-12,5672 VALLEY OAK DR,8' NS VALLEY OAK DR,438' WW VERDE OAK DR,4,STEEL,1927,44584,RUST HOLE,1,,,LIGHT,DECOMP GRANITE,SCHWEINBOLD,152-192,9,17,"REPAIRED 4"" STL WATER MAIN WITH REDWOOD & CLAMP. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",34.10964256,-118.312923
61989,MAIN,17-Feb-12,14430 CARLSBAD ST,296' E/CL RALSTON AVE,10' S/CL CARLSBAD ST,6,C.I.,1949,61023,SPLIT,1,,,,,ARRIOLA,218-150,16,72,"LOCATED CENTER OF SPLIT EXCAVATED 10""X 10""X 5' DEEP CUT IN 92"" INSTALLED 2 CI-DI MEC REPAIRED TWO SER. MADE REPAIRS TO SEWER. RETAP 2 1"" SERVICES.",34.29454881,-118.4473542
62156,MAIN,17-Feb-12,2910 W FLORENCE AVE,38' N/S FLORENCE AVE,130' WW 7TH AVENUE L/S,12,C.I.,,,SPLIT,1,,,,ADOBE,SHAVELY,102-189,12,64.4,CREW RELIEVED DAY SHIFT AFTER PIPE CLAMPS WERE IN PLACE / CREW BACKFILLED EXCAVATION & REMOVED BROKEN ASPHALT / ALL AREAS PATCHED WITH TEMP. ASPHALT AREA LEFT SAFE / TRAFFIC SET-UP REMOVED,33.97452595,-118.3248122
62157,MAIN,17-Feb-12,660 W ATHENS BL,26' N/S ATHENS BL,69' E/E HOOVER ST,6,C.I.,1925,35707,"ROUND CRACK, RUPTURE",1,,,,,FLOWERS,084-201,8,16,"FOUND A ROUND CRACK RUPTURE, ON THE 6"" CI MAIN AT THE TAP OF A 3/4"" SERVICE, MADE REPAIRS BY INSTALLING 2' OF 6"" DI PIPE WITH TWO 6"" MECH CPLGS AND RECONNECTED THE SERVICE.",33.9219386,-118.2866531
62329,MAIN,17-Feb-12,6041 CALVIN AVE,10' W/C CALVIN AVE,467' S/C TOPHAM ST,6,C.I.,1951,62777,ROUND CRACK,1,,,FAIR,ADOBE/CLAY,,178-117,7,14,"BROKE & DUG OUT 5'X 3' AT SERVICE - LEAK NOT THERE WATER COMING UP HERE DUE TO UNDERMINE FROM PREVIOUS LEAK - BROKE OUT TOTAL OF 13'X 3' FOUND ROUND CRACK - PINCHED DOWN 6"" MAIN - HAD TO BACKSHUT TO HATERAS DUR TO ROUNDED NUT AT OXNARD - INSTALLED 6""X 12"" 360 DEGREE REPAIR CLAMP - TURNED MAIN ON 100% - WENT TO YARD FOR DUMP & MATERIAL - BACKFILLED & MADE PICK UP OF ASPHALT BARRICADDED & MADE SAFE WILL TEMP TOMORROW IF POSS.",34.18048384,-118.5556936
62837,MAIN,21-Feb-12,7552 SUNNYWOOD LANE,S SUNYWOOD LANE,96' EE NICHOLS CABYON RD,4,C.I.,1957,75848,CLAMP,1,,,,,KELLY,158-177,8,16,"TIGHTENED LOOSE 4X 12"" 360 DEGREE CLAMP.",34.12572027,-118.3619503
62836,MAIN,21-Feb-12,753 N MANSFIELD AVE,17' EW MANSFIELD AVE,38' S/S WARING AVE,6,C.I.,1922,30063,ROUND CRACK,1,,,N/A,B,SMITH,142-183,7,14,"JOB DELAYED GAS CO. LOCATORS - LOCATE LEAK, DUG OUT. INSTALL CLAMP, BACKFILL & TEMP. NEED P/U. TURNED 1 G.V. ON",34.08509847,-118.3406486
61990,MAIN,22-Feb-12,11456 ERWIN ST,S/CL ERWIN ST,60' E/CL FARMDALE AVE,8,C.I.,1941,40279,1,1,,,FAIR,,GARCIA,178-171,,,"FOUND LEAK ON 1"" A.V. ON 8"" C.I. MAIN, MADE REPAIRS. FLUSHED A.V. BACKFILLED & CLEANED-UP AREA. RE-INSTALLED STANDPIPE, SLEEVE & GATE CAP.",34.1830141,-118.3810797
62838,MAIN,22-Feb-12,3755 LOCKLAND DR,16' NS LOCKLAND DR,433' EE LOCKLAND PL,6,C.I.,1959,78892,,1,,,,,SMITH,114-183,8,16,"LOCATE LEAK, DUG OUT, REMOVE & INSTALL NEW 6""X 1 1/2 SERVICE CLAMP, REFIT 2"" SERVICE BACKFILL & TEMP.",34.00810989,-118.3399514
62158,MAIN,22-Feb-12,211 WYCLIFF,140' N/N SANTA CRUZ,18' E/W WYCLIFF,6,C.I.,1954,71647,SPLIT,1,,,,,ROGERS,018-192,10,20,"SET UP TRAFFIC EXCAVATED 11FT X 3FT TRENCH 6"" W/M LEAK FOUND 1FT SPLIT ON TOP OF 1"" SERVICE CUT IN 4FT OF 6"" D.I. MADE 1"" RETAP. COMPLETE BACKFILL & CLEAN UP",33.74553176,-118.3143692
61878,MAIN,22-Feb-12,4240 VIRGINIA AVE,104' E/E HOOVER,17' N/S VIRGINIA AVE,4,C.I.,1922,30456,"CLAMP, DCI",1,,,,SLURRY,UNGSON,146-201,7.5,15,"STREETS BEEN GROUND DOWN FOR PAVING; BROKE OUT/ EXCAVATED; FOUND AN OLD/ABANDONED DCI CLAMP THAT WAS LEAKING; REPLACED IT WITH A 4""X 12"" 360 DEGREE CLAMP; STOPPED LEAK; BACKFILLED W/CONROCK; CLEANED UP; SAFE!",34.09265361,-118.2841509
62839,MAIN,23-Feb-12,10374 EASTBORNE AVE,S EASTBORNE AVE,35' EE BEVERLY GLEN BLVD,6,C.I.,,,"RUST HOLE, SPLIT",1,,,,,KIRKWOOD,132-159,,,,34.05848657,-118.4245
62159,MAIN,24-Feb-12,1870 W 94TH STREET,17' N/S 94TH STREET,249' W/W MANHATTAN PLACE,8,A.C.,1940,56950,CLAMP,1,,,GOOD,CLAY,ANDERSON,094-192,8,16,"8"" AC MAIN LEAK. EXCAVATED DOWN TO MAIN, FOUND 360 DEGREE REPAIR CLAMP LEAKING. RETIGHTENED BOLTS STOPPED LEAK, TEMPORARILY, WILL RETURN WHEN RIGHT CLAMP ARRIVES, PLATED EXCAVATION LEFT AREA SAFE.",33.95119674,-118.310952
62841,MAIN,25-Feb-12,10940 BELLAGIO RD,R/W,90' NN BELLAGIO RD,4,STEEL,1939,56214,SPLIT,1,,,,,SMITH,140-147,6.5,13,"LOCATE LEAK, DUG OUT UNDER RETAINING WALL, INSTALL CLAMP, BACKFILL. PUT MAIN IN SERVICE.",34.07895591,-118.4559943
62840,MAIN,25-Feb-12,2809 PATRICIA AVE,W/S PATRICIA AVE,237' NN CHEVIOT DR,6,C.I.,1924,34919,"RUST HOLE, SPLIT",1,,,NONE,CLAY,SPEARS,126-162,8,24,"CUT IN 8' OF 6"" D.I. PIPE TO REPAIR MAIN LEAK.",34.03773089,-118.4129809
62842,MAIN,27-Feb-12,3389 MANNING CT,S/N MANNING CT,358' E/E MANNING AVE,4,C.I.,1946,64813,RUST HOLE,1,,,NONE,CLAY,SPEARS,122-165,6,18,"FIRST LK. REPAIRED 4""X 8' 360, SECOND LK REPAIR 4X 12 360.",34.03096183,-118.4045502
62333,MAIN,27-Feb-12,12810 WOODLEY AVE,6' S/C WOODLEY AVE,334' E/C MCLENNA AVE,8,STEEL,1965,84416,,1,,,GOOD,CLAY,MATCHIE,222-135,13,42,LOCATED AND EXCAVATED WHAT APPEARED TO BE SMALL G.V. LEAK WHEN LEAK WAS EXPOSED THE LEAKING DRESSER CPLG. BLEW OUT. WATER MAIN SHUT DOWN CREW COMPLETED EXCAVATING AND WELDER CALLED. WELDING REPAIR COMPLETED BY 6:30PM AND WATER MAIN BACK IN SERVICE.,34.30310436,-118.4992783
62843,MAIN,27-Feb-12,3389 MANNING CT,S/N MANNING CT,358' E/E MANNING AVE,4,C.I.,1946,64813,RUST HOLE,1,,,NONE,CLAY,SPEARS,122-165,6,18,"FIRST LK. REPAIRED 4""X 8"" 360, SECOND LK REPAIR 4X 12 360.",34.03096167,-118.4045491
62844,MAIN,28-Feb-12,1912 CLYDE AVE,29' EW CLYDE AVE,750' SS VENICE BLVD,4,C.I.,1924,32913,INSERT,1,,,MED,SANDY LOAM,SCHWEINBOLD,126-177,4.5,9,"REMOVED LEAKING 1"" CORP. (INSERTED) & REPLACED WITH VENTED 4"" CLAMP WITH NEW 1"" CORP. & COP. BACKFILLED, TAMPED & OILED BARRICADED & CONED OFF.",34.04087073,-118.364164
62332,MAIN,28-Feb-12,8922 FARRALONE AV,10' E/C FARRALONE AV,300' N/C BAHAMA,8,C.I.,1967,86251,SPLIT,1,,,POOR,SHALE,HARDY,196-102,7.5,22.5,,34.23291507,-118.6086401
61991,MAIN,28-Feb-12,4027 BEVERLY GLEN BLVD,119' N/ CL MILLBROOK DR,10' W/ CL BEVERLY GLEN BLVD,6,C.I.,1926,36429,SPLIT,1,,,,,ARRIOLA,164-150,10.5,50,"80"" SPLIT TO THE BELL FOUND LEAD JOINT CUT OUT LEAD JOINT CUT IN 10' PIPE INSTALLED 2 MECH COUPLINGS BACKFILLED PAVES AND OPENED STREET.",34.14426982,-118.4472204
61880,MAIN,28-Feb-12,2343 FOLSOM,104' EE BREED ST,,4,C.I.,1924,35099,,1,,,,,SOLIS,130-225,,,"EXCAVATE; EXPOSE 4""; REMOVE BAD PIECE AND INSTALL 9'-0"" OF 4"" D.I. W/TWO MECH. COUPLING 4""; BACKFILL W/BASE.",34.04862508,-118.2074366
62160,MAIN,29-Feb-12,10517 S BROADWAY,21' E/W BROADWAY,140' S/S 105TH ST,6,C.I.,1926,42842,SPLIT,1,,,,CLAY,KIRKSEY,090-201,6.5,13,"DRILLED HOLES LOCATED LEAK BROKE OUT 4X 3 FOUND SPLIT ON SIDE OF 6"" CI @ 36""P NOTCHED SIDE OF SPLIT INSTALLED 6X 12 360 DEGREE REPAIR BACKFILLED WITH BASE & OIL TEMP. LEFT JOB SAFE.",33.94042802,-118.2784379
62334,MAIN,29-Feb-12,11000 VANALDEN AV,12' E/C VANALDEN AV,50' N/C,8,,1965,85159,,1,,,POOR,ADOBE/CLAY,HARDY,210-120,7.5,22.5,,34.27052194,-118.5472007
62161,MAIN,29-Feb-12,3121 BARBARA ST,20' E/W BARBARA ST,227' S/S HAMILTON AV,4,C.I.,1950,67230,RUST HOLE,1,,,RUST,CLAY,ANDERSON,008-195,4,8,"4"" CI MAIN LEAK, EXCAVATED DOWN TO MAIN, FOUND HOLE IN MAIN, REMOVED 2FT OF BAD PIPE. INSTALLED 2' DI PIPE W/ TWO MECH COUPLINGS BACKFILLED AND OILED LEFT AREA SAFE.",33.71827705,-118.3024795
61881,MAIN,29-Feb-12,2343 FOLSOM ST,91' EE BREED ST,20' NS FOLSOM ST,4,C.I.,1924,35099,SPLIT,1,,,BAD,CLAY / DG,HOOVER,130-225,7.5,15,"REPAIRED LEAK ON A 4"" CI MAIN. B.O.S.S. WAS MINNING STREET AND OUR WATER MAIN BROKE. REPLACED 13' OF 4"" CI W/ DI BACKFILLED AND GAVE BACK TO B.O.S.S. TO COMPLETE THEIR WORK.",34.04863668,-118.207463
62882,MAIN,1-Mar-12,2500 S ADAMS BL,40' NS ADAMS,19' EW ALSACE AVE,4,C.I.,,,RUPTURE,1,,,,,BRAYBOY,124-180,6.5,12.5,"REPLACE 8' OF 4"" WITH D.I.",34.03245822,-118.3555414
