LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
42984,MAIN,25-Jan-10,2466 MEDLOW AVE.,4' W/E MEDLOW,40' N/N LANGDALE,6,C.I.,1954,70679,ROUND CRACK,1,,,,,ROGERS,158-219,8,16,"FIXED LEAK. JOB COMPLETE. BACKFILLED CON WITH CON-ROCK, THEN OILED EXCAVATION, LEFT JOB SAFE.",34.13002671,-118.2226137
41973,MAIN,25-Jan-10,3419 ROSEVIEW AVE,,28' S/S PLEASANT VIEW,6,C.I.,1925,35532,ROUND CRACK,1,,,,MIX,BUSTILLO,146-219,8,40,"PROSPECTED, EXCAVATED AND REPAIRED 6 INCH C.I. MAIN LEAK BACKFILLED WITH BASE TEMP OIL. LEFT JOB SITE CLEAN AND SAFE.",34.09606273,-118.2246106
42983,MAIN,25-Jan-10,2301 BELLEVUE AVE.,27' N/S BELLEVUE AVE.,10' W/W WALK WAY,4,C.I.,1924,33837,ROUND CRACK,1,,,BAD,CALY,PRECIADO,138-204,8,16,"FOUND ROUND CRACK ON 4"" MAIN ON HILLSIDE. INSTALLED 360 CLAMP.",34.074362,-118.2702585
42985,MAIN,25-Jan-10,3200 N. BROADWAY,?' N/S BROADWAY,182' E/E E. LAKE,24,C.I.,1924,34560,SPLIT,1,,,,CLAY,SALAS,138-222,15,65,"SET DELINATION USING ARROW BOARD, HEAVY TRAFFIC. EXCAVATED AROUND 24"" MONO PIPE. FOUND 2"" COPPER AND N. GAS.",,
41977,MAIN,25-Jan-10,5622 IRVINGTON PL,20' NS IRVINGTON PL,215' EE AVE 56,6,C.I.,1925,35887,ROUND CRACK,1,,,,CLAY,CHESTERTON,154-228,,,LOCATED LEAK ROUND CRACK USED 360 DEGREE REPAIR CLAMP.,34.11530873,-118.1969073
41980,MAIN,25-Jan-10,5622 IRVINGTON PL,20' WS IRVINGTON PL,205' EE AVE 56,6,C.I.,1925,35887,ROUND CRACK,1,,,,SHALE,CHESTERTON,154-228,,,LOCATED LEAK FOUND ROUND CRACK PUT 360 DEGREE REPAIR CLAMP.,34.11531478,-118.1969414
42441,MAIN,25-Jan-10,3705 NICOLET AV,19' E/W NICOLET AV,7' S/S MARTIN LUTHER KING BL,8,C.I.,1951,68078,FITTING,1,,,,C,GONZALES,118-180,13.5,40.5,"FOUND LEAK ON 8""X 8""X 6"" F/H TEE CUT IN NEW 8""X 8""X 6"" TEE RECONNECTED F/H LATERAL ROD & YOKED GATE.",34.01955205,-118.3496478
41763,MAIN,25-Jan-10,2912 S SEPULVEDA BL,E SIDE SEPULVEDA,358 N/N NATIONAL,6,C.I.,1948,65517,,1,,,,C,DAVID A AUBREY,122-156,9,25,"6"" CI WM REPAIR. BACKFILL & TEMP. MUD CLEAN UP.",34.02835104,-118.4292209
41975,MAIN,25-Jan-10,3407 GARDEN SIDE LN,15 NS GARDEN SIDE LN,77' EE GLEN FLEIZ BL,4,C.I.,1923,31275,"ROUND CRACK, RUST HOLE, SPLIT",1,,,,,CHESTERTON,156-207,,,"CUT IN 52"" PC 4"" DI/ FOUND 3' SPLIT TOOK OUT BELL MADE 1"" RETAP / ENERGIZED MAIN FOUND ROUND CRACK 2' WEST USED 360 DEGREE CLAMP.",34.12078005,-118.2659351
41170,MAIN,26-Jan-10,2316 FARGO ST.,28' N/S FARGO ST.,195' W/W APEX ST.,4,,1928,46526,CLAMP,1,,,,CALY,ROGERS,146-207,4,8,"SETUP TRAFFIC, EXCAVATED TRENCH 4'X8'. REPAIRED MAIN LEAK WITH 4"" VANTED SERVICE SADDLE. BACKFILLED, LEFT JOB SAFE.",34.09314632,-118.2614714
60557,MAIN,26-Jan-10,1630 W. 67TH ST,300' EE HARVARD,17' NS 67TH ST,4,C.I.,1923,31084,,1,,,,,BROWN,104-195,6,18,"SET UP TRAFFIC FOR SAFETY OF CREW AND PUBLIC, DRILLED HOLES, BROKE OUT, DUG DOWN TO THE MAIN, FOUND RUPTURE AT CORP VALVE, CUT IN NEW PIPE AND MADE RETAP. BACKFILLED AND TEMPED. CLEANED UP. LET SITE SAFE.",33.9784737,-118.3057232
60587,MAIN,26-Jan-10,1638 W 65TH ST,18' NS 65TH ST,179' EE HARVARD BLVD,8,C.I.,1931,50482,"SPLIT, RUPTURE",1,,,,C,VILLESCAS/SHAVELY,104-195,27,235,"1ST REPORT - MADE REPAIRS ON 8"" C.I. MAIN, BLOW OUT, CLEAN UP, SIDELINE BARRICADED LEFT SAFE HAVE TO RETURN ON 01-27-2010 FOR CLEAN UP.
2ND REPORT - FIRST TWO HOURS OF SHIFT (0.5 SAFETY-1.5 COMM MEETING). SET UP TRAFFIC, CLEANED UP MUD & DEBRIS BEFORE EXCAVATING DOWN TO MAIN-CREW INSTALLED 12'-7"" SECTION OF 8"" D.I., FLUSHED MAIN & BACK IN SERVICE AT 3:30 PM - BACKFILLED WITH 50 YDS SLURRY CREW TO RETURN TODAY FOR MORE CLEAN-UP.",33.97979063,-118.3060295
60564,MAIN,26-Jan-10,1441 SUNNYSIDE TERR,18' N/N ALBERTA ST,18' E/W SUNNYSIDE TERR,8,C.I.,1946,64348,SPLIT,1,,,,,KIRKSEY,014-192,6.5,13,"FOUND SPLIT ON TOP OF 8"" CI WATER MAIN CUT & REMOVED 7' CI INSTALLED 7' DI W/ 2EA MECH COUPLINGS BACKFILLED WITH SAND & BASE & OIL TEMP - MAJOR STREET DAMAGE JOB LEFT SAFE.",33.73075246,-118.3093132
42443,MAIN,26-Jan-10,631 N. SIERRA BONITA,20 E/W SIERRA BONITA,280' S/S MELROSE,6,C.I.,1924,34000,,1,,,,,JIMENEZ,142-180,5,15,"FOUND SMALL RUPTURE ON 6"" CI WM. REPAIRED WITH 6X12 CLAMP.
",34.08277852,-118.3542895
60562,MAIN,26-Jan-10,840 W. OPP ST,30' EE GULF,17' NS OPP,6,C.I.,1925,35879,ROUND CRACK,1,,,RUST,CLAY,KIRKSEY,032-204,2.5,7.5,"BROKE OUT & EXCAVATED FOUND ROUND CRACK ON 6"" CI @ 37""P INSTALLED 6X 12 360 DEGREE REPAIR CLAMP STOPPED LEAK BACKFILLED WITH SAND & BASE & OIL TEMP JOB LEFT SAFE.",33.782306,-118.2728772
42442,MAIN,26-Jan-10,1128 NOWITA PL,,236' W PENMAR,6,C.I.,,,,1,,,SEVERE,B,FORTSON,112-147,2,4,HOLE PARTIALLY BACKFILLED & PLATED,33.99993857,-118.4559169
60569,MAIN,26-Jan-10,151 N. CABRILLO AVE,88' S/S SANTA CRUZ ST,17' E/W CABRILLO ST,6,C.I.,,,SPLIT,1,,,,,FLOWERS,018-198,8,15.5,"FOUND A SMALL SPLIT 8"" LONG ON A 6"" CI MAIN, MADE REPAIRS BY INSTALLING A 6X 12"" 360 DEGREE REPAIR CLAMP",33.74430632,-118.2945618
42986,MAIN,26-Jan-10,128 W. AVE. 41,15' N/S AVE 41,?' W/W SHELBURN CT.,4,C.I.,1924,35129,ROUND CRACK,1,,,,CLAY,MCCALL,146-222,8,16,"ARRIVED ON JOB, PARKED TRUCK, SET UP TRAFFIC DELINIATION, BUGGED OUT MAIN. DRILLED HOLES OVER MAIN, PIN-POINTED LEAK, BROKE OUT AND EXCAVATED. FOUND ROUND CRACK, PLACED REPAIR CLAMP OVER LEAK.",34.09341339,-118.2108617
42987,MAIN,26-Jan-10,4422 LINCOLN AVE.,,232' E/E EAGLE ROCK,6,C.I.,1931,50677,ROUND CRACK,1,,,,,SOLIS,156-219,,,"CONCRETE ST. DRILL HOLE, PIN-POINT, BROKE OUT, EXCAVATE, FOUND CONCRETE AND REBAR AROUND 6"" WATER MAIN.",34.12322418,-118.2206096
41169,MAIN,27-Jan-10,230 N. AVE. 52,19' N/S AVE. 52,80' E/E MONTE VISTA ST.,6,C.I.,1925,41217,ROUND CRACK,1,,,,,ROGERS,150-225,8,16,"SETUP TRAFFIC, EXCAVATED BY HAND 4'X5' TRENCH. FOUND ROUND CRACK, REPAIRED WITH 8""X6"" 360 REPAIR CLAMP. BACKFILLED, LEFT JOB SAFE.",34.10817161,-118.2008932
42446,MAIN,27-Jan-10,9100 S CORDELL DR,26' N/S CORDELL DR,910' E/E DOHENY DR,6,C.I.,1939,56488,ROUND CRACK,1,,,,,JIMENEZ,146-168,5.5,16,"FOUND ROUND CRACK ON 6"" CI WM W/ 1 - 1"" SERVICE INVOLVED. REPAIRS COMPLETE, BACKFILLED OILED, & CLEAN UP.",34.09395391,-118.3902041
42445,MAIN,27-Jan-10,1177 ROBERTO LN,9' EW ROBERTO LN,771' SS VICENZA WY,4,STEEL,1962,82026,RUST HOLE,1,,,THIN,ROCK & SAND,SCHWEINBOLD,146-147,9,18,"APPLIED LRG SCREW PIN IN 2"" WELD COUPLING ON 4"" STL. WM BACKFILLED, TAMPED & OILED. HELP MAKE PICK-UP.",34.09493587,-118.4597195
42988,MAIN,27-Jan-10,3931 ROME CT.,15' N/S ROME CT.,39' E/E ROME DR.,2,STEEL,1950,67769,CLAMP,1,,,,CLAY,CHESTERTON,148-222,5,5,BROKE OUT CONCRETE TO TRY AMD SHUT DOWN MAIN. MADE REPAIRS BEFORE MAIN WAS SHUT DOWN.,34.10250241,-118.2150739
42444,MAIN,27-Jan-10,8101 MCCONNELL AVE,19' E/W MCCONNELL AV,80' S/S CREIGHTON AV,12,C.I.,1945,64167,JOINT,1,,,,C,GONZALES,098-162,6,18,"FOUND LEAK ON BELL OF 12"" C.I. MAIN REPACKED LEAD JOINT TO STOP LEAK.",33.96481368,-118.4120843
42989,MAIN,27-Jan-10,1913 HEIDLEMAN RD.,10' E/W HEIDLEMAN RD.,432' N/N SELDNER ST.,6,C.I.,1928,47637,ROUND CRACK,1,,,,SHALE,CHESTERTON,134-234,,,"ROUND CRACK ON 6"" C.I. W.M. USED 360 REPAIR CLAMP, BROKE OUT ALL UNDERMINED ASPHALT.",34.06465599,-118.1749038
41949,MAIN,27-Jan-10,509 CAMULOS ST,,78' S/S LANFRANCO ST,4,C.I.,1931,50582,ROUND CRACK,1,,,,,MCCALL,124-225,4.5,9,"SET-UP TRAFFIC, INVESTIGATED LEAK DRILLED HOLES OVER MAIN, PIN POINTED LEAK BROKE OUT STREET & EXCAVATED FOUND ROUND CRACK, WHILE EXCAVATING DAMAGED COPPER SERVICE, REPAIRED MAIN AND SERVICE.",34.0357131,-118.2075983
42994,MAIN,28-Jan-10,4915 EL CANTO DR.,,14' S/S EL ROBLE DR.,2,STEEL,1948,66130,"CLAMP, RUST HOLE",1,,,,GRANITE,MCCALL,162-219,12,24,"INVESTIGATED HILLSIDE LEAK, DRILLED OVER MAIN, PIN-POINTED LEAK, BROKE OUT ASPHALT, EXCAVATED, FOUND SEVERAL HOLES ON STEEL MAIN. REPLACED SECTION OF MAIN. ENERGIZED MAIN, NOTICED ADDITIONAL LEAK.",34.13891169,-118.2241047
60592,MAIN,28-Jan-10,7711 8TH AVE,113' S/S 77TH ST,18' E/W 8TH AVE,6,C.I.,1924,34562,SPLIT,1,,,,,BROWN/KIRKSEY,100-186,9,18,"SET UP TRAFFIC FOR SAFETY OF CREW AND PUBLIC. DRILLED HOLES, LOCATED LEAK, BROKE OUT, DUG DOWN TO THE MAIN, FOUND SPLIT. CUT IN 6' OF DI PIPE. BACKFILLED EXCAVATION AND TEMPED. CLEANED UP. LEFT SITE SAFE.",33.96960398,-118.326514
42992,MAIN,28-Jan-10,515 WITMER ST.,20' E/W WITMER ST.,109' N/N 6TH ST.,6,C.I.,1914,19600,RUPTURE,1,,,POOR,CLAY,CHESTERTON,132-207,,,"RELIEVE D. SOLIS, 6"" RUPTURE, CUT IN 15' PIECE, TOOK OUT 2-360 AND 1-DRESSER AND BELL.",34.05590847,-118.2654407
42448,MAIN,28-Jan-10,2529 STONER AVE,14' E/W STONER AVE,165' N/N GATEWAY BLVD,,C.I.,1948,66205,ROUND CRACK,1,,,,,HUGHES,122-153,11,20.5,LEFT PICK UP AND BACKFILL FOR PM CREW.,34.02793415,-118.4441267
42993,MAIN,28-Jan-10,4933 ALDAMA ST.,19' S/N ALDAMA ST.,332' E/E TERRACE 49,4,C.I.,1913,18891,ROUND CRACK,1,,,FAIR,DG,MATCHIE,152-222,4,8,REPAIRED MAIN LEAK WITH 360 CLAMP.,34.11095547,-118.208791
42990,MAIN,28-Jan-10,5910 WEAVER ST.,22' N/S WEAVER ST.,70' W/W ALDAMA ST.,4,C.I.,1925,35808,ROUND CRACK,1,,,,,SCHAMBER,156-228,,,"LOCATE AND REPAIR ROUND CRACK ON 4"" MAIN. BACKFILLED AND MADE SITE SAFE.",34.12113961,-118.189375
42447,MAIN,28-Jan-10,10308 WALAVISTA RD,17 S/N WALAVISTA RD,54' W/W MOTOR AVE,6,C.I.,1939,56142,SPLIT,1,,,,,SCHWEINBOLD,124-162,9,18,"REPLACED 6' OF CI WITH 6"" OF DI & 2 MECH COUPLINGS. BLOCKED, BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",34.03246274,-118.4115371
42991,MAIN,28-Jan-10,550 WITMER ST.,,69' N/N 6TH ST.,6,C.I.,1914,19600,RUST HOLE,1,,,,,SOLIS,132-207,,,"REPAIR ONE LEAK ON 6"" W.M. OTHER LEAKS ON SAME W.M. CREW #181 VERN CHESTERTON RELIEVE ME.",34.0558183,-118.2654964
42450,MAIN,29-Jan-10,8630 CADILLAC AVE,22' N/S CADILLAC AVE,50' E/E GARTH AVE,10,C.I.,1925,41025,LARGE RUPTURE,1,,,BAD,ADOBE,WASHINGTON,126-171,8,40,"REPAIRED 10"" BLOW OUT - CUT IN 4' OF 10"" DI & CPLGS & INSTALLED 10""X 12"" 360 DEGREE CLAMP OVER SMALL HOLE - RELIEVED BY 281 & FINISHED WORK ON BACKFILL AND CLEAN UP.",34.03868007,-118.3789148
60602,MAIN,29-Jan-10,735 W. 33RD ST,179' W/W PECK AVE,17' N/S 33RD ST,4,C.I.,1952,69084,"ROUND CRACK, RUST HOLE",1,,,,,BROWN,008-198,8,16,"SET UP TRAFFIC FOR SAFETY OF CREW AND PUBLIC. DRILLED HOLES. LOCATED LEAK. BROKE OUT. DUG DOWN TO THE MAIN. FOUND ROUND CRACK, INSTALLED REPAIR CLAMP. BACKFILLED AND TEMPED. CLEANED UP. LEFT SITE SAFE.",33.71423319,-118.2922708
42998,MAIN,29-Jan-10,280 RAMPART BL.,27' W/E RAMPART BL.,?' N/N 3RD ST.,8,C.I.,1931,51306,BLOW OUT,1,,,,,NUNEZ,136-201,13.5,29.5,"8"" C.I. BLOWOUT. FT RUPTURE AT THE BOTTOM OF PIPE. CUT OUT LEAD JOINT. CUT IN 9' OF 8"" D.I. PIPE WITH 2-8"" MECH. COUPLINGS.",34.06663495,-118.2785097
42449,MAIN,29-Jan-10,1617 CASALE DR,30' W/E CASALE RD,305' S/S CAPRI,6,STEEL,1927,45860,,1,,,,,JIMENEZ,134-135,5,15,"FOUND SMALL RUST ON 6"" STL WM, REPAIR COMPLETE.",34.06146963,-118.5026642
42995,MAIN,29-Jan-10,1450 PORTIA ST.,,25' E/E PORTIA ST.,6,C.I.,,54544,,1,,,,,SOLIS,140-210,,,"DRILL HOLE, EXCAVATE, REPAIR, CLEAN-UP.",34.07854877,-118.2522293
42997,MAIN,29-Jan-10,5015 MARATHON ST.,23' S/N MARATHON ST.,130' W/W OXFORD,6,C.I.,1921,27724,,1,,,,,MCCALL,142-192,2,10,"SHUT MAIN DOWN, REPAIRED FAILED INSERT WITH SERVICE CLAMP AND MULLER PLUG.",34.08452218,-118.3082905
39951,MAIN,30-Jan-10,LAKESIDE PLAZA DR,S BANK/LA RIVER CHANNEL/RETAINING WALL,600' W/BARHAM BRIDGE,12,PLASTIC,,,SPLIT,1,,,,,WEBER,164-183,13.5,119.5,"REPLACE 19'-12"" PVC W/ 19' 122"" DI, REPLACE 12"" FLG. VLV - BONNET SPLIT OPEN BY WATER HAMMER.",,
42999,MAIN,30-Jan-10,2122 VESTAL AVE.,33' E/W VESTAL AVE.,107' S/S CHAMPLAIN,4,C.I.,1924,33664,ROUND CRACK,1,,,,SHALE,CHESTERTON,144-210,4.5,9,"REPAIRED 4"" C.I. MAIN.",34.09062957,-118.2510975
42451,MAIN,31-Jan-10,616 N. DETROIT,23' E/W DETROIT,150' N/N CLINTON,4,C.I.,1924,34000,RUPTURE,1,,,,,JIMENEZ,142-183,8,23,"FOUND RUPTURE ON 4"" CI WM, REPAIRS COMPLETE. FOUND LEAK ON DCI COMPLETE SHUT OFF AT THE CORP & SIDELINED PROPERTY.",34.08235275,-118.3451738
40758,MAIN,31-Jan-10,7747 YOLANDA AVE,145' N/C STAGG,14' E/C YOLANDA AVE.,6,C.I.,1931,38278,SPLIT,1,,,,,L. JOSEPH,188-123,10,24,"CUT IN 10' OF 6"" D.I. PIPE.",34.21149839,-118.5403847
60605,MAIN,31-Jan-10,700 W 2ND STREET,17' N/S 2ND STREET,70' W/W GAFFEY,6,C.I.,1930,49687,RUPTURE,1,,,,CLAY,BRONKO ANDERSON,018-198,13,26,"FOUND 6"" CI MAIN BLOW OUT MADE REPAIRS CUT IN 5 FOOT PIECE OF DI PIPE WITH 2 MECH COUPLINGS",33.74236318,-118.2926999
60604,MAIN,31-Jan-10,1225 WILMINGTON BLVD,21' E/W WILMINGTON,50' N/N PAPEETE ST,12,C.I.,1931,51216,ROUND CRACK,1,,,,,KIRKSEY,034-204,7,14,FOUND ROUND CRACK @ DCI SERV TAP (ABAND) CUT & REMOVED SADDLE INSTALLED 12X 12 360 DEGREE REPAIR STOPPED LEAK BACKFILLED WITH SAND & BASE & OIL TEMP JOB LEFT SAFE.,33.78724452,-118.2748707
42456,MAIN,31-Jan-10,3100 MOTOR,19' E/W MOTOR,12' S/S WALAVISTA,8,C.I.,1939,56158,JOINT,1,,,,,JIMENEZ,124-162,9,36,"REPACK LEAD JOINT ON 8"" CI WM TEE.",34.0323082,-118.4113121
61251,MAIN,1-Feb-10,1658 N. EUDORA ST,5' S/S R ST,11' E/W EUDORA ST,6,A.C.,1971,89549,ROUND CRACK,1,,,,,BROWN,038-201,9,8,"SET UP TRAFFIC FOR SAFETY OF CREW AND PUBLIC. DRILLED HOLES, BROKE OUT. DUG DOWN TO THE MAIN. FOUND ROUND CRACK. INSTALLED REPAIR CLAMP. BACKFILLED AND TEMPED EXCAVATION. CLEANED UP. LEFT SITE SAFE.",33.79653617,-118.2807348
40365,MAIN,1-Feb-10,7221 DECELIS PL,15 W/CL DECELIS PL,266 N/CL SHERMAN WAY,6,C.I.,1953,38597,ROUND CRACK,1,,,,,R. DURAN,186-138,7,21,FOUND ROUND CRACK,34.20200121,-118.4946255
41641,MAIN,1-Feb-10,2531 STONER,14' E/W STONER,300' S/S PEARL,4,C.I.,1948,66205,ROUND CRACK,1,,,,,J JIMENEZ,122-153,5,15,"FOUND ROUND CRACK ON 4"" C.I. W.M. REPAIRED WITH 4""X12"" REPAIR CLAMP.",34.02793147,-118.4441246
41640,MAIN,1-Feb-10,1343 WARNER AVE.,20' E/W WARNER AVE,350' N/N ROCHESTER AVE.,6,C.I.,1925,35426,"CLAMP, RUST HOLE, SPLIT",1,,,,,GONZALES,134-156,8.5,15.5,"FOUND SPLIT ON 6"" C.I. CUT IN 9' D.I. WITH TWO UNIONS. FOUND LEAK ON D.C.I. CORP. STOP CUT OUT CORP. STOP USED 6""X12"" CLAMP FOR REPAIRS. ALSO USED 6""X8"" CLAMP.",34.06181139,-118.4295479
43000,MAIN,2-Feb-10,2431 LOMBARDY,20' E/W LOMBARDY,74' N/N ITHACA AVE.,12,C.I.,1924,34294,COUPLING,1,,,,SAND,CHESTERTON,138-234,,,"FOUND MECHANICAL DRESSER LEAKING FROM PRIOR BLOWOUT. TIGHTENED BOLTS, STOPPED LEAK, BACKFILLED, OILED, NEED TO REPLACE 11'X20' OF ASPHALT.",34.07435367,-118.1733294
40366,MAIN,2-Feb-10,19501 PRAIRIE ST,PRAIRIE ST,100 W/CL SHIRLEY ST,8,C.I.,1967,86243,SPLIT,1,,,,,HARDY,198-117,,,,34.23907247,-118.5582626
41645,MAIN,2-Feb-10,8090 MULHOLLAND DR.,20' N/S MULHOLLAND DR.,20' W/E WOODROW WILSON,8,STEEL,1930,49624,JOINT,1,,,,C,J JIMENEZ,156-174,14.5,43.5,"MADE REPAIRS ON 8"" STL MAIN CONNECTING TO 8"" D.I.",34.12358041,-118.3749651
40367,MAIN,2-Feb-10,7759 MELVIN AVE,14 W/CL MELVIN AVE,127 N/CL STAGG,6,C.I.,1952,63552,SPLIT,1,,,,,G. LAROCHELLE,188-117,,,"CUT IN 6""X18"" NIPPLE D.I. & 1"" RENEWAL.",34.21165937,-118.5603841
41642,MAIN,2-Feb-10,2501 3RD AVE.,19' E/W 3RD AVE.,49' S/S 25TH ST.,6,C.I.,1925,42246,RUPTURE,1,,,,,J JIMENEZ,124-189,6,18,"FOUND RUPTURE ON 6"" C.I. W.M. REPAIRS COMPLETE.",34.03414663,-118.3200882
41643,MAIN,2-Feb-10,3665 MCLAUGHLIN AVE.,W/SIDE MCLAUGHLIN AVE.,131' N/N VICTORIA AVE.,8,C.I.,1929,69378,,1,,,,,AUBREY,116-156,15.5,31,"LOCATE/EXCAVATE MAIN BLEW OUT WHILE EXCAVATING. HAD TO SHUT MAIN DOWN. CUT IN 7' OF D.I. PIPE. BACKFILLED, TEMP. MUD CLEAN UP.",34.01092257,-118.4265253
41644,MAIN,2-Feb-10,2412 THURMAN AVE.,17' E/W THURMON AVE.,148' S/S WASHINGTON BL.,4,C.I.,1963,82975,CLAMP,1,,,THICK,CONROCK,SCHWEINBOLD,124-174,6,12,"REPLACED BROKEN CLAMP WITH NEW ONE. BACKFILLED, TAMPED, OILED. HELP MAKE PICK-UP.",34.03525759,-118.3669309
43002,MAIN,3-Feb-10,575 MILTON CT.,,W/W MUSEUM DR.,2,COPPER,1958,77513,JOINT,1,,,,,MCCALL,150-222,12,24,"SET UP TRAFFIC DELINIATION, BUGGED OUT MAIN, DRILLED HOLES OVER MAIN, BROKE OUT, EXCAVATED, FOUND SOLDER JOINT LEAK, SHUT MAIN, REPLACED SECTION OF MAIN.",34.10437273,-118.2104361
43001,MAIN,3-Feb-10,3810 EAGLE ROCK BL.,20' N/S EAGLE ROCK BL.,265' E/E VERDUGO RD.,4,C.I.,1926,43215,ROUND CRACK,1,,,,CLAY,CHESTERTON,154-216,,,"LOCATED 4: C.I. MAIN LEAK, MADE REPAIRS.",34.11873895,-118.2312699
41647,MAIN,3-Feb-10,10440 HEBRON LN,7' N/S HEBRON LN,390' W/W BEVERLY GLEN,4,STEEL,1928,47072,RUST HOLE,1,,,,,J JIMENEZ,150-150,4.5,9,"FOUND RUST HOLE ON 4"" STEEL W.M. REPAIRS COMPLETE.",34.10440899,-118.4473022
41648,MAIN,3-Feb-10,7809 KITTYHAWK,S/N KITTYHAWK,100' W/W 79TH ST.,6,C.I.,1946,64699,CLAMP,1,,,,,HUGHES,100-171,8,24,"ON 6"" MAIN WITH 1"" SERVICE AFTER MAIN LINE REPAIRS.",33.9678114,-118.3816176
41646,MAIN,3-Feb-10,10440 HEBRON LN,7' N/S HEBRON LN,392' W/W BEVERLY GLEN,4,STEEL,1928,47072,COUPLING,1,,,,,J JIMENEZ,150-150,3,6,"FOUND ABANDON SERVICE LEAK ON 1"" COPPER VALVE WELD NIPPLE THREADS REPAIRS COMPLETE.",34.10440964,-118.4473055
40368,MAIN,3-Feb-10,7719 YOLANDA AVE,E/SIDE YOLANDA AVE,130 N/CL STAGG ST,6,C.I.,1931,38278,RUPTURE,1,,,VERY POOR,ADOBE,K. SNYDER,188-123,5,10,"FOUND SMALL RUPTURE IN 6"" CI MAIN-REPAIRED WITH 6""X12"" 360 DEGREE REPAIR CLAMP-BACKFILLED-ST. MAINT. PAVING STREET.",34.21145913,-118.5403846
40372,MAIN,4-Feb-10,17636 CHATSWORTH ST,30 S/CL CHATSWORTH ST,349 E/CL WHITE OAK,8,C.I.,1931,38342,ROUND CRACK,1,,,,,G. HARDY,208-129,,,,34.26479296,-118.5185881
40374,MAIN,4-Feb-10,16656 LOS ALIMOS ST,12 S/CL LOS ALIMOS ST,362 W/CL GERNA AVE,6,C.I.,1952,63434,,1,,,,SHALE,J. GARCIA,208-135,14.5,29,"SHUT THE MAIN DOWN-EXCAVATED. CUT THE BLOWN PIECE OF PIPE OUT INSTALL THE NEW PIECE, FLUSHED THE MAIN AND ENERGIZE THE MAIN P.S. (GAS-PUMP. NEVER SHOW-UP)",34.26555563,-118.4957567
40373,MAIN,4-Feb-10,11141 WHITE OAK AVE,W SIDE WHITE OAK AVE,24' N/CL LAHEY ST,8,C.I.,1939,39803,ROUND CRACK,1,,,,ADOBE,K. SNYDER,210-129,5.5,16.5,"LOC. LEAK BROKE OUT GAS....HAD NOT SHOWN UP CALLED TROUBLE BOARD STILL NO GAS BY 10:00-DUG OUT BY HAND REPAIRED ROUND CRACK WITH 8""X12"" 360 DEGREE CLAMP 541 BACKFILLED & TEMP",34.27340977,-118.5197784
41704,MAIN,4-Feb-10,6200 FOUNTAIN AVE.,20' S/N FOUNTAIN AVE.,29' E/E VINE ST.,6,C.I.,1933,52508,SPLIT,1,,,,C,GONZALES,146-189,5,15,"FOUND LEAK ON 6"" C.I. LATERAL OF FIRE HYDRANT. USED 6""X12"" CLAMP FOR REPAIRS.",34.0943803,-118.326379
43004,MAIN,4-Feb-10,2827 GRIFFITH PARK BL.,,322' S/S ST GEORGE ST.,6,C.I.,1969,87975,ROUND CRACK,1,,,,,MCCALL,150-204,9,26,"SET UP TRAFFIC, INVESTIGATED LEAK, DRILLED HOLES OVER MAIN, PIN-POINTED, BROKE OUT AND EXCAVATED, FOUND ROUND CRACK, CLEANED MAIN, PLACED REPAIR CLAMP OVER LEAK.",34.10821822,-118.2741072
61252,MAIN,4-Feb-10,2719 HYDE PARK BLVD,52' E/E 6TH AVE,22' S/N HYDE PARK BLVD,6,C.I.,1924,33980,SPLIT,1,,,,,BROWN,104-189,9,18,"SET UP TRAFFIC FOR SAFETY OF CREW AND PUBLIC. BROKE OUT, DUG DOWN TO THE MAIN, CHECKED MECH. COUPLING, FOUND SMALL SPLIT, INSTALLED REPAIR, BACKFILLED AND TEMPED, CLEANED UP. LEFT SITE SAFE.",33.98140329,-118.3233129
40369,MAIN,4-Feb-10,7909 RESEDA AVE,RESEDA AVE,150 N/CL ARMINTA,16,C.I.,1947,19347,SPLIT,1,,,,B,M. CARRANO,190-123,16.5,60,"WATER SHUT DOWN @ 12:00 MADE REPAIRS, RESCIDENTS IN WATER BY 7:00PM, BACKFILLED, CLEAN UP, IN YARD BY 12:30AM",34.214242,-118.5361445
40370,MAIN,4-Feb-10,7753 YOLANDA AVE.,14' E/CL YOLANDA AVE,146' S/CL INGOMAR ST,6,C.I.,1931,38278,SPLIT,1,,,,,HIDALGO,188-123,5,15,"FOUND SPLIT IN 6"" C.I. MAIN. CUT IN A 7"" PIEDI, SINSTALLED USING TWO MUCH. COUP. BLOCKED, BACKFILLED, MADE SAFE.",34.21160784,-118.5403848
43003,MAIN,4-Feb-10,2735 E. 11TH ST.,,237' E/E SOTO ST.,8,C.I.,,,ROUND CRACK,1,,,,,TRICE,120-222,4,8,"REPAIRED A 8"" C.I. MAIN LEAK.",34.02297547,-118.2190271
