LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BRENT C ROSKE,ZEIN E OBAGI JR,M WILLIAMSON,KEVIN MOTTUS,BARBARA L MULVANEY,MATT MILLER,ELAN CARR,DAVID KANUTH,TOM FOX,VINCE FLAHERTY,KRISTIE HOLMES,MARK MATTHEW HERD,JAMES GRAF,WENDY GREUEL,LILY GILANI,MICHAEL SHAPIRO,MICHAEL IAN SACHS,TED LIEU
LOS ANGELES,9001312A,3648,82,N,873,POLLING PLACE,95,0,0,12,2,2,25,11,3,0,0,2,0,0,11,3,1,1,12
LOS ANGELES,9001312A,3648,82,N,0,VBM PORTION,77,1,1,6,1,0,17,8,0,1,0,2,1,0,21,2,1,0,10
LOS ANGELES,9001312A,3648,82,N,873,TOTAL,172,1,1,18,3,2,42,19,3,1,0,4,1,0,32,5,2,1,22
LOS ANGELES,9001316A,3650,82,N,1282,POLLING PLACE,112,0,0,27,3,5,22,6,0,0,0,0,1,0,25,3,0,0,12
LOS ANGELES,9001316A,3650,82,N,0,VBM PORTION,121,0,0,8,3,2,19,30,2,0,0,1,2,2,32,0,2,0,14
LOS ANGELES,9001316A,3650,82,N,1282,TOTAL,233,0,0,35,6,7,41,36,2,0,0,1,3,2,57,3,2,0,26
LOS ANGELES,9001318A,3651,82,N,1362,POLLING PLACE,104,0,0,20,3,3,11,15,4,1,0,2,1,0,17,10,1,1,12
LOS ANGELES,9001318A,3651,82,N,0,VBM PORTION,117,0,0,21,2,3,21,17,2,0,0,3,2,0,14,3,0,0,12
LOS ANGELES,9001318A,3651,82,N,1362,TOTAL,221,0,0,41,5,6,32,32,6,1,0,5,3,0,31,13,1,1,24
LOS ANGELES,9001326A,3655,82,N,1224,POLLING PLACE,75,0,1,17,1,1,8,12,1,1,1,0,0,1,15,3,0,1,6
LOS ANGELES,9001326A,3655,82,N,0,VBM PORTION,114,0,1,8,2,1,22,18,2,1,1,2,1,1,33,4,2,0,10
LOS ANGELES,9001326A,3655,82,N,1224,TOTAL,189,0,2,25,3,2,30,30,3,2,2,2,1,2,48,7,2,1,16
LOS ANGELES,9001329A,3656,108,N,1353,POLLING PLACE,207,0,0,18,7,1,64,37,7,0,0,0,0,0,33,2,0,0,28
LOS ANGELES,9001329A,3656,108,N,0,VBM PORTION,209,0,0,6,3,1,38,44,5,1,1,1,0,0,61,5,1,0,24
LOS ANGELES,9001329A,3656,108,N,1353,TOTAL,416,0,0,24,10,2,102,81,12,1,1,1,0,0,94,7,1,0,52
LOS ANGELES,9001330A,3657,108,N,929,POLLING PLACE,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3
LOS ANGELES,9001330A,3657,108,N,0,VBM PORTION,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LOS ANGELES,9001330A,3657,108,N,929,TOTAL,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,4
LOS ANGELES,9001331A,3658,108,N,943,POLLING PLACE,116,0,0,6,0,0,36,17,3,0,0,1,0,0,32,4,0,0,10
LOS ANGELES,9001331A,3658,108,N,0,VBM PORTION,113,0,0,3,3,1,26,12,1,0,0,0,0,2,33,4,2,0,17
LOS ANGELES,9001331A,3658,108,N,943,TOTAL,229,0,0,9,3,1,62,29,4,0,0,1,0,2,65,8,2,0,27
LOS ANGELES,9001332A,3659,108,N,1006,POLLING PLACE,163,0,0,9,4,1,34,41,2,0,0,1,0,0,30,6,0,0,29
LOS ANGELES,9001332A,3659,108,N,0,VBM PORTION,179,0,1,9,4,1,33,24,7,0,0,0,0,0,43,14,2,3,17
LOS ANGELES,9001332A,3659,108,N,1006,TOTAL,342,0,1,18,8,2,67,65,9,0,0,1,0,0,73,20,2,3,46
LOS ANGELES,9001334A,3660,108,N,1522,POLLING PLACE,131,0,2,19,4,5,23,19,2,0,0,0,0,0,34,9,0,0,9
LOS ANGELES,9001334A,3660,108,N,0,VBM PORTION,253,1,1,19,3,8,35,38,5,0,1,4,1,0,58,14,4,1,26
LOS ANGELES,9001334A,3660,108,N,1522,TOTAL,384,1,3,38,7,13,58,57,7,0,1,4,1,0,92,23,4,1,35
LOS ANGELES,9001336A,3661,108,N,1055,POLLING PLACE,18,0,0,2,1,0,4,2,0,0,0,0,0,0,2,0,0,1,4
LOS ANGELES,9001336A,3661,108,N,0,VBM PORTION,12,0,0,2,2,1,2,0,0,0,1,0,0,0,1,0,0,1,2
LOS ANGELES,9001336A,3661,108,N,1055,TOTAL,30,0,0,4,3,1,6,2,0,0,1,0,0,0,3,0,0,2,6
LOS ANGELES,9001338A,3662,108,N,1139,POLLING PLACE,33,0,0,7,1,3,5,4,0,1,0,0,0,0,7,0,0,1,3
LOS ANGELES,9001338A,3662,108,N,0,VBM PORTION,36,1,0,4,0,2,8,1,1,0,0,2,0,0,8,3,0,0,5
LOS ANGELES,9001338A,3662,108,N,1139,TOTAL,69,1,0,11,1,5,13,5,1,1,0,2,0,0,15,3,0,1,8
LOS ANGELES,9001341A,3663,108,N,1162,POLLING PLACE,45,0,3,6,0,1,7,2,2,0,1,0,0,0,6,3,0,2,8
LOS ANGELES,9001341A,3663,108,N,0,VBM PORTION,48,0,0,3,1,6,4,3,3,1,0,1,0,0,4,2,0,0,13
LOS ANGELES,9001341A,3663,108,N,1162,TOTAL,93,0,3,9,1,7,11,5,5,1,1,1,0,0,10,5,0,2,21
LOS ANGELES,9001342A,3664,82,N,767,POLLING PLACE,171,1,0,23,1,2,46,24,7,0,0,2,3,0,33,6,0,0,16
LOS ANGELES,9001342A,3664,82,N,0,VBM PORTION,78,0,0,10,0,1,9,11,2,0,0,0,1,0,22,0,0,0,17
LOS ANGELES,9001342A,3664,82,N,767,TOTAL,249,1,0,33,1,3,55,35,9,0,0,2,4,0,55,6,0,0,33
LOS ANGELES,9001343A,3665,82,N,1511,POLLING PLACE,200,1,4,33,2,5,20,26,4,0,0,0,2,0,34,20,0,3,41
LOS ANGELES,9001343A,3665,82,N,0,VBM PORTION,227,0,3,16,1,4,39,42,3,0,1,2,0,0,49,19,1,0,32
LOS ANGELES,9001343A,3665,82,N,1511,TOTAL,427,1,7,49,3,9,59,68,7,0,1,2,2,0,83,39,1,3,73
LOS ANGELES,9001346A,3667,108,N,918,POLLING PLACE,8,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
LOS ANGELES,9001346A,3667,108,N,0,VBM PORTION,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
LOS ANGELES,9001346A,3667,108,N,918,TOTAL,10,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0
LOS ANGELES,9001350A,3669,82,N,1105,POLLING PLACE,185,0,2,21,2,2,39,26,2,2,1,0,1,0,32,14,1,1,30
LOS ANGELES,9001350A,3669,82,N,0,VBM PORTION,176,0,1,7,3,4,21,37,3,0,0,5,3,1,47,5,1,1,30
LOS ANGELES,9001350A,3669,82,N,1105,TOTAL,361,0,3,28,5,6,60,63,5,2,1,5,4,1,79,19,2,2,60
LOS ANGELES,9001352A,3670,82,N,1360,POLLING PLACE,141,0,0,10,8,2,21,40,6,1,0,1,1,0,22,5,0,0,17
LOS ANGELES,9001352A,3670,82,N,0,VBM PORTION,207,2,0,16,6,1,30,42,2,0,0,2,0,0,64,16,0,1,11
LOS ANGELES,9001352A,3670,82,N,1360,TOTAL,348,2,0,26,14,3,51,82,8,1,0,3,1,0,86,21,0,1,28
LOS ANGELES,9001354A,3672,82,N,482,POLLING PLACE,74,0,0,10,0,0,17,7,0,1,0,2,2,0,21,5,0,0,3
LOS ANGELES,9001354A,3672,82,N,0,VBM PORTION,96,0,0,4,2,1,19,13,0,0,0,0,0,0,32,7,0,0,12
LOS ANGELES,9001354A,3672,82,N,482,TOTAL,170,0,0,14,2,1,36,20,0,1,0,2,2,0,53,12,0,0,15
LOS ANGELES,9001355A,3673,82,N,587,POLLING PLACE,98,0,1,18,2,2,18,15,7,0,0,1,0,0,20,3,0,0,9
LOS ANGELES,9001355A,3673,82,N,0,VBM PORTION,112,0,1,12,3,0,30,14,1,0,0,2,0,0,18,6,0,0,18
LOS ANGELES,9001355A,3673,82,N,587,TOTAL,210,0,2,30,5,2,48,29,8,0,0,3,0,0,38,9,0,0,27
LOS ANGELES,9001357A,3674,82,N,1011,POLLING PLACE,155,0,2,27,3,2,35,32,2,0,0,0,0,0,26,1,1,0,18
LOS ANGELES,9001357A,3674,82,N,0,VBM PORTION,157,0,0,19,2,3,23,26,0,0,2,1,1,0,30,10,1,1,28
LOS ANGELES,9001357A,3674,82,N,1011,TOTAL,312,0,2,46,5,5,58,58,2,0,2,1,1,0,56,11,2,1,46
LOS ANGELES,9001358A,3675,82,N,884,POLLING PLACE,121,0,3,18,1,2,27,23,7,0,0,1,0,0,23,5,0,0,5
LOS ANGELES,9001358A,3675,82,N,0,VBM PORTION,178,1,1,6,1,2,32,47,9,0,0,0,0,0,32,8,0,0,19
LOS ANGELES,9001358A,3675,82,N,884,TOTAL,299,1,4,24,2,4,59,70,16,0,0,1,0,0,55,13,0,0,24
LOS ANGELES,9001361A,3676,82,N,901,POLLING PLACE,169,1,2,28,2,3,33,16,0,0,0,0,0,1,39,8,0,1,25
LOS ANGELES,9001361A,3676,82,N,0,VBM PORTION,115,0,1,7,0,0,26,13,2,0,0,0,0,0,29,9,0,0,18
LOS ANGELES,9001361A,3676,82,N,901,TOTAL,284,1,3,35,2,3,59,29,2,0,0,0,0,1,68,17,0,1,43
LOS ANGELES,9001364A,3677,82,N,772,POLLING PLACE,102,3,1,14,3,0,20,19,2,0,0,0,0,0,18,10,0,0,10
LOS ANGELES,9001364A,3677,82,N,0,VBM PORTION,191,0,1,15,0,5,21,44,5,0,0,0,2,0,46,5,1,1,28
LOS ANGELES,9001364A,3677,82,N,772,TOTAL,293,3,2,29,3,5,41,63,7,0,0,0,2,0,64,15,1,1,38
LOS ANGELES,9001366A,3678,82,N,862,POLLING PLACE,108,0,1,13,1,2,31,14,1,0,0,0,0,0,26,3,1,0,11
LOS ANGELES,9001366A,3678,82,N,0,VBM PORTION,167,0,1,16,4,0,39,23,2,0,0,0,6,0,50,6,1,1,4
LOS ANGELES,9001366A,3678,82,N,862,TOTAL,275,0,2,29,5,2,70,37,3,0,0,0,6,0,76,9,2,1,15
LOS ANGELES,9001374A,3681,82,N,1187,POLLING PLACE,234,0,1,23,1,0,84,40,7,0,0,0,2,0,40,2,0,0,27
LOS ANGELES,9001374A,3681,82,N,0,VBM PORTION,201,0,0,14,6,3,59,32,7,0,4,2,1,0,22,8,2,3,20
LOS ANGELES,9001374A,3681,82,N,1187,TOTAL,435,0,1,37,7,3,143,72,14,0,4,2,3,0,62,10,2,3,47
LOS ANGELES,9001382A,3683,82,N,1136,POLLING PLACE,201,0,0,32,6,1,55,24,14,1,3,0,1,2,16,2,1,0,33
LOS ANGELES,9001382A,3683,82,N,0,VBM PORTION,170,0,0,16,4,2,41,31,2,0,1,0,0,1,36,9,0,0,17
LOS ANGELES,9001382A,3683,82,N,1136,TOTAL,371,0,0,48,10,3,96,55,16,1,4,0,1,3,52,11,1,0,50
LOS ANGELES,9001389A,3685,155,N,721,POLLING PLACE,130,0,1,24,6,5,12,27,1,2,0,0,2,0,12,2,2,0,31
LOS ANGELES,9001389A,3685,155,N,0,VBM PORTION,82,0,0,5,3,5,11,15,3,2,0,0,0,0,11,6,1,1,17
LOS ANGELES,9001389A,3685,155,N,721,TOTAL,212,0,1,29,9,10,23,42,4,4,0,0,2,0,23,8,3,1,48
LOS ANGELES,9001391A,3686,82,N,1066,POLLING PLACE,190,2,0,23,4,2,57,36,7,0,3,2,0,1,31,2,0,0,16
LOS ANGELES,9001391A,3686,82,N,0,VBM PORTION,134,0,1,10,4,4,30,24,1,0,0,1,0,0,25,2,0,0,26
LOS ANGELES,9001391A,3686,82,N,1066,TOTAL,324,2,1,33,8,6,87,60,8,0,3,3,0,1,56,4,0,0,42
LOS ANGELES,9001402A,3688,82,N,802,POLLING PLACE,61,0,0,5,0,1,12,11,1,0,0,1,0,0,14,4,0,0,4
LOS ANGELES,9001402A,3688,82,N,0,VBM PORTION,171,0,0,4,5,3,18,30,2,0,0,0,1,0,42,29,1,0,19
LOS ANGELES,9001402A,3688,82,N,802,TOTAL,232,0,0,9,5,4,30,41,3,0,0,1,1,0,56,33,1,0,23
LOS ANGELES,9001408A,3691,82,N,661,POLLING PLACE,88,0,0,9,3,0,18,17,4,0,0,1,0,0,15,4,0,0,8
LOS ANGELES,9001408A,3691,82,N,0,VBM PORTION,84,0,0,9,3,1,12,11,7,0,0,0,1,2,13,6,0,0,10
LOS ANGELES,9001408A,3691,82,N,661,TOTAL,172,0,0,18,6,1,30,28,11,0,0,1,1,2,28,10,0,0,18
LOS ANGELES,9001413A,3693,82,N,1245,POLLING PLACE,124,0,0,26,4,5,16,16,0,0,0,0,0,0,34,8,0,0,9
LOS ANGELES,9001413A,3693,82,N,0,VBM PORTION,204,0,0,16,2,4,36,37,0,1,0,2,3,0,49,11,0,1,29
LOS ANGELES,9001413A,3693,82,N,1245,TOTAL,328,0,0,42,6,9,52,53,0,1,0,2,3,0,83,19,0,1,38
LOS ANGELES,9001417A,3694,108,N,1134,POLLING PLACE,38,0,1,5,1,0,3,2,0,0,1,2,0,0,8,2,0,4,5
LOS ANGELES,9001417A,3694,108,N,0,VBM PORTION,11,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,3
LOS ANGELES,9001417A,3694,108,N,1134,TOTAL,49,0,1,6,1,0,4,3,0,0,1,3,0,0,9,2,1,5,8
LOS ANGELES,9001418A,3695,82,N,966,POLLING PLACE,99,0,0,15,1,0,18,12,4,0,1,0,0,2,20,7,1,0,11
LOS ANGELES,9001418A,3695,82,N,0,VBM PORTION,132,0,3,11,2,2,9,24,2,0,0,3,0,0,46,11,1,0,5
LOS ANGELES,9001418A,3695,82,N,966,TOTAL,231,0,3,26,3,2,27,36,6,0,1,3,0,2,66,18,2,0,16
LOS ANGELES,9001438A,3707,82,N,1260,POLLING PLACE,92,0,0,24,2,0,11,14,1,0,0,1,0,0,15,6,1,0,12
LOS ANGELES,9001438A,3707,82,N,0,VBM PORTION,119,0,1,13,3,5,9,16,4,0,1,2,1,1,34,9,2,3,10
LOS ANGELES,9001438A,3707,82,N,1260,TOTAL,211,0,1,37,5,5,20,30,5,0,1,3,1,1,49,15,3,3,22
LOS ANGELES,9001441A,3709,82,N,1153,POLLING PLACE,104,0,1,26,3,2,15,10,2,0,1,0,0,1,15,6,1,2,10
LOS ANGELES,9001441A,3709,82,N,0,VBM PORTION,76,0,2,7,1,1,7,7,0,0,1,1,0,1,25,3,1,1,11
LOS ANGELES,9001441A,3709,82,N,1153,TOTAL,180,0,3,33,4,3,22,17,2,0,2,1,0,2,40,9,2,3,21
LOS ANGELES,9001442A,3710,82,N,887,POLLING PLACE,56,0,0,13,0,1,7,6,2,0,0,0,0,1,10,1,0,1,8
LOS ANGELES,9001442A,3710,82,N,0,VBM PORTION,94,0,0,6,1,6,11,6,1,1,0,1,2,1,23,2,4,1,14
LOS ANGELES,9001442A,3710,82,N,887,TOTAL,150,0,0,19,1,7,18,12,3,1,0,1,2,2,33,3,4,2,22
LOS ANGELES,9001542A,3749,154,N,845,POLLING PLACE,106,0,0,57,0,6,4,3,1,0,1,2,0,0,10,0,0,0,16
LOS ANGELES,9001542A,3749,154,N,0,VBM PORTION,82,0,0,28,0,5,7,4,0,0,0,2,2,0,14,0,0,3,11
LOS ANGELES,9001542A,3749,154,N,845,TOTAL,188,0,0,85,0,11,11,7,1,0,1,4,2,0,24,0,0,3,27
LOS ANGELES,9001545A,3750,154,N,921,POLLING PLACE,111,0,1,41,0,2,11,3,2,0,1,0,0,1,16,3,1,1,19
LOS ANGELES,9001545A,3750,154,N,0,VBM PORTION,54,0,1,11,0,2,7,2,1,0,0,0,0,0,8,2,1,0,11
LOS ANGELES,9001545A,3750,154,N,921,TOTAL,165,0,2,52,0,4,18,5,3,0,1,0,0,1,24,5,2,1,30
LOS ANGELES,9001546A,3751,154,N,974,POLLING PLACE,132,0,0,41,3,10,14,2,3,0,1,0,2,0,20,2,2,2,26
LOS ANGELES,9001546A,3751,154,N,0,VBM PORTION,40,0,0,12,1,3,4,3,0,0,1,0,0,1,8,2,0,1,3
LOS ANGELES,9001546A,3751,154,N,974,TOTAL,172,0,0,53,4,13,18,5,3,0,2,0,2,1,28,4,2,3,29
LOS ANGELES,9001547A,3752,154,N,912,POLLING PLACE,160,0,0,49,2,4,27,7,4,0,0,0,0,0,17,2,0,1,45
LOS ANGELES,9001547A,3752,154,N,0,VBM PORTION,92,0,0,20,1,3,14,5,4,0,0,0,0,0,12,2,1,0,25
LOS ANGELES,9001547A,3752,154,N,912,TOTAL,252,0,0,69,3,7,41,12,8,0,0,0,0,0,29,4,1,1,70
LOS ANGELES,9001549A,3753,154,N,909,POLLING PLACE,150,0,3,36,2,7,13,9,5,0,1,1,0,0,27,2,0,0,42
LOS ANGELES,9001549A,3753,154,N,0,VBM PORTION,101,0,0,19,3,5,7,9,3,0,1,7,1,0,9,1,1,0,26
LOS ANGELES,9001549A,3753,154,N,909,TOTAL,251,0,3,55,5,12,20,18,8,0,2,8,1,0,36,3,1,0,68
LOS ANGELES,9001553B,3755,154,N,851,POLLING PLACE,191,0,0,49,2,7,33,20,1,3,0,3,0,0,27,8,1,1,28
LOS ANGELES,9001553B,3755,154,N,0,VBM PORTION,82,0,3,14,1,2,13,8,0,0,0,2,2,1,15,0,0,0,19
LOS ANGELES,9001553B,3755,154,N,851,TOTAL,273,0,3,63,3,9,46,28,1,3,0,5,2,1,42,8,1,1,47
LOS ANGELES,9001608A,3785,82,N,1273,POLLING PLACE,188,0,0,19,3,4,48,34,4,0,0,2,0,0,34,10,2,0,15
LOS ANGELES,9001608A,3785,82,N,0,VBM PORTION,100,0,1,13,3,3,13,20,1,0,0,0,1,0,20,2,0,1,11
LOS ANGELES,9001608A,3785,82,N,1273,TOTAL,288,0,1,32,6,7,61,54,5,0,0,2,1,0,54,12,2,1,26
LOS ANGELES,9001613D,3787,83,N,827,POLLING PLACE,101,0,0,13,1,3,15,20,0,0,0,0,3,0,20,2,0,0,9
LOS ANGELES,9001613D,3787,83,N,0,VBM PORTION,116,1,0,3,3,1,10,38,0,1,0,0,0,2,15,9,0,0,20
LOS ANGELES,9001613D,3787,83,N,827,TOTAL,217,1,0,16,4,4,25,58,0,1,0,0,3,2,35,11,0,0,29
LOS ANGELES,9001623A,3792,83,N,874,POLLING PLACE,108,1,2,14,1,0,22,21,3,0,1,1,1,0,25,2,0,1,8
LOS ANGELES,9001623A,3792,83,N,0,VBM PORTION,103,0,0,2,7,0,13,20,2,0,0,1,0,0,24,7,0,0,19
LOS ANGELES,9001623A,3792,83,N,874,TOTAL,211,1,2,16,8,0,35,41,5,0,1,2,1,0,49,9,0,1,27
LOS ANGELES,9001857A,3884,108,N,1321,POLLING PLACE,86,0,0,6,1,0,13,10,3,0,0,0,0,0,21,12,0,1,8
LOS ANGELES,9001857A,3884,108,N,0,VBM PORTION,219,0,3,16,7,2,30,25,4,1,2,0,0,2,66,12,1,0,18
LOS ANGELES,9001857A,3884,108,N,1321,TOTAL,305,0,3,22,8,2,43,35,7,1,2,0,0,2,87,24,1,1,26
LOS ANGELES,9001874A,3888,155,N,1203,POLLING PLACE,65,1,0,19,2,1,9,5,2,0,0,1,0,0,9,4,0,0,8
LOS ANGELES,9001874A,3888,155,N,0,VBM PORTION,131,0,0,9,10,6,12,27,2,0,0,0,0,2,10,9,4,2,30
LOS ANGELES,9001874A,3888,155,N,1203,TOTAL,196,1,0,28,12,7,21,32,4,0,0,1,0,2,19,13,4,2,38
LOS ANGELES,9001884A,3892,154,N,985,POLLING PLACE,113,1,0,36,6,6,13,10,3,2,0,2,0,0,12,1,0,0,18
LOS ANGELES,9001884A,3892,154,N,0,VBM PORTION,117,0,0,20,2,4,12,20,3,2,0,0,2,0,21,4,3,0,18
LOS ANGELES,9001884A,3892,154,N,985,TOTAL,230,1,0,56,8,10,25,30,6,4,0,2,2,0,33,5,3,0,36
LOS ANGELES,9001938A,3916,154,N,823,POLLING PLACE,102,0,0,44,1,2,9,5,1,0,0,1,0,0,12,1,1,2,16
LOS ANGELES,9001938A,3916,154,N,0,VBM PORTION,73,0,0,17,0,2,11,3,5,0,0,0,2,0,16,3,0,0,7
LOS ANGELES,9001938A,3916,154,N,823,TOTAL,175,0,0,61,1,4,20,8,6,0,0,1,2,0,28,4,1,2,23
LOS ANGELES,9002231A,4049,82,N,999,POLLING PLACE,66,0,0,8,1,1,6,22,0,0,0,1,0,0,14,1,0,1,6
LOS ANGELES,9002231A,4049,82,N,0,VBM PORTION,85,0,0,6,1,3,8,22,0,0,0,2,0,0,20,1,0,0,10
LOS ANGELES,9002231A,4049,82,N,999,TOTAL,151,0,0,14,2,4,14,44,0,0,0,3,0,0,34,2,0,1,16
LOS ANGELES,9002232A,4050,82,N,1055,POLLING PLACE,97,0,0,28,1,8,16,10,0,1,1,3,1,0,15,0,1,2,8
LOS ANGELES,9002232A,4050,82,N,0,VBM PORTION,45,0,0,8,3,2,5,5,0,0,0,0,1,0,8,0,2,0,5
LOS ANGELES,9002232A,4050,82,N,1055,TOTAL,142,0,0,36,4,10,21,15,0,1,1,3,2,0,23,0,3,2,13
LOS ANGELES,9002234A,4051,82,N,924,POLLING PLACE,67,0,0,22,0,2,14,2,1,0,0,0,0,0,14,0,0,1,8
LOS ANGELES,9002234A,4051,82,N,0,VBM PORTION,31,0,0,2,0,3,7,5,1,0,0,2,0,0,7,1,0,1,2
LOS ANGELES,9002234A,4051,82,N,924,TOTAL,98,0,0,24,0,5,21,7,2,0,0,2,0,0,21,1,0,2,10
LOS ANGELES,9002237A,4052,82,N,750,POLLING PLACE,81,0,1,13,0,2,11,17,1,1,0,2,0,1,12,1,1,0,11
LOS ANGELES,9002237A,4052,82,N,0,VBM PORTION,48,0,2,6,0,3,9,6,1,0,1,0,0,1,2,1,3,0,9
LOS ANGELES,9002237A,4052,82,N,750,TOTAL,129,0,3,19,0,5,20,23,2,1,1,2,0,2,14,2,4,0,20
LOS ANGELES,9002238A,4053,82,N,1025,POLLING PLACE,138,0,2,30,0,1,20,22,0,1,0,2,1,1,31,3,0,0,15
LOS ANGELES,9002238A,4053,82,N,0,VBM PORTION,107,0,0,17,1,4,19,10,5,0,0,1,0,1,28,7,3,0,8
LOS ANGELES,9002238A,4053,82,N,1025,TOTAL,245,0,2,47,1,5,39,32,5,1,0,3,1,2,59,10,3,0,23
LOS ANGELES,9002239A,4054,82,N,666,POLLING PLACE,80,0,0,18,2,1,10,10,4,0,0,1,0,0,18,1,0,0,5
LOS ANGELES,9002239A,4054,82,N,0,VBM PORTION,57,0,1,5,4,0,10,10,0,0,0,0,1,0,16,0,1,0,6
LOS ANGELES,9002239A,4054,82,N,666,TOTAL,137,0,1,23,6,1,20,20,4,0,0,1,1,0,34,1,1,0,11
LOS ANGELES,9002250A,4057,83,N,937,POLLING PLACE,100,0,0,19,0,4,21,5,0,0,0,1,0,0,22,1,0,1,14
LOS ANGELES,9002250A,4057,83,N,0,VBM PORTION,55,0,0,8,2,1,3,2,1,0,0,1,0,1,15,1,1,1,13
LOS ANGELES,9002250A,4057,83,N,937,TOTAL,155,0,0,27,2,5,24,7,1,0,0,2,0,1,37,2,1,2,27
LOS ANGELES,9002252A,4058,83,N,1095,POLLING PLACE,111,1,1,24,0,2,26,3,1,0,0,3,0,0,21,0,0,1,22
LOS ANGELES,9002252A,4058,83,N,0,VBM PORTION,84,1,1,10,1,6,9,10,1,0,0,1,0,1,16,0,2,0,12
LOS ANGELES,9002252A,4058,83,N,1095,TOTAL,195,2,2,34,1,8,35,13,2,0,0,4,0,1,37,0,2,1,34
LOS ANGELES,9002262B,4060,83,N,1084,POLLING PLACE,85,0,4,14,2,1,10,6,1,2,1,1,0,0,22,3,0,1,13
LOS ANGELES,9002262B,4060,83,N,0,VBM PORTION,79,0,0,6,1,8,8,2,0,0,0,0,0,0,19,1,4,0,25
LOS ANGELES,9002262B,4060,83,N,1084,TOTAL,164,0,4,20,3,9,18,8,1,2,1,1,0,0,41,4,4,1,38
LOS ANGELES,9002265B,4062,83,N,1046,POLLING PLACE,151,0,4,25,2,3,38,10,0,1,0,2,0,1,31,5,1,0,19
LOS ANGELES,9002265B,4062,83,N,0,VBM PORTION,93,0,1,11,2,3,12,7,1,0,1,0,4,0,19,3,0,2,15
LOS ANGELES,9002265B,4062,83,N,1046,TOTAL,244,0,5,36,4,6,50,17,1,1,1,2,4,1,50,8,1,2,34
LOS ANGELES,9002270A,4065,82,N,1130,POLLING PLACE,92,0,0,29,0,4,14,4,0,0,0,1,1,0,19,0,0,0,18
LOS ANGELES,9002270A,4065,82,N,0,VBM PORTION,81,2,2,6,0,2,10,4,1,0,0,2,2,0,28,1,1,1,13
LOS ANGELES,9002270A,4065,82,N,1130,TOTAL,173,2,2,35,0,6,24,8,1,0,0,3,3,0,47,1,1,1,31
LOS ANGELES,9002271A,4066,82,N,1009,POLLING PLACE,125,0,3,26,1,3,21,7,2,1,1,0,1,1,32,1,1,0,13
LOS ANGELES,9002271A,4066,82,N,0,VBM PORTION,106,0,1,5,1,3,15,12,0,0,0,1,0,0,21,2,2,1,33
LOS ANGELES,9002271A,4066,82,N,1009,TOTAL,231,0,4,31,2,6,36,19,2,1,1,1,1,1,53,3,3,1,46
LOS ANGELES,9002273A,4067,82,N,967,POLLING PLACE,119,1,2,21,2,1,17,14,2,1,0,1,1,0,29,0,0,3,16
LOS ANGELES,9002273A,4067,82,N,0,VBM PORTION,80,0,0,9,0,2,15,13,0,0,0,1,0,0,13,3,1,1,13
LOS ANGELES,9002273A,4067,82,N,967,TOTAL,199,1,2,30,2,3,32,27,2,1,0,2,1,0,42,3,1,4,29
LOS ANGELES,9002279A,4068,83,N,1072,POLLING PLACE,102,0,0,20,1,1,31,16,0,1,0,0,0,0,19,0,0,0,10
LOS ANGELES,9002279A,4068,83,N,0,VBM PORTION,148,0,0,16,2,5,36,5,1,0,0,0,0,0,41,4,5,3,18
LOS ANGELES,9002279A,4068,83,N,1072,TOTAL,250,0,0,36,3,6,67,21,1,1,0,0,0,0,60,4,5,3,28
LOS ANGELES,9002280A,4069,83,N,1306,POLLING PLACE,138,0,1,40,0,5,26,6,3,0,0,1,0,1,32,0,1,1,18
LOS ANGELES,9002280A,4069,83,N,0,VBM PORTION,116,0,2,19,0,6,19,2,2,0,0,1,1,0,36,5,0,0,14
LOS ANGELES,9002280A,4069,83,N,1306,TOTAL,254,0,3,59,0,11,45,8,5,0,0,2,1,1,68,5,1,1,32
LOS ANGELES,9002388A,4120,154,N,864,POLLING PLACE,76,0,0,28,2,5,7,5,2,0,0,1,0,1,8,1,0,0,13
LOS ANGELES,9002388A,4120,154,N,0,VBM PORTION,46,0,1,13,1,7,5,3,0,0,0,0,1,0,4,1,0,1,4
LOS ANGELES,9002388A,4120,154,N,864,TOTAL,122,0,1,41,3,12,12,8,2,0,0,1,1,1,12,2,0,1,17
LOS ANGELES,9002389A,4121,154,N,748,POLLING PLACE,121,0,0,30,2,1,24,4,5,2,1,0,0,0,29,2,0,1,17
LOS ANGELES,9002389A,4121,154,N,0,VBM PORTION,74,1,0,10,2,5,4,10,2,0,0,0,0,0,16,3,0,0,16
LOS ANGELES,9002389A,4121,154,N,748,TOTAL,195,1,0,40,4,6,28,14,7,2,1,0,0,0,45,5,0,1,33
LOS ANGELES,9002392A,4122,155,N,883,POLLING PLACE,125,0,0,27,2,2,15,15,4,0,2,1,3,0,20,2,0,0,26
