LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BRENT C ROSKE,ZEIN E OBAGI JR,M WILLIAMSON,KEVIN MOTTUS,BARBARA L MULVANEY,MATT MILLER,ELAN CARR,DAVID KANUTH,TOM FOX,VINCE FLAHERTY,KRISTIE HOLMES,MARK MATTHEW HERD,JAMES GRAF,WENDY GREUEL,LILY GILANI,MICHAEL SHAPIRO,MICHAEL IAN SACHS,TED LIEU
REDONDO BEACH,5550092A,2222,181,N,0,VBM PORTION,139,0,1,10,3,4,10,36,0,0,0,0,2,0,19,10,0,3,32
REDONDO BEACH,5550092A,2222,181,N,1329,TOTAL,282,0,2,19,7,5,13,74,1,4,1,1,4,0,33,19,0,3,80
REDONDO BEACH,5550093B,2223,181,N,1454,POLLING PLACE,150,0,0,14,1,3,14,47,0,0,0,0,6,0,13,17,0,0,28
REDONDO BEACH,5550093B,2223,181,N,0,VBM PORTION,154,0,0,9,2,5,10,42,1,2,0,1,1,0,15,10,0,1,44
REDONDO BEACH,5550093B,2223,181,N,1454,TOTAL,304,0,0,23,3,8,24,89,1,2,0,1,7,0,28,27,0,1,72
REDONDO BEACH,5550094A,2224,181,N,1078,POLLING PLACE,102,0,0,8,1,3,10,26,0,1,0,0,4,0,7,11,0,1,25
REDONDO BEACH,5550094A,2224,181,N,0,VBM PORTION,143,0,2,9,0,5,1,34,1,3,1,3,1,2,17,22,0,0,37
REDONDO BEACH,5550094A,2224,181,N,1078,TOTAL,245,0,2,17,1,8,11,60,1,4,1,3,5,2,24,33,0,1,62
REDONDO BEACH,5550095A,2225,181,N,1058,POLLING PLACE,114,0,1,15,2,1,8,35,0,1,0,1,1,0,9,11,0,1,25
REDONDO BEACH,5550095A,2225,181,N,0,VBM PORTION,130,0,0,9,3,0,9,34,1,1,0,1,0,0,17,11,0,1,35
REDONDO BEACH,5550095A,2225,181,N,1058,TOTAL,244,0,1,24,5,1,17,69,1,2,0,2,1,0,26,22,0,2,60
REDONDO BEACH,5550097A,2226,181,N,676,POLLING PLACE,66,0,0,4,1,2,2,28,1,2,0,0,2,0,2,7,1,0,14
REDONDO BEACH,5550097A,2226,181,N,0,VBM PORTION,62,0,0,5,3,2,5,16,0,1,0,0,0,0,1,12,0,0,12
REDONDO BEACH,5550097A,2226,181,N,676,TOTAL,128,0,0,9,4,4,7,44,1,3,0,0,2,0,3,19,1,0,26
REDONDO BEACH,5550098A,2227,181,N,1371,POLLING PLACE,136,0,0,18,1,2,9,23,4,1,0,0,1,2,12,17,0,2,37
REDONDO BEACH,5550098A,2227,181,N,0,VBM PORTION,136,0,0,8,1,6,9,18,3,1,0,1,2,0,16,13,1,1,43
REDONDO BEACH,5550098A,2227,181,N,1371,TOTAL,272,0,0,26,2,8,18,41,7,2,0,1,3,2,28,30,1,3,80
ROLLING HILLS,5700001A,2229,181,N,788,POLLING PLACE,121,0,0,7,1,2,4,52,5,0,0,0,1,0,9,24,0,0,10
ROLLING HILLS,5700001A,2229,181,N,0,VBM PORTION,136,0,0,2,2,0,5,53,1,0,0,0,0,2,13,25,0,0,10
ROLLING HILLS,5700001A,2229,181,N,788,TOTAL,257,0,0,9,3,2,9,105,6,0,0,0,1,2,22,49,0,0,20
ROLLING HILLS,5700002A,2230,181,N,722,POLLING PLACE,148,0,0,3,10,0,6,62,4,1,0,0,0,0,18,17,0,1,19
ROLLING HILLS,5700002A,2230,181,N,0,VBM PORTION,127,0,1,2,8,2,9,38,1,0,1,1,2,0,13,21,0,0,11
ROLLING HILLS,5700002A,2230,181,N,722,TOTAL,275,0,1,5,18,2,15,100,5,1,1,1,2,0,31,38,0,1,30
ROLLING HILLS ESTATES,5730001A,2231,181,N,651,POLLING PLACE,99,0,0,7,5,1,7,39,1,0,0,0,2,0,9,10,1,0,9
ROLLING HILLS ESTATES,5730001A,2231,181,N,0,VBM PORTION,80,1,0,4,2,0,3,22,1,0,2,2,1,0,12,10,0,0,11
ROLLING HILLS ESTATES,5730001A,2231,181,N,651,TOTAL,179,1,0,11,7,1,10,61,2,0,2,2,3,0,21,20,1,0,20
ROLLING HILLS ESTATES,5730003A,2232,181,N,909,POLLING PLACE,140,0,0,9,4,1,15,47,1,0,0,0,1,0,8,17,1,4,25
ROLLING HILLS ESTATES,5730003A,2232,181,N,0,VBM PORTION,137,0,0,10,2,1,10,44,0,4,1,0,2,0,7,20,1,0,20
ROLLING HILLS ESTATES,5730003A,2232,181,N,909,TOTAL,277,0,0,19,6,2,25,91,1,4,1,0,3,0,15,37,2,4,45
ROLLING HILLS ESTATES,5730005A,2233,181,N,1266,POLLING PLACE,153,0,1,5,2,2,12,60,2,0,0,2,0,0,17,29,0,1,10
ROLLING HILLS ESTATES,5730005A,2233,181,N,0,VBM PORTION,225,1,0,10,6,4,11,64,4,2,0,0,1,1,24,20,1,1,26
ROLLING HILLS ESTATES,5730005A,2233,181,N,1266,TOTAL,378,1,1,15,8,6,23,124,6,2,0,2,1,1,41,49,1,2,36
ROLLING HILLS ESTATES,5730007A,2234,181,N,1027,POLLING PLACE,168,0,0,14,4,1,10,65,2,1,0,2,0,0,7,28,0,1,28
ROLLING HILLS ESTATES,5730007A,2234,181,N,0,VBM PORTION,152,0,1,16,3,3,7,53,2,2,0,0,1,0,11,20,0,0,16
ROLLING HILLS ESTATES,5730007A,2234,181,N,1027,TOTAL,320,0,1,30,7,4,17,118,4,3,0,2,1,0,18,48,0,1,44
ROLLING HILLS ESTATES,5730011A,2235,181,N,825,POLLING PLACE,134,0,0,6,4,5,5,38,1,0,0,0,1,1,16,17,1,1,28
ROLLING HILLS ESTATES,5730011A,2235,181,N,0,VBM PORTION,164,0,2,11,2,9,10,29,0,1,0,0,2,1,21,30,1,1,20
ROLLING HILLS ESTATES,5730011A,2235,181,N,825,TOTAL,298,0,2,17,6,14,15,67,1,1,0,0,3,2,37,47,2,2,48
ROLLING HILLS ESTATES,5730013A,2236,181,N,1143,POLLING PLACE,121,0,0,11,4,0,12,26,1,0,0,0,1,0,15,24,1,0,20
ROLLING HILLS ESTATES,5730013A,2236,181,N,0,VBM PORTION,176,0,0,10,9,3,7,44,2,0,0,3,2,1,15,27,3,0,28
ROLLING HILLS ESTATES,5730013A,2236,181,N,1143,TOTAL,297,0,0,21,13,3,19,70,3,0,0,3,3,1,30,51,4,0,48
SANTA MONICA,6250001A,2450,82,N,945,POLLING PLACE,176,0,0,22,1,3,34,33,1,0,1,0,0,1,47,5,0,0,20
SANTA MONICA,6250001A,2450,82,N,0,VBM PORTION,156,0,0,23,2,3,37,26,1,0,0,1,0,0,28,6,1,0,18
SANTA MONICA,6250001A,2450,82,N,945,TOTAL,332,0,0,45,3,6,71,59,2,0,1,1,0,1,75,11,1,0,38
SANTA MONICA,6250003C,2451,82,N,1050,POLLING PLACE,228,0,2,26,2,3,56,38,3,0,0,0,2,0,45,7,1,0,26
SANTA MONICA,6250003C,2451,82,N,0,VBM PORTION,187,0,1,15,2,4,28,33,5,0,1,0,0,0,44,14,0,0,30
SANTA MONICA,6250003C,2451,82,N,1050,TOTAL,415,0,3,41,4,7,84,71,8,0,1,0,2,0,89,21,1,0,56
SANTA MONICA,6250005A,2452,82,N,1264,POLLING PLACE,194,0,0,44,2,2,44,15,7,0,0,3,0,0,40,4,0,0,26
SANTA MONICA,6250005A,2452,82,N,0,VBM PORTION,128,0,1,20,2,9,19,10,4,0,0,1,0,1,33,2,0,0,25
SANTA MONICA,6250005A,2452,82,N,1264,TOTAL,322,0,1,64,4,11,63,25,11,0,0,4,0,1,73,6,0,0,51
SANTA MONICA,6250006A,2453,82,N,1150,POLLING PLACE,242,1,5,73,2,1,41,27,5,2,0,0,1,0,39,6,0,0,29
SANTA MONICA,6250006A,2453,82,N,0,VBM PORTION,147,1,0,24,3,1,16,26,1,0,1,2,0,0,36,4,0,4,16
SANTA MONICA,6250006A,2453,82,N,1150,TOTAL,389,2,5,97,5,2,57,53,6,2,1,2,1,0,75,10,0,4,45
SANTA MONICA,6250008A,2454,82,N,1214,POLLING PLACE,162,1,1,33,4,1,29,12,1,0,1,3,1,0,41,4,3,0,19
SANTA MONICA,6250008A,2454,82,N,0,VBM PORTION,198,0,0,24,4,5,27,39,3,0,0,3,2,0,44,8,1,1,24
SANTA MONICA,6250008A,2454,82,N,1214,TOTAL,360,1,1,57,8,6,56,51,4,0,1,6,3,0,85,12,4,1,43
SANTA MONICA,6250010E,2455,82,N,1176,POLLING PLACE,167,0,0,57,1,4,29,14,2,0,1,1,0,0,28,5,0,1,14
SANTA MONICA,6250010E,2455,82,N,0,VBM PORTION,113,0,1,23,1,2,10,23,0,0,0,5,2,0,19,4,0,0,19
SANTA MONICA,6250010E,2455,82,N,1176,TOTAL,280,0,1,80,2,6,39,37,2,0,1,6,2,0,47,9,0,1,33
SANTA MONICA,6250011A,2456,82,N,1183,POLLING PLACE,160,0,0,54,2,0,17,17,4,0,2,0,0,1,26,4,2,0,15
SANTA MONICA,6250011A,2456,82,N,0,VBM PORTION,157,1,0,24,4,10,18,15,1,1,0,4,0,0,34,7,1,2,20
SANTA MONICA,6250011A,2456,82,N,1183,TOTAL,317,1,0,78,6,10,35,32,5,1,2,4,0,1,60,11,3,2,35
SANTA MONICA,6250015B,2457,82,N,1320,POLLING PLACE,214,0,1,29,2,2,48,29,5,1,2,1,1,0,40,10,2,0,35
SANTA MONICA,6250015B,2457,82,N,0,VBM PORTION,227,0,1,22,3,4,49,32,1,0,0,1,2,0,52,11,0,0,33
SANTA MONICA,6250015B,2457,82,N,1320,TOTAL,441,0,2,51,5,6,97,61,6,1,2,2,3,0,92,21,2,0,68
SANTA MONICA,6250016A,2458,82,N,1376,POLLING PLACE,234,0,1,50,2,3,58,29,1,0,0,3,1,0,52,4,1,0,21
SANTA MONICA,6250016A,2458,82,N,0,VBM PORTION,174,0,0,28,1,4,22,25,2,0,0,4,0,0,33,9,2,6,25
SANTA MONICA,6250016A,2458,82,N,1376,TOTAL,408,0,1,78,3,7,80,54,3,0,0,7,1,0,85,13,3,6,46
SANTA MONICA,6250017A,2459,82,N,1334,POLLING PLACE,285,1,0,36,3,2,76,52,4,4,0,0,0,0,60,8,2,1,23
SANTA MONICA,6250017A,2459,82,N,0,VBM PORTION,211,0,0,15,2,1,37,38,5,1,0,2,1,0,34,20,3,1,29
SANTA MONICA,6250017A,2459,82,N,1334,TOTAL,496,1,0,51,5,3,113,90,9,5,0,2,1,0,94,28,5,2,52
SANTA MONICA,6250019A,2460,82,N,1461,POLLING PLACE,137,1,1,37,4,2,7,9,1,0,2,3,2,0,35,3,2,3,19
SANTA MONICA,6250019A,2460,82,N,0,VBM PORTION,140,0,3,17,4,9,17,14,0,0,0,3,1,4,31,4,3,1,18
SANTA MONICA,6250019A,2460,82,N,1461,TOTAL,277,1,4,54,8,11,24,23,1,0,2,6,3,4,66,7,5,4,37
SANTA MONICA,6250020A,2461,82,N,1129,POLLING PLACE,184,0,0,45,3,4,25,10,0,0,0,2,1,0,47,5,3,1,20
SANTA MONICA,6250020A,2461,82,N,0,VBM PORTION,118,0,0,27,5,3,11,13,2,0,0,1,0,1,31,5,0,2,12
SANTA MONICA,6250020A,2461,82,N,1129,TOTAL,302,0,0,72,8,7,36,23,2,0,0,3,1,1,78,10,3,3,32
SANTA MONICA,6250024A,2462,82,N,824,POLLING PLACE,86,0,1,28,1,5,13,4,1,0,0,2,0,0,15,3,0,3,8
SANTA MONICA,6250024A,2462,82,N,0,VBM PORTION,61,0,1,6,5,2,9,7,1,0,0,0,0,0,19,2,1,0,7
SANTA MONICA,6250024A,2462,82,N,824,TOTAL,147,0,2,34,6,7,22,11,2,0,0,2,0,0,34,5,1,3,15
SANTA MONICA,6250025B,2463,82,N,1155,POLLING PLACE,115,0,1,27,1,6,12,5,0,0,1,0,2,2,32,1,0,2,15
SANTA MONICA,6250025B,2463,82,N,0,VBM PORTION,81,0,3,14,0,4,9,4,2,2,0,4,0,0,19,1,0,1,10
SANTA MONICA,6250025B,2463,82,N,1155,TOTAL,196,0,4,41,1,10,21,9,2,2,1,4,2,2,51,2,0,3,25
SANTA MONICA,6250026A,2464,82,N,1251,POLLING PLACE,245,0,2,48,3,3,45,20,4,1,1,1,6,0,48,4,0,4,43
SANTA MONICA,6250026A,2464,82,N,0,VBM PORTION,172,0,2,35,3,4,39,11,0,1,0,1,0,0,31,6,0,0,29
SANTA MONICA,6250026A,2464,82,N,1251,TOTAL,417,0,4,83,6,7,84,31,4,2,1,2,6,0,79,10,0,4,72
SANTA MONICA,6250029A,2465,82,N,782,POLLING PLACE,130,0,0,16,5,4,31,16,0,0,1,1,0,2,32,4,1,4,8
SANTA MONICA,6250029A,2465,82,N,0,VBM PORTION,136,0,0,21,2,2,10,31,1,0,1,0,0,0,29,6,0,1,17
SANTA MONICA,6250029A,2465,82,N,782,TOTAL,266,0,0,37,7,6,41,47,1,0,2,1,0,2,61,10,1,5,25
SANTA MONICA,6250032A,2466,82,N,1204,POLLING PLACE,162,0,2,42,3,3,43,14,4,0,0,0,0,0,29,2,0,1,14
SANTA MONICA,6250032A,2466,82,N,0,VBM PORTION,167,0,2,18,0,4,19,17,2,3,1,3,2,1,34,5,2,3,37
SANTA MONICA,6250032A,2466,82,N,1204,TOTAL,329,0,4,60,3,7,62,31,6,3,1,3,2,1,63,7,2,4,51
SANTA MONICA,6250034A,2467,82,N,1217,POLLING PLACE,222,0,0,57,6,4,46,19,1,1,0,2,2,0,43,6,0,2,29
SANTA MONICA,6250034A,2467,82,N,0,VBM PORTION,138,0,1,24,2,3,17,14,4,1,0,1,0,0,35,6,1,0,15
SANTA MONICA,6250034A,2467,82,N,1217,TOTAL,360,0,1,81,8,7,63,33,5,2,0,3,2,0,78,12,1,2,44
SANTA MONICA,6250036B,2468,82,N,1250,POLLING PLACE,170,0,3,41,3,5,22,17,4,2,1,2,1,0,32,4,1,0,20
SANTA MONICA,6250036B,2468,82,N,0,VBM PORTION,119,0,1,18,1,2,10,14,1,0,3,3,0,2,33,2,1,2,18
SANTA MONICA,6250036B,2468,82,N,1250,TOTAL,289,0,4,59,4,7,32,31,5,2,4,5,1,2,65,6,2,2,38
SANTA MONICA,6250041A,2469,82,N,1383,POLLING PLACE,129,0,0,35,4,3,20,9,2,2,1,2,0,1,28,2,2,4,9
SANTA MONICA,6250041A,2469,82,N,0,VBM PORTION,159,0,1,24,3,7,20,16,2,1,1,1,5,1,32,3,0,4,19
SANTA MONICA,6250041A,2469,82,N,1383,TOTAL,288,0,1,59,7,10,40,25,4,3,2,3,5,2,60,5,2,8,28
SANTA MONICA,6250045A,2470,82,N,1306,POLLING PLACE,138,0,2,32,3,5,22,12,2,0,1,0,0,1,29,3,0,0,21
SANTA MONICA,6250045A,2470,82,N,0,VBM PORTION,131,0,0,25,2,5,11,16,3,0,0,3,4,0,25,2,1,2,19
SANTA MONICA,6250045A,2470,82,N,1306,TOTAL,269,0,2,57,5,10,33,28,5,0,1,3,4,1,54,5,1,2,40
SANTA MONICA,6250046A,2471,82,N,1361,POLLING PLACE,175,0,1,49,5,1,37,7,4,0,0,1,2,0,36,12,4,1,14
SANTA MONICA,6250046A,2471,82,N,0,VBM PORTION,136,0,2,25,1,3,19,8,2,0,0,3,1,2,35,2,0,1,24
SANTA MONICA,6250046A,2471,82,N,1361,TOTAL,311,0,3,74,6,4,56,15,6,0,0,4,3,2,71,14,4,2,38
SANTA MONICA,6250050A,2472,82,N,1082,POLLING PLACE,137,0,4,46,0,3,13,7,1,1,1,3,1,0,32,4,0,0,15
SANTA MONICA,6250050A,2472,82,N,0,VBM PORTION,94,0,1,16,0,9,5,8,2,0,0,0,0,1,29,2,2,0,10
SANTA MONICA,6250050A,2472,82,N,1082,TOTAL,231,0,5,62,0,12,18,15,3,1,1,3,1,1,61,6,2,0,25
SANTA MONICA,6250051A,2473,82,N,1327,POLLING PLACE,164,2,3,31,8,5,25,13,5,1,0,3,2,1,31,5,2,2,17
SANTA MONICA,6250051A,2473,82,N,0,VBM PORTION,134,0,0,21,9,7,8,17,0,4,0,1,1,0,31,4,3,3,13
SANTA MONICA,6250051A,2473,82,N,1327,TOTAL,298,2,3,52,17,12,33,30,5,5,0,4,3,1,62,9,5,5,30
SANTA MONICA,6250052B,2474,82,N,986,POLLING PLACE,85,0,5,33,1,4,14,2,2,1,0,1,1,0,6,1,0,0,12
SANTA MONICA,6250052B,2474,82,N,0,VBM PORTION,86,0,0,12,0,5,11,4,1,0,0,4,2,0,22,1,1,2,15
SANTA MONICA,6250052B,2474,82,N,986,TOTAL,171,0,5,45,1,9,25,6,3,1,0,5,3,0,28,2,1,2,27
SANTA MONICA,6250053A,2475,82,N,1354,POLLING PLACE,114,0,0,38,2,1,12,15,1,0,1,3,0,0,25,5,0,1,6
SANTA MONICA,6250053A,2475,82,N,0,VBM PORTION,144,0,0,16,4,5,27,12,3,0,1,2,2,2,32,6,2,0,18
SANTA MONICA,6250053A,2475,82,N,1354,TOTAL,258,0,0,54,6,6,39,27,4,0,2,5,2,2,57,11,2,1,24
SANTA MONICA,6250056A,2476,82,N,1083,POLLING PLACE,41,0,0,14,3,1,3,6,0,0,0,0,0,1,3,1,0,0,6
SANTA MONICA,6250056A,2476,82,N,0,VBM PORTION,84,1,0,9,4,4,7,9,1,1,0,2,0,0,14,2,1,2,18
SANTA MONICA,6250056A,2476,82,N,1083,TOTAL,125,1,0,23,7,5,10,15,1,1,0,2,0,1,17,3,1,2,24
SANTA MONICA,6250060A,2477,82,N,951,POLLING PLACE,76,0,2,19,1,3,6,4,2,0,0,0,0,0,9,0,2,2,23
SANTA MONICA,6250060A,2477,82,N,0,VBM PORTION,91,0,1,7,5,4,8,6,3,0,1,4,1,0,25,2,1,2,17
SANTA MONICA,6250060A,2477,82,N,951,TOTAL,167,0,3,26,6,7,14,10,5,0,1,4,1,0,34,2,3,4,40
SANTA MONICA,6250061A,2478,82,N,1032,POLLING PLACE,121,1,0,17,0,17,11,5,1,1,1,4,0,1,30,2,2,3,17
SANTA MONICA,6250061A,2478,82,N,0,VBM PORTION,57,0,1,2,0,4,4,2,0,2,0,5,0,0,18,1,2,0,9
SANTA MONICA,6250061A,2478,82,N,1032,TOTAL,178,1,1,19,0,21,15,7,1,3,1,9,0,1,48,3,4,3,26
SANTA MONICA,6250062A,2479,82,N,973,POLLING PLACE,106,0,2,17,1,6,17,3,2,0,0,2,2,0,31,0,1,0,14
SANTA MONICA,6250062A,2479,82,N,0,VBM PORTION,58,0,0,11,1,7,0,2,1,1,1,1,0,0,17,3,1,1,4
SANTA MONICA,6250062A,2479,82,N,973,TOTAL,164,0,2,28,2,13,17,5,3,1,1,3,2,0,48,3,2,1,18
SANTA MONICA,6250067A,2480,82,N,994,POLLING PLACE,183,0,0,53,3,2,41,7,2,0,2,1,0,0,38,0,0,2,24
SANTA MONICA,6250067A,2480,82,N,0,VBM PORTION,87,0,0,25,1,1,9,3,0,0,0,0,0,0,18,0,0,1,21
SANTA MONICA,6250067A,2480,82,N,994,TOTAL,270,0,0,78,4,3,50,10,2,0,2,1,0,0,56,0,0,3,45
SANTA MONICA,6250068D,2481,82,N,610,POLLING PLACE,74,1,0,21,1,4,11,11,4,1,0,2,0,0,6,1,0,0,5
SANTA MONICA,6250068D,2481,82,N,0,VBM PORTION,63,0,0,14,1,2,8,6,0,0,0,0,0,0,13,2,0,2,8
SANTA MONICA,6250068D,2481,82,N,610,TOTAL,137,1,0,35,2,6,19,17,4,1,0,2,0,0,19,3,0,2,13
SANTA MONICA,6250069A,2482,82,N,1244,POLLING PLACE,211,0,0,52,3,5,37,13,4,0,0,3,1,0,50,1,0,3,30
SANTA MONICA,6250069A,2482,82,N,0,VBM PORTION,132,1,0,34,1,3,12,14,0,1,0,1,0,2,29,5,2,1,22
SANTA MONICA,6250069A,2482,82,N,1244,TOTAL,343,1,0,86,4,8,49,27,4,1,0,4,1,2,79,6,2,4,52
SANTA MONICA,6250070A,2483,82,N,1147,POLLING PLACE,190,0,2,31,2,3,39,19,1,0,0,2,0,1,43,5,1,1,32
SANTA MONICA,6250070A,2483,82,N,0,VBM PORTION,146,0,0,29,1,3,18,24,0,0,0,0,0,0,35,4,0,0,22
SANTA MONICA,6250070A,2483,82,N,1147,TOTAL,336,0,2,60,3,6,57,43,1,0,0,2,0,1,78,9,1,1,54
SANTA MONICA,6250071A,2484,82,N,1037,POLLING PLACE,114,0,2,24,1,9,17,6,2,0,1,3,2,0,26,1,0,2,12
SANTA MONICA,6250071A,2484,82,N,0,VBM PORTION,66,0,0,13,3,5,4,2,1,0,0,3,1,0,16,2,0,1,12
SANTA MONICA,6250071A,2484,82,N,1037,TOTAL,180,0,2,37,4,14,21,8,3,0,1,6,3,0,42,3,0,3,24
SANTA MONICA,6250072A,2485,82,N,1375,POLLING PLACE,280,0,1,67,5,5,56,21,2,0,0,2,4,0,55,4,2,1,44
SANTA MONICA,6250072A,2485,82,N,0,VBM PORTION,185,0,0,41,6,2,31,22,2,0,1,4,0,0,26,3,0,2,31
SANTA MONICA,6250072A,2485,82,N,1375,TOTAL,465,0,1,108,11,7,87,43,4,0,1,6,4,0,81,7,2,3,75
SANTA MONICA,6250076B,2486,82,N,927,POLLING PLACE,175,0,0,32,1,3,36,6,1,1,1,0,2,0,35,5,1,1,38
SANTA MONICA,6250076B,2486,82,N,0,VBM PORTION,134,0,0,22,3,2,18,16,2,0,0,1,2,0,36,3,0,0,21
SANTA MONICA,6250076B,2486,82,N,927,TOTAL,309,0,0,54,4,5,54,22,3,1,1,1,4,0,71,8,1,1,59
SANTA MONICA,6250078A,2487,82,N,864,POLLING PLACE,139,0,0,38,2,2,22,9,2,1,0,4,1,1,23,3,1,1,22
SANTA MONICA,6250078A,2487,82,N,0,VBM PORTION,88,0,0,14,3,4,8,11,1,0,0,0,0,1,16,3,1,0,17
SANTA MONICA,6250078A,2487,82,N,864,TOTAL,227,0,0,52,5,6,30,20,3,1,0,4,1,2,39,6,2,1,39
SANTA MONICA,6250081A,2488,82,N,1182,POLLING PLACE,219,0,0,80,0,8,31,13,4,0,0,3,1,0,36,3,1,4,24
SANTA MONICA,6250081A,2488,82,N,0,VBM PORTION,107,1,1,22,5,3,18,11,2,2,1,1,1,0,16,2,0,4,11
SANTA MONICA,6250081A,2488,82,N,1182,TOTAL,326,1,1,102,5,11,49,24,6,2,1,4,2,0,52,5,1,8,35
SANTA MONICA,6250083A,2489,82,N,1244,POLLING PLACE,245,0,1,48,5,5,41,30,3,3,1,0,2,2,41,8,1,1,41
SANTA MONICA,6250083A,2489,82,N,0,VBM PORTION,134,0,0,24,1,3,16,20,0,2,0,2,0,2,41,3,2,0,14
SANTA MONICA,6250083A,2489,82,N,1244,TOTAL,379,0,1,72,6,8,57,50,3,5,1,2,2,4,82,11,3,1,55
SANTA MONICA,6250085A,2490,82,N,1323,POLLING PLACE,196,0,0,40,3,1,37,19,0,0,0,1,1,0,38,3,1,0,39
SANTA MONICA,6250085A,2490,82,N,0,VBM PORTION,138,0,1,23,4,3,3,14,3,0,1,1,4,1,34,5,0,0,29
SANTA MONICA,6250085A,2490,82,N,1323,TOTAL,334,0,1,63,7,4,40,33,3,0,1,2,5,1,72,8,1,0,68
SANTA MONICA,6250089A,2491,82,N,1254,POLLING PLACE,296,0,0,48,12,6,38,34,4,4,2,0,0,0,56,6,4,2,72
SANTA MONICA,6250089A,2491,82,N,0,VBM PORTION,180,0,1,24,0,6,23,32,1,1,0,2,0,1,39,3,0,3,38
SANTA MONICA,6250089A,2491,82,N,1254,TOTAL,476,0,1,72,12,12,61,66,5,5,2,2,0,1,95,9,4,5,110
SANTA MONICA,6250092A,2492,82,N,1297,POLLING PLACE,227,0,3,63,2,5,30,13,2,1,1,2,1,1,54,0,1,3,35
SANTA MONICA,6250092A,2492,82,N,0,VBM PORTION,132,0,1,15,2,6,14,4,1,1,0,2,3,1,39,4,2,2,26
SANTA MONICA,6250092A,2492,82,N,1297,TOTAL,359,0,4,78,4,11,44,17,3,2,1,4,4,2,93,4,3,5,61
SANTA MONICA,6250094B,2493,82,N,1009,POLLING PLACE,176,0,1,58,5,4,23,19,4,1,1,1,1,0,19,3,0,0,26
SANTA MONICA,6250094B,2493,82,N,0,VBM PORTION,112,0,2,21,1,6,9,8,0,2,0,1,1,0,23,5,0,1,24
SANTA MONICA,6250094B,2493,82,N,1009,TOTAL,288,0,3,79,6,10,32,27,4,3,1,2,2,0,42,8,0,1,50
SANTA MONICA,6250095A,2494,82,N,1393,POLLING PLACE,156,0,2,36,3,3,27,10,2,1,1,4,0,0,29,4,5,0,18
SANTA MONICA,6250095A,2494,82,N,0,VBM PORTION,171,1,0,30,2,9,20,20,2,0,0,2,3,1,37,7,4,1,21
SANTA MONICA,6250095A,2494,82,N,1393,TOTAL,327,1,2,66,5,12,47,30,4,1,1,6,3,1,66,11,9,1,39
SANTA MONICA,6250098A,2495,82,N,1280,POLLING PLACE,207,0,1,59,2,2,37,14,6,0,1,3,1,0,42,2,0,4,26
SANTA MONICA,6250098A,2495,82,N,0,VBM PORTION,117,0,0,23,1,1,13,13,3,1,1,0,1,1,26,4,0,3,19
SANTA MONICA,6250098A,2495,82,N,1280,TOTAL,324,0,1,82,3,3,50,27,9,1,2,3,2,1,68,6,0,7,45
SANTA MONICA,6250106A,2496,82,N,1028,POLLING PLACE,165,1,3,51,1,2,27,3,3,0,0,3,1,0,35,1,0,3,24
SANTA MONICA,6250106A,2496,82,N,0,VBM PORTION,128,0,1,19,2,9,23,7,5,0,1,3,4,0,27,3,0,2,15
SANTA MONICA,6250106A,2496,82,N,1028,TOTAL,293,1,4,70,3,11,50,10,8,0,1,6,5,0,62,4,0,5,39
SANTA MONICA,6250107A,2497,82,N,1244,POLLING PLACE,220,1,1,50,3,3,26,18,6,0,1,2,0,2,59,6,8,1,23
SANTA MONICA,6250107A,2497,82,N,0,VBM PORTION,207,1,0,33,1,7,29,23,1,0,0,3,0,1,43,7,1,2,35
SANTA MONICA,6250107A,2497,82,N,1244,TOTAL,427,2,1,83,4,10,55,41,7,0,1,5,0,3,102,13,9,3,58
SANTA MONICA,6250110D,2498,82,N,956,POLLING PLACE,145,0,0,37,4,3,17,15,4,0,0,0,1,0,28,2,3,0,23
SANTA MONICA,6250110D,2498,82,N,0,VBM PORTION,111,0,0,11,1,3,22,15,1,0,1,1,0,0,25,4,0,3,15
SANTA MONICA,6250110D,2498,82,N,956,TOTAL,256,0,0,48,5,6,39,30,5,0,1,1,1,0,53,6,3,3,38
SANTA MONICA,6250113A,2499,82,N,1464,POLLING PLACE,174,0,0,44,1,7,40,16,6,0,0,1,0,0,34,2,4,0,15
SANTA MONICA,6250113A,2499,82,N,0,VBM PORTION,151,0,2,24,4,9,17,16,3,0,1,5,1,0,27,6,2,2,22
SANTA MONICA,6250113A,2499,82,N,1464,TOTAL,325,0,2,68,5,16,57,32,9,0,1,6,1,0,61,8,6,2,37
SANTA MONICA,6250121A,2500,82,N,1299,POLLING PLACE,153,0,0,45,2,3,14,16,2,0,3,3,4,3,29,4,1,2,13
SANTA MONICA,6250121A,2500,82,N,0,VBM PORTION,116,1,1,23,1,6,12,5,1,0,1,7,1,0,20,6,2,3,12
SANTA MONICA,6250121A,2500,82,N,1299,TOTAL,269,1,1,68,3,9,26,21,3,0,4,10,5,3,49,10,3,5,25
SANTA MONICA,6250125A,2501,82,N,1194,POLLING PLACE,199,0,2,35,2,4,40,25,3,0,1,2,0,0,41,4,1,1,23
SANTA MONICA,6250125A,2501,82,N,0,VBM PORTION,203,0,1,25,4,3,34,35,1,0,0,1,0,4,47,10,1,0,31
