Precinct,Ballot_Group,Consolidation,IsVoteByMail
7150015B,198,7150015A,0
9000753B,43,9000753A,0
6700008H,120,6700002A,0
9002193D,104,9002193A,0
0550007A,64,0550081A,0
5530026A,192,5530026A,0
7150070D,194,7150121A,0
6220046G,14,6220046A,0
7850050C,180,7850050A,0
7360006F,18,7360001A,0
9002784B,55,9007928A,0
6000004C,39,6000004A,0
9001178B,60,9001178A,0
9007323B,30,9007323A,0
9001534B,94,9001656C,0
3750010J,36,3750010F,1
9007803B,57,9007803A,0
1850043C,129,1850043A,0
0950025B,46,0950031A,0
9000823F,86,9000833B,0
9000530D,49,9000530A,0
2650004C,158,2650004A,0
0200004B,36,0200004A,0
9002238G,81,9002238A,0
2950087F,154,2950087A,0
3330012A,114,3330012A,0
9002272C,81,9002279A,0
1600042B,104,1600042A,0
9001782F,104,9001782A,0
5250044H,90,5250053A,0
3850070C,208,3850070A,0
6220155A,14,6220155A,0
0800008B,134,0800004A,0
6550021B,171,6550021A,0
1030108D,178,1030108B,0
0520005D,114,0520005B,0
7150026B,198,7150026B,0
9002749A,101,9001359A,0
3450031C,161,3450031A,0
5250012D,90,5250012A,0
6450002D,210,6450002A,0
2550024D,45,2550024A,0
9002466C,136,9002466A,0
7150039E,191,7150039A,0
6650031A,70,6650032A,0
6400003A,36,6400003A,0
0850008C,86,0850015B,0
6550029A,171,6550029A,0
9007131B,60,9007131A,0
6300099H,3,6300099A,1
1900010B,67,1900007A,0
9000903D,86,9001838A,0
6220127C,14,6220127A,0
9001940E,139,9001940D,0
9002215E,136,9002214A,0
9003088B,19,9000023B,0
9000494C,58,9004201A,0
1500014C,63,1500014A,0
4700002U,18,4700001A,1
5250087F,90,5250044D,0
9000263F,47,9000263A,0
2750013F,193,2750012A,0
0550087A,64,0550086A,0
3400003D,39,3400003A,0
9002080A,104,9002080A,0
6850020A,30,6850002A,0
5700001A,192,5700001A,0
9006615A,55,9006615A,0
0850012D,86,0850012C,0
3850158D,205,3850158A,0
7700027B,64,7700027A,0
6300014L,3,6300014A,0
9002327A,55,9006445D,0
6300457E,2,0090005B,1
9002182D,105,9002182A,0
1750052A,1,1750052A,1
9003417D,215,9003417A,0
3990063E,156,3990063A,0
9000455C,148,9000455A,0
6220179C,3,6220179A,0
9001480A,82,9001480A,0
0800008G,134,0800005A,0
5000032A,2,5000032A,0
9002207D,153,9002207A,0
6650014A,70,6650035A,0
5050012F,192,5050012A,0
1450167C,179,1450167A,0
2600018G,65,2600018B,0
2300202C,140,2300040A,0
6250062B,81,6250062A,0
9001169A,175,9000354A,0
6220180B,3,6220180A,0
3000001F,64,3000003A,0
4100014A,192,4100044A,0
5530007F,192,5530007A,0
2950069B,155,2950092A,0
1070009A,124,1070016D,0
9001461E,84,9001461A,0
9000791B,55,9000063B,0
6220037D,14,6220023A,0
9000819B,43,9000819A,0
1750052D,1,1750052A,1
9002617A,17,9002264B,0
9000364D,58,9000364A,0
3300014B,120,3300014A,0
9002968F,19,9002968A,0
4800022A,120,4800022A,0
1500008B,63,1500008A,0
9002177C,153,9002177A,0
0150041A,68,0150041A,0
9002224A,62,9000155B,0
7800048B,120,7800048A,0
5230034D,127,5230034B,0
9001045D,55,9003122A,0
5150070B,36,5150070A,0
9001479E,215,9001483A,0
7850043A,180,7850043A,0
9001702B,94,9001714A,0
9006623G,55,9006623C,0
9002833A,93,9002835A,0
9001300C,82,9001303A,0
6220001G,18,6220139A,0
0600013A,64,0600013A,0
9000253A,55,9001090A,0
2600009A,65,2600009A,0
9006359E,215,9006359A,0
5100020F,163,5100020A,0
1030006D,178,1030006A,0
9002786E,79,9002786A,0
9000706A,60,9001080A,0
9000971B,93,9001631A,0
1070002A,124,1070002A,0
2100013A,72,2100013A,0
0050059F,2,0050059A,0
9000515E,86,9000515A,0
3200008D,46,3200008B,0
4450014B,126,4450014A,0
9003122C,55,9003122A,0
4800013D,120,4800013A,0
7150031B,191,7150031B,0
9002867A,93,9001537A,0
9000970C,85,9000970C,0
2500005F,155,2500005A,0
9006337D,86,9006337A,0
3550097C,1,3550080A,0
9002468A,138,9000288A,0
9000149G,58,9000149A,0
3450059D,159,3450059B,0
9002179C,136,9002179A,0
2850006C,99,2850006A,0
9000975A,86,9006324A,0
5750019B,70,5750019A,0
9000390H,21,9000390A,0
9001892G,55,9001892A,0
3990002C,156,3990002A,0
9002090B,104,9002090A,0
6100021E,68,6100026A,0
2550073A,45,2550073A,0
9001336B,101,9001336A,0
9002073D,136,9002073A,0
3550094E,1,3550094A,0
3450066A,160,3450066A,0
6300018A,14,6300041A,0
3850159E,205,3850159A,0
4800054D,120,4800054A,0
1040016H,14,1040016A,0
9002128G,104,9002128A,0
9002456G,136,9002456A,0
4050051A,83,4050051A,0
2500007D,155,2500007A,0
3850144C,204,3850144A,0
2100105A,72,2100105A,0
9001566A,104,9001566A,0
5250079F,90,5250079A,0
9000174K,55,9000174A,0
6250025D,81,6250025B,0
9000588E,58,9000140A,0
1770004B,2,1770004A,0
9000352E,10,9000352A,0
5100005E,163,5100005A,0
7600032E,112,7600032A,0
9002603A,49,9000262A,0
6700057E,120,6700057A,0
9001440H,81,9001438A,0
6220157C,14,6220073A,0
9006368F,199,9006368A,0
1500036D,63,1500036C,0
9000112D,55,9000100B,0
9001678C,94,9001678A,0
0950022A,46,0950022A,0
9006452B,55,9006453A,0
1750055F,1,1750055A,0
0400001E,124,0400001A,0
7050076C,68,7050076B,0
5250077B,90,5250077A,0
0700019A,164,0700010A,0
9001002B,60,9001002B,0
1030106F,178,1030106A,0
0950008F,46,0950008A,0
9002129C,104,9002129B,0
7670019B,155,7670019A,0
3450008A,158,3450008A,0
9000315J,19,9000315C,0
2550053C,45,2550054A,0
2300022A,139,2300012A,0
9002084E,104,9002084A,0
9000386B,58,9000386B,0
9002385D,52,9000837B,0
7100032C,83,7100032A,1
0670142C,64,0670144A,0
7750036B,79,7750036B,0
6300006E,3,6300099A,1
6820014B,18,6820015A,0
2850029D,99,2850029A,0
0950009A,46,0950009A,0
2250004B,149,2250004A,0
1040017B,14,1040017A,0
9001160A,142,9001929A,0
1300005A,37,1300005A,0
0850056B,87,0850058A,0
1780079H,110,1780079A,0
5530059F,192,5530016A,0
9007687F,81,9005928C,0
9007883D,55,9006429B,0
3850321B,212,3850321A,0
9001467A,104,9001471A,0
9002332A,199,9002332A,0
3800004D,195,3800004A,0
5250008H,90,5250008B,0
9000327H,21,9000327A,0
2250001A,149,2250001A,0
9000285D,136,9000285A,0
0750017A,129,0750016A,0
9001737B,79,9001630A,0
6550035C,171,6550035A,0
9001751D,136,9001751A,0
2550095E,45,2550095A,0
9001074E,55,9001074A,0
7800002D,120,7800002C,0
9005316A,104,9005316A,0
9000086F,62,9000086A,0
7700024B,64,7700024A,0
5150116A,36,5150116A,0
9002371D,104,9000269B,0
0070041D,83,0070004A,0
9002411B,94,9001624A,0
9000954B,58,9002320A,0
9002817B,86,9000915A,0
2950029C,155,2950029A,0
7680007B,196,7680011C,0
3550067C,2,3550067A,0
5400004D,1,5400004A,0
7700022B,64,7700140A,0
9000250F,55,9000250B,0
9002374B,21,9000119A,0
5100012B,163,5100014A,0
9002761A,136,9001961A,0
0550006B,64,0550081A,0
5850003D,110,5850073A,0
9002719D,94,9002719D,0
9000026B,19,9003055A,0
9001240A,81,9003431A,0
9007785C,17,9007785A,0
1780073D,110,1780073A,0
3850167A,209,3850166B,0
3850257B,214,3850255A,0
0200024H,36,0200019B,0
9002322B,104,9002322B,0
5750012C,69,5750012A,0
9001757C,136,9001757B,0
2630097D,123,2630097A,0
1300012F,37,1300012A,0
9001940C,139,9000834A,0
9000581D,58,9000581A,0
9000595A,86,9000595A,0
9000592D,21,9000592A,0
0850058C,87,0850058A,0
7670015D,155,7670015A,0
2950072B,155,2950072A,0
1450091H,179,1450091A,0
1500089A,63,1500089A,0
9000725D,79,9000725D,0
1030114F,178,1030114A,0
1780089D,110,1780091E,0
7600002F,112,7600002D,0
9001997E,137,9000906A,0
2700105B,155,2700105A,0
6700009F,120,6700010A,0
9005006E,93,9005006A,0
1850047C,129,1850047A,0
3550017B,2,3550089B,0
5150033G,36,5150075A,0
2750011D,193,2750011A,0
2550074F,45,2550073A,0
7100002F,83,7100002A,0
9002587B,176,9002587A,0
7100004F,83,7100004B,0
1250005A,65,1250005A,1
4400017B,39,4400017A,0
7150014C,198,7150051B,0
6220057B,14,6220055A,0
9001100C,81,9001100A,0
9000588A,58,9001640A,0
6550019G,171,6550019B,0
9000292A,30,9000292A,0
9005124A,43,9005124A,0
9000368D,86,9000368C,0
1850065E,129,1850065A,0
2550093C,45,2550118A,0
0050016G,2,0050059A,0
3850053D,208,3850053A,0
4400007F,39,4400007A,0
9006242A,11,9001754A,0
9006246D,17,9006246A,0
5400001C,1,5400047A,0
9006337C,86,9006337A,0
9001632G,93,9001632B,0
6000001E,39,6000001B,0
9000088B,58,9000088A,0
6300005H,3,6300005A,0
9000116D,21,9000529A,0
1780006D,110,1780006A,0
2850017D,99,2850017A,0
9002583D,175,9002583A,0
9001637B,93,9001631A,0
9007843E,55,9007843A,0
9001892B,55,9001892A,0
5150216A,36,5150216A,0
5230081G,127,5230081A,0
7150301B,191,7150301A,0
2780002C,55,2780002A,0
4060003C,83,4060003A,0
5530010C,192,5530059A,0
3450003C,158,3450003A,0
2550190D,45,2550190A,0
0150028A,68,0150079A,0
9000449A,147,9000449A,0
7150039C,191,7150039A,0
6000055D,39,6000055A,0
9000093D,21,9000093A,0
6550017E,171,6550017A,0
3750046H,36,3500055A,1
3300049A,120,3300009A,0
9000966B,85,9000966B,0
9002428A,104,9002136A,0
6220118P,14,6220118A,0
5000057B,2,5000028H,0
7150182E,191,7150144A,0
5550017D,190,5550017A,0
2000084A,88,2000084A,0
3850671D,218,3850671C,1
6200014D,75,6200014A,0
7600010F,112,7600003A,0
0350029E,68,0350029B,0
2500013F,196,2500013A,0
9006242E,11,9006242B,0
9000107B,21,9000107A,0
5250022J,90,5250022A,0
0700011A,164,0700011A,0
6200012F,75,6200012A,0
3150040K,46,3150001A,0
5530032D,192,5530032A,0
3550076C,2,3550099B,0
3850084B,209,3850082B,1
7800167A,120,7800017B,0
5100013F,163,5100013A,0
9000317E,49,9000317A,0
5150213B,36,5150213A,0
5150065D,36,5150065A,0
0900033E,81,0900033B,0
2850010G,99,2850010A,0
7670017B,155,7670017A,0
1750007A,2,1750054A,0
5850118A,110,5850118A,0
7410020B,64,7410020A,0
5530026E,192,5530026A,0
9001700B,21,9000134A,0
2000086A,88,2000088A,0
6220024F,18,6220024A,0
9000618B,97,9000618A,0
9007939A,55,9007939A,0
6220163D,14,6220163A,0
6100043M,68,6100043A,0
2630191C,123,2630192A,0
6300002G,3,6300002B,1
5150102A,36,5150102A,0
4800022G,120,4800024A,0
6250018F,81,6250113A,0
2950141D,155,2950141A,0
9002523C,138,9002523A,0
6100010F,68,6100010B,0
4500031E,69,4500031B,0
9000393D,54,9000393A,0
7510006C,104,7510006A,0
0800017H,134,0800017C,0
3850076A,209,3850076A,0
9005006B,93,9005006A,0
9000619A,21,9000392A,0
3990063H,156,3990063A,0
9001917C,21,9001917A,0
5530041B,192,5530041A,0
5100025A,163,5100002A,0
5250065G,90,5250065A,0
1780014H,110,1780014A,0
3300019C,120,3300019A,0
1900021J,67,1900021C,0
6250076D,81,6250076B,0
6200003F,75,6200003B,0
4500043A,69,4500044A,0
4400003A,39,4400003A,0
6220101U,18,6220101B,0
5550051B,190,5550051A,0
9002348G,104,9002348A,0
1100084B,63,1100084A,0
6220132E,18,6220044A,0
6250052A,81,6250051A,0
1500087D,63,1500086B,0
6200014C,75,6200014A,0
3850178E,204,3850178A,0
9000048D,91,9000048A,0
0350012A,68,0350013A,0
7700140D,64,7700022A,0
9000755A,55,9000755A,0
9000004F,148,9000004A,0
0450007E,180,0450007A,0
2550076A,45,2550085A,0
9000348E,60,9000348C,0
7650001F,145,7650001A,0
7150098G,191,7150007B,0
3080003F,36,3080004A,1
9001411A,189,9002633A,0
7050011A,68,7050008B,0
5000068B,2,5000031A,0
9000174J,55,9000174A,0
9001147C,180,9001147A,0
9002201A,104,9002102A,0
9000804D,55,9000804A,0
2550132D,45,2550140A,0
2600022B,65,2600022A,0
2630062C,123,2630062A,0
9000162D,62,9002267A,0
9007388F,82,9007388A,0
3450070A,158,3450070A,0
2100029B,64,2100029A,0
3850304C,212,3850302A,0
6250071D,81,6250071A,0
3850240C,206,3850110A,0
6600030A,36,6600024A,0
3850351A,209,3850351A,0
4100033B,192,4100033A,0
4100019D,192,4100019A,0
9001999A,55,9001999A,0
2850002A,164,2850002A,1
9002171A,43,9002171A,0
7150301F,191,7150301A,0
9001094E,60,9000756A,0
7410150F,64,7410150A,0
6250061F,81,6250061A,0
9001417B,101,9003150A,0
3700043C,2,3700043A,0
9001791A,92,9001791A,0
0950162A,46,0950162A,0
3200006B,46,3200008B,0
7750053D,79,7750004A,0
9000592C,21,9000592A,0
5550002A,190,5550035A,0
7050016A,68,7050016A,0
7150008B,198,7150008A,0
9003681E,55,9003681A,0
6220128H,14,6220072A,0
5750027D,69,5750027A,0
9001367D,81,9001306A,0
6550021D,171,6550021A,0
3550077C,2,3550077A,0
3850230A,169,3850009A,0
4450031E,126,4450031A,0
7150101E,191,7150101A,0
3850276E,214,3850276A,0
7700154B,64,7700154A,0
9002349A,86,9002349A,0
9005161B,60,9001052C,0
9000766A,86,9000766A,0
2550024F,45,2550024A,0
9006627F,55,9000749A,0
9005926A,81,9005924A,0
4400031G,36,4400004A,0
9000304G,19,9004123A,0
9001374B,81,9001374A,0
4450043G,126,4450043B,0
6250038D,81,6250019A,0
3330008B,114,3330008A,0
9002885C,21,9000079C,0
3300007C,120,3300007A,0
1040015A,14,1040015A,0
7770030A,50,7770002A,0
6250113F,81,6250113A,0
0400001G,124,0400002A,0
5400057C,1,5400057A,0
5150080E,36,5150080A,0
7700037B,64,7700037A,0
0200094G,36,0200001A,0
5150180A,36,5150180A,0
6220008D,14,6220008A,0
2950015A,155,2950016B,0
6820010C,18,6820003A,0
6220101H,18,6220101B,0
3850058D,167,3850058A,0
9001899F,94,9001905A,0
0950138C,46,0950144A,0
9001564C,104,9001564A,0
9001458D,84,9001463A,0
2850010F,99,2850010A,0
9007687G,81,9005928C,0
1450010D,179,1450010C,0
3650012B,155,3650012A,0
6100021D,68,6100026A,0
9000151A,58,9000151A,0
7850204C,180,7850009A,0
7150106C,191,7150106A,0
1450132C,179,1450132A,0
3150040J,46,3150060A,0
3750011A,2,3750005A,0
7150301E,191,7150301A,0
9007341B,20,9007341A,0
1500032B,63,1500074C,0
6000016D,39,6000053A,0
5000017B,2,5000017A,0
7680004B,186,9001473A,0
5150121C,36,5150121A,0
3850276B,214,3850276A,0
9000510F,21,9000463A,0
9007129B,58,9007129B,0
9001665G,58,9001665A,0
9000386C,58,9000205A,0
1030040A,178,1030040A,0
6000052B,39,6000052A,0
9001718D,148,9001718A,0
2600012D,65,2600011A,0
9000718C,21,9000718A,0
9001404P,215,9001483A,0
3850399F,209,3850399A,0
1450148E,179,1450148A,0
9001764B,104,9001764A,0
9001213B,81,9001212A,0
0350048C,68,0350104A,0
9002332B,199,9002332A,0
5550005A,190,5550005A,0
9000048B,91,9000048A,0
9000964C,43,9000964A,0
7450012R,99,7450011A,1
3850647B,214,3850648A,0
9000699B,43,9000699B,0
3330001B,114,3330001A,0
6530045E,115,6530045A,0
3850594A,204,3850594A,0
5500110F,108,5500110A,0
3200008E,46,3200008B,0
9002427A,197,9003899A,0
1960030A,170,1960030A,1
7800144E,120,7800144A,0
7410086C,64,7410086B,0
3990007E,156,3990007A,0
9001718C,148,9001718A,0
7680002E,196,7680002A,0
1070049A,124,1070022A,0
1150001K,17,1150001A,0
9001628A,93,9001628A,0
9002106B,104,9002107A,0
0800016C,134,0800016A,0
7800044C,120,7800044A,0
9001017B,60,9001016A,0
2600009E,65,2600009A,0
2500008A,155,2500008A,0
5250034H,90,5250034B,0
0090015A,14,0090007B,1
1040015K,14,1040226B,0
9000782A,79,9000782A,0
5150194G,36,5150194A,0
4800032D,120,4800032A,0
1300014C,37,1300014A,0
1850056G,129,1850056C,0
3850156F,206,3850156A,0
3550042C,2,3550042A,0
9006663E,55,9006667A,0
3850552E,167,3850552A,0
9000901C,86,9001353A,0
5250007F,90,5250062A,0
6550030C,171,6550030C,0
9003238C,60,9003238A,0
9001343E,81,9001343A,0
2630084B,123,2630172A,0
9005316D,104,9005316A,0
9006487B,55,9006487B,0
6250094E,81,6250094B,0
0070041N,83,0070004A,0
5230026A,121,5230026A,1
6250078C,81,6250078A,0
3850047E,205,3850047A,0
9001190D,81,9001190D,0
5000093B,2,5000093B,0
3670030D,155,3670030A,0
1030026F,178,1030016A,0
4450024B,126,4450024A,0
3650008D,155,3650006A,0
9002131C,58,9002131A,0
9000529C,21,9000529A,0
1020014E,14,1020014A,0
4100036B,192,4100036A,0
6220122C,18,6220040C,0
3330002G,114,3330002B,0
6000004A,39,6000004A,0
6220081F,14,6220081C,1
9000991A,93,9005401A,0
5550063A,190,5550012A,0
9005494D,104,9005494B,0
9007114B,94,9007114A,0
3850563A,209,3850563A,0
1450040E,179,1450040C,0
9002582A,17,9007785A,0
7150069D,194,7150069A,0
7670011B,154,7670011A,0
9001926B,60,9000231A,0
9000265B,54,9000393A,0
2650006F,158,2650006A,0
9002250E,81,9002250A,0
9002450A,43,9002046A,0
0850001F,86,0850001A,0
9001514C,104,9001514A,0
3550031D,2,3550031A,0
5530023D,192,5530026A,0
0080070A,83,0080070A,0
2550147B,45,2550147A,0
0550003A,64,0550081A,0
9000524A,86,9000524A,0
3650005E,155,3650005A,0
9001111A,104,9001111A,0
3330017A,114,3330017A,0
4450011C,126,4450011A,0
1450113E,179,1450113A,0
9002546A,94,9003185A,0
9000537A,21,9000537A,0
0550078A,64,0550078A,0
9002521B,138,9002521A,0
5150114C,36,5150114A,0
9001428C,79,9001428A,0
9001799B,175,9001799A,0
0150028C,68,0150079A,0
2500011A,196,2500023A,0
5250318A,90,5250318A,0
5250067C,90,5250067A,0
9001656E,94,9001656C,0
9002727A,147,9003278A,0
3550099N,2,3550099B,0
5150008C,36,5150008A,0
7800080A,120,7800054A,0
3900006C,120,3900006A,0
2300016A,140,2300016A,0
9002713A,79,9002225A,0
2930007B,114,2930017A,1
3850199A,204,3850012A,0
7680017A,196,7680012A,0
9001380A,104,9001320A,0
3850071G,209,3850071A,0
2550006E,45,2550006A,0
9000442A,58,9000442A,0
1940005D,71,1940005A,0
2930006B,114,2930017A,1
1600028E,104,1600028A,0
1070017D,124,1070017A,0
6100021B,68,6100026A,0
1030025E,178,1030028A,0
9002053B,86,9002053B,0
9002333D,104,9002333B,0
5050014C,192,5050014A,0
9002112A,104,9002112A,0
3150001A,46,3150001A,0
3850282B,214,3850445A,0
9005937F,146,9005937A,0
6100007A,68,6100007A,0
6850034A,46,6850034A,1
0750030D,124,0750030A,0
5500111A,108,5500110A,0
9000873A,43,9000874A,0
3550005A,2,3550007A,0
5000011C,2,5000011A,0
9006251E,17,9006251A,0
3850366E,209,3850366A,0
1430030B,132,1430035A,0
3850270B,214,3850270A,0
5150122D,36,5150122A,0
6250063B,81,6250025B,0
9002489A,136,9002489A,0
9000239E,79,9001576A,0
9000844B,43,9000844A,0
9002167K,104,9002167A,0
6220044F,18,6220044A,0
9001897B,55,9002123A,0
5000020G,2,5000020A,0
5050013D,192,5050012A,0
9000773B,58,9000773B,0
9000537C,21,9000537A,0
4400008A,36,4400008A,0
9001910G,94,9002057A,0
7700116E,109,7700116A,0
5000045M,2,5000045A,0
9000918D,85,9000918A,0
9001283B,102,9001283B,0
9002189F,148,9002189A,0
6220086B,14,6220086A,0
9002190C,104,9007226A,0
9000324F,21,9000324A,0
9002220D,21,9000116A,0
6220114F,14,6220193A,0
5200001H,2,5200040D,0
1070004D,124,1070004A,0
0200038E,36,0200004A,0
3850040E,204,3850040A,0
4610022F,46,4610022A,0
7150106F,191,7150106A,0
9000425F,62,9000425A,0
4800030A,124,4800047A,0
5200001C,2,5200040D,0
6220018E,14,6220018A,0
6220075A,14,6220059E,0
9000239B,79,9000782A,0
5230027H,127,5230027A,0
4800031E,120,4800031A,0
7100033B,83,7100033A,0
2950037D,155,2950037C,0
9006666A,55,9006666A,0
0950137E,46,0950005B,0
2100026B,72,2100041C,0
3850116B,209,3850563A,0
3330007A,114,3330002B,0
9000201E,58,9000136A,0
6220001B,18,6220139A,0
9001080E,60,9001080A,0
9000805E,58,9000805A,0
6300008A,3,6300005A,0
1300062G,37,1300062A,0
9006601C,55,9007935A,0
7100030H,83,7100030A,0
6220077A,14,6220077A,0
3850166F,209,3850166B,0
0940003A,65,0940002A,0
4100007F,192,4100005A,0
9000151B,58,9000151A,0
2930063D,112,2930016A,1
9006405A,55,9006406A,0
2700039D,155,2700039B,0
3700047B,2,3700046A,0
3450067C,159,3450067A,0
9005925D,81,9005925A,0
6220139D,18,6220139A,0
6700012A,120,6700012A,0
1040226W,14,1040226B,0
9001114A,94,9001678A,0
9002090D,104,9002101A,0
9001404B,215,9001006A,0
1450006C,179,1450137E,0
6220139A,18,6220139A,0
6220164H,14,6220164C,0
9006623E,55,9006623C,0
4450032B,126,4450032A,0
9000374C,21,9000378A,0
9001396C,148,9001395A,0
3800008A,195,3800012A,0
9000129B,55,9000128A,0
9002567C,175,9001964A,0
2650007D,158,2650005A,0
1000072D,56,1000075A,0
3450009D,158,3450009A,0
9000597A,86,9000597A,0
2950031C,155,2950031A,0
6220171A,3,6220170A,0
9001073D,55,9001073A,0
3330003A,114,3330004A,0
9007168G,104,9007166B,0
2550108D,45,2550108A,0
6600010B,36,6600010A,0
0150032D,68,0150032A,0
2300018D,140,2300030A,0
4050064A,83,4050064A,0
9002886A,21,9000080A,0
9001721F,93,9001721A,0
9000518A,21,9000518A,0
3850110D,206,3850110A,0
5500046A,63,1100084A,0
9007985E,55,9007985A,0
5050012A,192,5050012A,0
5100013D,163,5100013A,0
6220146D,14,6220146A,0
9002880A,99,9002880A,1
3080001D,36,3080002A,0
2630093B,123,2630159A,0
9001583C,136,9001583B,0
3400052E,39,3400052A,0
7600018C,112,7600018A,0
1850016A,129,1850016A,0
6300005A,3,6300005A,0
9000428G,60,9000428A,0
9000187B,55,9000187A,0
6220005A,14,6220005A,0
5750027B,69,5750027A,0
9001605D,79,9001605B,0
0150042B,68,0150041A,0
3400005H,39,3400005A,0
0900036D,81,0900036A,0
0150003C,68,0150003B,0
9002413C,84,9005315A,0
9000796B,86,9000796B,0
1000008M,56,1000008A,0
0950180C,48,0950180A,0
9001026F,136,9001026C,0
3400014D,39,3400014A,0
9000531B,21,9000531A,0
9001757E,136,9001757B,0
9002759A,142,9001053A,0
6220041D,18,6220041A,0
6550020G,171,6550020A,0
1040005C,18,7360001A,0
7670024E,154,7670024A,0
9001135J,81,9001413A,0
6220076D,14,6220077A,0
9002301C,21,9002301A,0
7900002A,1,1750052A,1
5000008G,2,5000008A,0
4100031B,192,4100031A,0
9007129D,58,9007129B,0
9002789A,136,9002451A,0
3450055C,160,3450055A,0
7700026F,64,7700026A,0
9001083E,60,9001083A,0
3850345A,169,3850345A,0
7690002C,180,7690002A,0
9002969B,19,9000017A,0
9006656B,55,9006656A,0
9002706B,136,9002706A,0
2700116B,155,2700116A,0
7150041D,198,7150041A,0
1300021E,37,1300021A,0
9000299A,58,9000385A,0
6700053D,120,6700053A,0
1070003B,124,1070003A,0
5100003H,163,5100010A,0
1450052D,179,1450167A,0
5500008A,39,6000053A,0
2630088E,123,2630202A,0
9001167B,60,9001167A,0
9000229E,55,9000229A,0
1960010A,180,1960010A,0
1500012C,63,1500003A,0
9000653A,104,9002080A,0
9002326A,55,9006438A,0
7900010C,2,7900010A,0
6220176A,3,6220176A,0
9002271E,81,9002271A,0
9006666D,55,9006666A,0
2000064B,88,2000045B,0
3680003A,2,1750001A,0
3230003D,123,3230003A,0
1030035B,178,1030036A,0
1100073A,63,1100073A,0
9000948A,104,9000948A,0
9001728A,177,9001728A,0
7700079D,109,7700079A,0
9002482C,136,9002482A,0
3330014A,114,3330019C,0
3430001C,104,3430003C,1
5750074A,69,5750074A,0
5550093C,190,5550093B,0
1780076L,110,1780076A,0
9001011A,80,9001450A,0
3990016A,156,3990016A,0
2550012E,45,2550058A,0
7150096D,191,7150101A,0
7510010A,104,7510010A,0
3750002C,7,3750047A,1
6250050G,81,6250051A,0
1450149E,179,1450149A,0
6250068A,81,6250067A,0
9001449C,82,9001449A,0
9006450C,55,9006471A,0
7850044D,180,7850044A,0
1600003J,104,1600003A,0
9005928D,81,9005928C,0
4400013A,39,4400013A,0
3850539B,214,3850539A,0
9002484B,136,9002484B,0
3150025D,46,3150025A,0
3850014B,188,3850004A,0
4100061D,192,4100025B,0
2000003D,87,2000003A,0
9000357C,86,9000357A,0
2000053B,88,2000053A,0
9001739D,96,9001739A,0
9000267D,81,9000267A,0
5100010D,163,5100010A,0
3400009C,39,3400009A,0
7650009C,145,7650009A,0
6700052G,120,6700052A,0
3150018E,46,3150018A,0
1300037G,37,1300037A,0
0550076F,64,0550076A,0
0200087B,36,0200087A,0
9000273E,94,9000273B,0
9002804C,55,9000742A,0
9005472A,137,9001966B,0
6220016M,18,6220101B,0
4780012A,123,2630195A,0
5150076A,36,5150065A,0
1300042C,37,1300042A,0
2950029G,155,2950029A,0
0850005A,86,0850005A,0
9002237E,81,9002237A,0
9002820A,93,9001537A,0
9000658D,43,9000658A,0
0900041E,81,0900041A,0
7050073D,68,7050076B,0
0850052B,87,0850013A,0
1070002E,124,1070002A,0
2550017C,45,2550017A,0
5000087C,2,5000030A,0
9002627A,92,9002629A,0
9001729D,104,9001729A,0
9005022E,97,9005022A,0
9002178E,136,9002178A,0
0150018C,68,0150018A,0
9006445C,55,9006445A,0
0550006C,64,0550081A,0
9002545C,97,9002364A,0
6250107D,81,6250107A,0
5530054E,192,5530015A,0
2250007B,149,2250007A,0
0200041B,36,3500016A,1
7800025A,120,7800004A,0
9000688A,21,9000529A,0
2100008C,72,2100008B,0
1100073B,63,1100073A,0
5150077B,36,5150045A,0
2550089D,45,2550089A,0
7800148C,120,7800148A,0
4050208D,83,4050014A,0
2630197D,123,2630190A,0
3850276F,214,3850276A,0
1940011C,63,1940011A,0
9001801B,93,9001801B,0
5150058F,36,5150037B,0
6100025D,68,6100025A,0
6550007A,171,6550039A,0
9000079C,21,9000079C,0
1070006F,124,1070006A,0
9002741E,55,9000182A,0
6220023U,14,6220046A,0
9000464E,86,9000464B,0
1600003G,104,1600003A,0
2100053E,72,2100053A,0
6550040A,171,6550019B,0
3850120F,209,3850036A,0
9001135B,81,9001413A,0
0950178D,41,0950178A,0
9002355B,86,9000598A,0
1450024D,179,1450024A,0
6450002H,210,6450002A,0
7670018B,155,7670018A,0
0200038C,36,0200038B,0
7800082E,120,7800082A,0
6230051A,120,6230051A,0
0200023A,36,3500055A,1
9001553C,150,9001553B,0
6220118T,14,6220094A,0
9000640A,30,9000640A,0
1850029B,129,1850029B,0
5150035E,36,5150037B,0
1030067E,178,1030067B,0
3700047C,2,3700046A,0
2750011C,193,2750011A,0
9006237G,11,9006237A,0
7700056D,109,7700056C,0
3850293C,214,3850292A,0
9001950D,136,9001950A,0
9007211B,104,9007211A,0
9001708G,137,9001708F,0
6220067F,14,6220067A,0
5250113C,90,5250003A,0
0850037D,86,0850009A,0
9000841C,60,9000841A,0
9006026A,148,9001718A,0
9000645D,30,9000645A,0
7700150B,64,7700150A,0
5700002E,192,5700002A,0
9001432B,104,9001455A,0
9002670A,104,9001320A,0
9002369D,104,9002358A,0
2950080E,154,2950080A,0
9000937A,47,9000600A,0
3850617D,205,3850617A,0
6220023J,14,6220023A,0
